table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 45,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 5th to 7th June 2020,NET: Do not trust,11,6,5,1,1,1,2,3,3,1,1,6,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 45,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 5th to 7th June 2020,Mean,3.78,3.72,3.84,3.88,3.84,3.96,3.67,3.62,3.59,3.87,3.8,3.82,3.69,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 45,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 5th to 7th June 2020,Standard deviation Standard error,0.75,0.81,0.69,0.62,0.61,0.76,0.73,0.82,0.84,0.7,0.69,0.83,0.83,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 12th to 14th March 2021,Unweighted base,233,138,95,33,29,37,40,35,38,50,102,60,32,39,19,5,24,16,16,17,13,21,46,29,21,6,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 12th to 14th March 2021,Weighted base,227,138,89*,43**,38**,37*,39*,34*,30**,44*,95*,64*,28**,40**,16**,4**,28**,17**,15**,16**,11**,18**,46*,29**,22**,6**,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 12th to 14th March 2021,NET: Trust,164,100,64,22,19,24,31,24,25,37,72,51,19,22,14,2,18,9,11,14,10,16,34,20,12,4,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 12th to 14th March 2021,5 - Trust completely,32,22,10,2,2,6,8,6,4,6,14,10,4,4,3,-,6,2,5,1,1,3,7,4,-,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 12th to 14th March 2021,4,132,78,54,20,17,19,23,18,21,31,59,41,14,18,11,2,13,8,6,13,9,13,27,16,12,3,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 12th to 14th March 2021,3,57,34,23,18,18,11,8,10,5,5,19,13,8,16,2,2,9,7,4,1,1,2,10,9,8,2,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 12th to 14th March 2021,2,7,5,2,3,2,2,-,-,-,2,4,1,1,2,-,-,1,1,-,1,-,-,2,-,2,-,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 12th to 14th March 2021,1 - Do not trust at all,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 12th to 14th March 2021,NET: Do not trust,7,5,2,3,2,2,-,-,-,2,4,1,1,2,-,-,1,1,-,1,-,-,2,-,2,-,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 12th to 14th March 2021,Mean,3.83,3.85,3.81,3.49,3.5,3.76,4.02,3.88,3.97,3.93,3.86,3.93,3.79,3.63,4.05,3.43,3.82,3.59,4.11,3.89,3.97,4.07,3.83,3.82,3.46,3.88,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 12th to 14th March 2021,Standard deviation Standard error,0.7,0.72,0.66,0.71,0.68,0.78,0.65,0.69,0.56,0.65,0.7,0.63,0.75,0.75,0.55,0.57,0.8,0.76,0.8,0.6,0.49,0.52,0.73,0.67,0.67,0.75,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 41,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 1st to 3rd May 2020,Unweighted base,294,143,151,39,33,49,57,49,51,49,151,84,21,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 41,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 1st to 3rd May 2020,Weighted base,267,130,137,40*,32**,48*,50*,47*,41*,41*,125,79*,29**,34*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 41,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 1st to 3rd May 2020,NET: Trust,187,86,101,30,24,30,40,30,27,30,89,54,23,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 41,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 1st to 3rd May 2020,5 - Trust completely,40,12,28,12,8,2,8,5,7,7,17,10,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 41,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 1st to 3rd May 2020,4,147,74,73,19,16,28,32,24,20,24,71,44,17,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 41,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 1st to 3rd May 2020,3,60,30,31,9,8,11,8,14,9,8,31,18,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 41,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 1st to 3rd May 2020,2,17,11,5,1,1,6,2,2,5,2,6,5,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 41,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 1st to 3rd May 2020,1 - Do not trust at all,3,3,-,-,-,1,-,1,-,1,-,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 41,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 1st to 3rd May 2020,NET: Do not trust,20,15,5,1,1,7,2,3,5,3,6,6,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 41,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 1st to 3rd May 2020,Mean,3.76,3.61,3.91,4.04,3.97,3.51,3.9,3.66,3.69,3.81,3.8,3.72,3.85,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 41,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 1st to 3rd May 2020,Standard deviation Standard error,0.83,0.87,0.76,0.77,0.77,0.85,0.7,0.84,0.89,0.84,0.73,0.84,0.92,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 6th to 8th November 2020,Unweighted base,268,147,121,23,22,48,57,47,45,48,116,89,28,35,28,13,36,12,20,17,9,19,47,43,17,7,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 6th to 8th November 2020,Weighted base,257,143,115,24**,23**,48*,54*,45*,43*,44*,102,92*,27**,36*,26**,14**,39*,11**,20**,18**,6**,17**,42*,41*,16**,7**,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 6th to 8th November 2020,NET: Trust,175,98,77,13,12,34,40,27,27,35,74,64,18,19,22,6,23,10,11,13,5,7,33,26,13,6,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 6th to 8th November 2020,5 - Trust completely,38,25,13,3,3,11,7,5,5,6,21,9,4,4,6,-,5,2,-,6,1,4,8,2,2,2,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 6th to 8th November 2020,4,137,74,64,9,8,23,33,22,23,28,53,56,14,14,16,6,19,8,11,7,4,3,26,23,11,4,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 6th to 8th November 2020,3,68,33,35,10,10,10,11,16,13,9,22,23,7,16,3,6,13,2,6,5,1,8,8,13,2,2,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 6th to 8th November 2020,2,10,7,3,1,1,4,*,2,3,1,5,2,2,1,-,1,2,-,3,1,-,1,1,1,1,-,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 6th to 8th November 2020,1 - Do not trust at all,4,4,-,1,1,-,3,-,-,-,-,3,-,1,-,-,1,-,-,-,-,1,-,1,-,-,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 6th to 8th November 2020,NET: Do not trust,14,11,3,2,2,4,3,2,3,1,5,5,2,2,-,1,3,-,3,1,-,2,1,2,1,-,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 6th to 8th November 2020,Mean,3.76,3.76,3.76,3.55,3.52,3.87,3.76,3.67,3.69,3.91,3.89,3.71,3.74,3.54,4.13,3.35,3.61,4.07,3.4,3.96,4.01,3.45,3.95,3.59,3.92,4.03,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 6th to 8th November 2020,Standard deviation Standard error,0.81,0.89,0.69,0.94,0.96,0.88,0.89,0.74,0.75,0.64,0.8,0.79,0.8,0.86,0.6,0.68,0.87,0.6,0.75,0.89,0.66,1.17,0.68,0.77,0.72,0.72,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 45,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 12th to 15th June 2020,Unweighted base,257,127,130,49,46,45,46,40,31,46,105,75,34,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 45,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 12th to 15th June 2020,Weighted base,241,119,121,47*,44*,45*,48*,40*,22**,38*,91*,73*,38**,38*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 45,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 12th to 15th June 2020,NET: Trust,176,89,86,35,34,34,35,28,17,28,70,58,24,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 45,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 12th to 15th June 2020,5 - Trust completely,39,18,20,8,8,6,7,5,6,7,16,13,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 45,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 12th to 15th June 2020,4,137,71,66,27,26,27,28,23,11,21,54,46,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 45,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 12th to 15th June 2020,3,58,25,34,10,8,10,12,11,4,11,21,14,11,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 45,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 12th to 15th June 2020,2,5,4,1,2,2,1,1,1,1,-,-,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 45,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 12th to 15th June 2020,1 - Do not trust at all,1,1,1,1,1,1,-,-,-,-,1,-,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 45,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 12th to 15th June 2020,NET: Do not trust,7,5,2,2,2,1,1,1,1,-,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 45,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 12th to 15th June 2020,Mean,3.86,3.86,3.86,3.87,3.91,3.84,3.84,3.8,3.97,3.89,3.93,3.95,3.67,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 45,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 12th to 15th June 2020,Standard deviation Standard error,0.72,0.74,0.71,0.79,0.79,0.73,0.7,0.66,0.84,0.67,0.67,0.65,0.89,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 4th to 6th June 2021,Unweighted base,222,125,97,15,12,32,38,38,46,53,92,80,15,35,29,3,30,11,22,14,11,26,33,20,19,4,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 4th to 6th June 2021,Weighted base,213,125,88*,17**,13**,29**,34*,40*,41*,51*,82*,77*,16**,38**,25**,3**,32**,10**,21**,16**,9**,28**,29**,21**,16**,3**,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 4th to 6th June 2021,NET: Trust,155,86,69,12,8,22,24,33,26,38,62,55,10,27,18,3,21,7,16,7,7,21,26,15,11,3,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 4th to 6th June 2021,5 - Trust completely,35,16,19,2,2,6,9,6,6,6,13,11,4,7,2,1,4,3,2,3,2,6,7,3,2,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 4th to 6th June 2021,4,119,70,49,10,6,16,16,27,20,31,49,44,6,20,16,2,18,4,14,4,4,15,20,12,9,2,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 4th to 6th June 2021,3,43,26,17,6,4,7,3,7,11,10,17,13,5,8,6,-,8,3,3,6,3,4,2,4,3,-,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 4th to 6th June 2021,2,7,5,2,-,-,1,1,-,2,3,1,4,-,2,2,-,-,-,1,-,-,3,-,-,1,-,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 4th to 6th June 2021,1 - Do not trust at all,8,8,-,-,-,-,5,-,3,-,2,4,1,1,-,-,2,-,-,2,-,-,1,2,*,-,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 4th to 6th June 2021,NET: Do not trust,15,13,2,-,-,1,6,-,5,3,3,9,1,3,2,-,2,-,1,2,-,3,1,2,2,-,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 4th to 6th June 2021,Mean,3.79,3.65,3.98,3.79,3.83,3.91,3.63,3.99,3.59,3.82,3.86,3.7,3.81,3.79,3.74,4.25,3.64,4.01,3.84,3.37,3.93,3.83,4.08,3.65,3.65,4.22,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 4th to 6th June 2021,Standard deviation Standard error,0.89,0.98,0.72,0.65,0.71,0.77,1.34,0.57,1.03,0.73,0.79,0.98,0.99,0.91,0.72,0.53,0.97,0.81,0.67,1.29,0.78,0.91,0.74,1.07,0.91,0.51,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 4th to 6th December 2020,Unweighted base,245,154,91,31,30,36,45,46,37,50,92,78,35,40,27,3,26,17,16,12,13,19,45,39,25,3,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,126,68
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 4th to 6th December 2020,Weighted base,232,141,92*,29**,28**,35**,43*,44**,33**,49*,84*,67*,46**,35*,21**,3**,30**,16**,12**,11**,11**,17**,39*,37*,31**,5**,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12**,119,63*
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 4th to 6th December 2020,NET: Trust,161,99,62,21,21,24,31,29,20,37,63,49,33,15,13,3,21,11,8,9,5,10,31,26,22,2,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,83,44
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 4th to 6th December 2020,5 - Trust completely,43,27,16,5,5,3,12,7,5,12,18,11,11,4,2,1,5,2,2,4,2,4,12,7,3,-,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,25,11
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 4th to 6th December 2020,4,118,72,46,16,16,21,19,22,15,24,46,39,21,12,11,2,16,9,7,6,3,6,18,20,19,2,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,58,33
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 4th to 6th December 2020,3,61,38,23,7,6,8,11,15,8,12,16,17,10,18,8,-,7,5,4,2,5,5,5,9,9,3,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28,17
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 4th to 6th December 2020,2,8,1,6,1,1,2,1,*,4,-,5,1,1,2,-,-,2,-,*,-,1,1,3,1,-,-,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,6,1
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 4th to 6th December 2020,1 - Do not trust at all,3,3,-,-,-,2,-,-,-,1,-,-,3,-,-,-,-,-,-,-,-,2,-,1,-,-,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,3,-
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 4th to 6th December 2020,NET: Do not trust,10,4,6,1,1,4,1,*,4,1,5,1,3,2,-,-,2,-,*,-,1,3,3,2,-,-,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,9,1
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 4th to 6th December 2020,Mean,3.82,3.84,3.79,3.88,3.92,3.59,3.97,3.8,3.64,3.95,3.9,3.89,3.83,3.49,3.75,4.3,3.81,3.84,3.8,4.16,3.6,3.5,4.03,3.81,3.79,3.45,3.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.17,3.81,3.87
Table 53,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 4th to 6th December 2020,Standard deviation Standard error,0.81,0.81,0.82,0.73,0.72,0.91,0.78,0.71,0.89,0.82,0.8,0.66,1.02,0.75,0.67,0.58,0.79,0.65,0.75,0.71,0.9,1.24,0.88,0.85,0.6,0.56,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,0.9,0.72
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 19th to 21st June 2020,Unweighted base,277,165,112,42,40,49,56,30,43,57,121,80,32,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 50,Q5. Trust in the sources for information/news about Coronavirus used in last week: “Broadsheets” such as The Times or Guardian ( online ),ONLINE Fieldwork: 19th to 21st June 2020,Weighted base,267,152,115,40*,38*,51*,50*,31**,41*,54*,115,72*,40**,41*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
