table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),18-24 (d),25-34 (e),35-44 (f),45-54 (g),55-64 (h),65+ (i),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 100,Which of the following ITV regions do you live in?,ONLINE Fieldwork: 17th to 19th April 2020,Wales,97,51,46,6,5,21,19,18,17,16,19,24,24,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 100,Which of the following ITV regions do you live in?,ONLINE Fieldwork: 17th to 19th April 2020,West,69,40,29,9,8,19,13,5,12,12,20,19,18,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 100,Which of the following ITV regions do you live in?,ONLINE Fieldwork: 17th to 19th April 2020,Westcountry,109,59,51,11,11,10,19,23,14,32,27,36,29,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 100,Which of the following ITV regions do you live in?,ONLINE Fieldwork: 17th to 19th April 2020,Yorkshire,209,104,106,33,31,32,36,36,20,52,53,59,43,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 100,Which of the following ITV regions do you live in?,ONLINE Fieldwork: 17th to 19th April 2020,Weighted base,2136,1045,1091,295,268,357,331,367,308,479,581,602,434,519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 100,Which of the following ITV regions do you live in?,ONLINE Fieldwork: 17th to 19th April 2020,UTV,65,26,39,1,1,9,9,16,15,16,25,16,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 108,Which of the following ITV regions do you live in?,ONLINE Fieldwork: 15th to 17th May 2020,Unweighted base,2105,1038,1067,258,227,355,349,371,307,465,608,570,407,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 108,Which of the following ITV regions do you live in?,ONLINE Fieldwork: 15th to 17th May 2020,Weighted base,2105,1029,1076,290,248,351,326,362,303,472,573,594,427,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 108,Which of the following ITV regions do you live in?,ONLINE Fieldwork: 15th to 17th May 2020,Anglia,197,87,110,19,16,28,33,32,26,59,39,56,45,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 108,Which of the following ITV regions do you live in?,ONLINE Fieldwork: 15th to 17th May 2020,Border,23,10,13,1,1,6,2,6,2,6,6,5,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
