table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 66,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Scotland Government website/email/text/post,ONLINE Fieldwork: 15th to 17th January 2021,Standard deviation Standard error,0.6,0.64,0.58,1.06,1.12,0.45,0.64,0.52,0.54,0.52,0.52,0.68,0.48,0.66,0.6,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 66,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Scotland Government website/email/text/post,ONLINE Fieldwork: 12th to 14th February 2021,Unweighted base,52,23,29,1,1,5,11,10,11,14,11,17,6,18,52,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 66,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Scotland Government website/email/text/post,ONLINE Fieldwork: 12th to 14th February 2021,Weighted base,50*,22**,29**,2**,2**,7**,12**,7**,10**,12**,11**,13**,8**,19**,50*,-**,-**,-**,-**,-**,-**,-**,-**,-**,-**,-**,-**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 66,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Scotland Government website/email/text/post,ONLINE Fieldwork: 12th to 14th February 2021,NET: Trust,46,19,27,2,2,5,12,7,10,11,10,13,5,18,46,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 66,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Scotland Government website/email/text/post,ONLINE Fieldwork: 12th to 14th February 2021,5 - Trust completely,26,7,20,2,2,3,5,4,7,5,7,5,3,12,26,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 66,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Scotland Government website/email/text/post,ONLINE Fieldwork: 12th to 14th February 2021,4,20,13,7,-,-,1,7,3,3,5,3,9,2,6,20,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 66,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Scotland Government website/email/text/post,ONLINE Fieldwork: 12th to 14th February 2021,3,4,2,2,-,-,3,-,*,-,1,1,-,3,*,4,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 66,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Scotland Government website/email/text/post,ONLINE Fieldwork: 12th to 14th February 2021,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 66,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Scotland Government website/email/text/post,ONLINE Fieldwork: 12th to 14th February 2021,1 - Do not trust at all,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 66,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Scotland Government website/email/text/post,ONLINE Fieldwork: 12th to 14th February 2021,NET: Do not trust,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 66,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Scotland Government website/email/text/post,ONLINE Fieldwork: 12th to 14th February 2021,Mean,4.44,4.2,4.63,5,5,4.1,4.44,4.48,4.66,4.36,4.54,4.35,4.06,4.62,4.44,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 66,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Scotland Government website/email/text/post,ONLINE Fieldwork: 12th to 14th February 2021,Standard deviation Standard error,0.65,0.63,0.6,*,*,0.98,0.52,0.65,0.5,0.67,0.69,0.5,0.93,0.54,0.65,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 64,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Scotland Government website/email/text/post,ONLINE Fieldwork: 7th to 9th August 2020,Unweighted base,38,17,21,3,3,6,8,5,4,12,14,9,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 64,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Scotland Government website/email/text/post,ONLINE Fieldwork: 7th to 9th August 2020,Weighted base,35*,16**,18**,4**,4**,6**,7**,4**,4**,10**,12**,11**,5**,7**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 64,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Scotland Government website/email/text/post,ONLINE Fieldwork: 7th to 9th August 2020,NET: Trust,30,13,17,4,4,6,6,3,3,8,12,9,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 64,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Scotland Government website/email/text/post,ONLINE Fieldwork: 7th to 9th August 2020,5 - Trust completely,19,6,12,2,2,3,2,3,2,7,10,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 64,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Scotland Government website/email/text/post,ONLINE Fieldwork: 7th to 9th August 2020,4,12,7,5,1,1,3,5,-,2,1,2,5,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 64,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Scotland Government website/email/text/post,ONLINE Fieldwork: 7th to 9th August 2020,3,4,3,1,-,-,-,1,1,-,2,-,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 64,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Scotland Government website/email/text/post,ONLINE Fieldwork: 7th to 9th August 2020,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 64,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Scotland Government website/email/text/post,ONLINE Fieldwork: 7th to 9th August 2020,1 - Do not trust at all,1,1,-,-,-,-,-,-,1,-,-,-,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 64,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Scotland Government website/email/text/post,ONLINE Fieldwork: 7th to 9th August 2020,NET: Do not trust,1,1,-,-,-,-,-,-,1,-,-,-,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 64,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Scotland Government website/email/text/post,ONLINE Fieldwork: 7th to 9th August 2020,Mean,4.35,4.05,4.63,4.63,4.63,4.46,4.13,4.6,3.71,4.5,4.82,4.18,3.82,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 64,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Scotland Government website/email/text/post,ONLINE Fieldwork: 7th to 9th August 2020,Standard deviation Standard error,0.88,1.05,0.59,0.56,0.56,0.55,0.62,0.91,1.77,0.86,0.4,0.75,1.59,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Scotland Government website/email/text/post,ONLINE Fieldwork: 9th to 11th October 2020,Unweighted base,63,28,35,5,5,2,11,16,13,16,23,16,10,14,63,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Scotland Government website/email/text/post,ONLINE Fieldwork: 9th to 11th October 2020,Weighted base,54*,24**,29*,3**,3**,1**,11**,13**,11**,14**,18**,14**,9**,12**,54*,-**,-**,-**,-**,-**,-**,-**,-**,-**,-**,-**,-**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Scotland Government website/email/text/post,ONLINE Fieldwork: 9th to 11th October 2020,NET: Trust,46,19,27,3,3,1,9,11,9,12,15,14,9,8,46,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Scotland Government website/email/text/post,ONLINE Fieldwork: 9th to 11th October 2020,5 - Trust completely,29,11,18,2,2,1,5,6,7,7,9,10,6,5,29,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Scotland Government website/email/text/post,ONLINE Fieldwork: 9th to 11th October 2020,4,17,8,8,1,1,-,4,5,2,5,6,4,3,3,17,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Scotland Government website/email/text/post,ONLINE Fieldwork: 9th to 11th October 2020,3,6,3,3,-,-,-,2,2,2,-,2,1,-,4,6,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Scotland Government website/email/text/post,ONLINE Fieldwork: 9th to 11th October 2020,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Scotland Government website/email/text/post,ONLINE Fieldwork: 9th to 11th October 2020,1 - Do not trust at all,2,2,-,-,-,-,-,-,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Scotland Government website/email/text/post,ONLINE Fieldwork: 9th to 11th October 2020,NET: Do not trust,2,2,-,-,-,-,-,-,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Scotland Government website/email/text/post,ONLINE Fieldwork: 9th to 11th October 2020,Mean,4.32,4.06,4.53,4.68,4.68,5,4.27,4.31,4.47,4.11,4.07,4.64,4.62,4.08,4.32,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Scotland Government website/email/text/post,ONLINE Fieldwork: 9th to 11th October 2020,Standard deviation Standard error,0.94,1.16,0.67,0.57,0.57,-,0.79,0.77,0.81,1.35,1.25,0.6,0.51,0.89,0.94,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
