table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think that untrue stories or items about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,Unweighted base,2100,1015,1085,267,236,294,323,383,336,497,613,633,319,535,176,86,203,160,183,166,113,193,307,302,145,66,1745,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think that untrue stories or items about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,Weighted base,2100,1027,1073,290,248,351,325,361,302,471,571,592,426,510,175,84*,232,171,183,151,100*,198,277,287,179,63*,1762,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think that untrue stories or items about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,NET: Agree,1726,814,912,231,197,274,253,289,265,413,463,494,362,407,147,73,187,125,154,129,86,160,220,240,150,53,1439,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think that untrue stories or items about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,Strongly agree      (+2),1352,613,739,162,140,200,174,224,226,365,350,380,291,331,121,58,141,99,122,104,65,125,163,188,119,46,1119,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think that untrue stories or items about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,Slightly agree      (+1),374,201,173,69,57,74,79,65,39,47,114,113,71,76,26,14,47,25,32,25,21,35,58,53,31,7,320,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think that untrue stories or items about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,Neither agree nor    (0) disagree,210,125,85,36,33,47,47,37,21,23,56,60,37,58,15,4,29,26,15,15,9,21,38,24,10,5,181,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think that untrue stories or items about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,Slightly disagree   (-1),77,44,33,9,7,13,18,15,7,16,24,19,13,21,4,4,8,10,5,3,2,10,8,13,7,3,67,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think that untrue stories or items about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,Strongly disagree   (-2),87,43,43,13,11,17,9,20,9,19,29,19,14,24,8,3,9,10,9,4,2,8,11,10,11,1,74,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think that untrue stories or items about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,NET: Disagree,164,88,76,22,18,30,26,35,16,35,52,39,28,45,13,7,16,20,14,7,5,17,19,23,19,5,142,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think that untrue stories or items about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,Mean,1.35,1.26,1.43,1.24,1.25,1.22,1.2,1.27,1.54,1.54,1.28,1.38,1.43,1.31,1.41,1.45,1.31,1.13,1.38,1.47,1.45,1.31,1.27,1.38,1.34,1.49,1.33,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think that untrue stories or items about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,Standard deviation Standard error,1.07,1.1,1.03,1.08,1.07,1.12,1.04,1.15,0.94,1.02,1.12,1.01,1.01,1.12,1.07,1.03,1.05,1.22,1.08,0.95,0.92,1.09,1.06,1.04,1.16,1,1.08,,,
Table 21,Q4b3. To what extent do you agree or disagree with the following statements? I think that untrue stories or items about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,Unweighted base,2120,1031,1089,252,219,339,351,389,311,478,605,573,429,513,,,,,,,,,,,,,,,,
Table 21,Q4b3. To what extent do you agree or disagree with the following statements? I think that untrue stories or items about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,Weighted base,2120,1037,1083,292,251,354,328,365,305,475,577,598,430,515,,,,,,,,,,,,,,,,
Table 21,Q4b3. To what extent do you agree or disagree with the following statements? I think that untrue stories or items about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,NET: Agree,1729,829,900,221,188,271,252,298,248,438,468,502,344,415,,,,,,,,,,,,,,,,
Table 21,Q4b3. To what extent do you agree or disagree with the following statements? I think that untrue stories or items about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,Strongly agree      (+2),1362,631,731,150,124,197,190,226,210,388,365,387,269,341,,,,,,,,,,,,,,,,
Table 21,Q4b3. To what extent do you agree or disagree with the following statements? I think that untrue stories or items about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,Slightly agree      (+1),366,197,169,71,64,74,62,72,38,50,103,115,75,74,,,,,,,,,,,,,,,,
Table 21,Q4b3. To what extent do you agree or disagree with the following statements? I think that untrue stories or items about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,Neither agree nor    (0) disagree,245,122,123,43,35,64,55,40,27,18,69,63,57,56,,,,,,,,,,,,,,,,
Table 21,Q4b3. To what extent do you agree or disagree with the following statements? I think that untrue stories or items about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,Slightly disagree   (-1),63,43,20,19,19,7,8,10,14,5,16,14,10,22,,,,,,,,,,,,,,,,
Table 21,Q4b3. To what extent do you agree or disagree with the following statements? I think that untrue stories or items about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,Strongly disagree   (-2),83,42,41,10,9,11,13,16,17,15,23,19,19,22,,,,,,,,,,,,,,,,
Table 21,Q4b3. To what extent do you agree or disagree with the following statements? I think that untrue stories or items about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,NET: Disagree,146,86,60,29,27,19,21,27,31,20,39,33,29,44,,,,,,,,,,,,,,,,
Table 21,Q4b3. To what extent do you agree or disagree with the following statements? I think that untrue stories or items about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,Mean,1.35,1.29,1.41,1.13,1.1,1.24,1.25,1.32,1.34,1.67,1.34,1.4,1.31,1.34,,,,,,,,,,,,,,,,
Table 21,Q4b3. To what extent do you agree or disagree with the following statements? I think that untrue stories or items about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,Standard deviation Standard error,1.05,1.09,1.02,1.1,1.11,1.03,1.07,1.07,1.16,0.86,1.05,0.99,1.07,1.1,,,,,,,,,,,,,,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think that untrue stories or items about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,Unweighted base,2189,1062,1127,268,237,337,362,371,330,521,627,625,385,552,196,87,242,172,200,169,101,199,293,277,187,66,1826,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think that untrue stories or items about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,Weighted base,2189,1070,1119,302,261,365,339,376,315,491,595,617,444,532,183,87*,242,178,191,157,104*,206,289,299,187,66*,1837,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think that untrue stories or items about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,NET: Agree,1771,846,925,226,194,283,261,289,261,450,493,502,357,419,143,74,188,142,150,126,86,166,223,258,159,56,1485,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think that untrue stories or items about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,Strongly agree      (+2),1389,674,715,162,136,193,185,226,223,400,387,396,278,328,111,62,147,116,124,106,64,125,171,199,116,48,1166,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think that untrue stories or items about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,Slightly agree      (+1),382,172,210,64,58,90,76,63,38,51,106,106,79,91,32,12,42,26,26,19,22,40,52,59,43,9,319,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think that untrue stories or items about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,Neither agree nor    (0) disagree,269,136,134,48,44,61,54,52,35,20,60,71,62,76,30,9,32,26,27,20,12,21,51,19,17,6,221,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think that untrue stories or items about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,Slightly disagree   (-1),74,42,32,10,7,15,13,19,9,6,18,23,13,20,6,3,11,5,8,4,4,6,10,10,5,2,62,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think that untrue stories or items about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,Strongly disagree   (-2),75,47,28,18,16,6,11,16,9,15,25,22,12,17,4,2,11,5,7,8,3,13,4,13,6,*,68,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think that untrue stories or items about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,NET: Disagree,149,89,60,28,23,22,24,35,19,21,43,45,25,36,10,5,22,10,14,12,6,19,14,23,11,3,130,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think that untrue stories or items about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,Mean,1.34,1.29,1.39,1.13,1.12,1.22,1.21,1.24,1.45,1.66,1.36,1.35,1.35,1.31,1.32,1.48,1.25,1.37,1.33,1.35,1.36,1.26,1.3,1.41,1.38,1.54,1.34,,,
Table 22,Q4b3. To what extent do you agree or disagree with the following statements? I think that untrue stories or items about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,Standard deviation Standard error,1.04,1.11,0.97,1.17,1.15,0.99,1.05,1.13,1,0.86,1.05,1.05,1,1.05,1,0.95,1.12,1.01,1.08,1.11,0.98,1.16,0.97,1.04,0.99,0.87,1.05,,,
