table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A)
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 29th to 31st May 2020,Search engine (e.g. Google),10,4,6,1,1,2,1,3,-,3,4,2,3,2,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 29th to 31st May 2020,WhatsApp group(s),9,1,7,-,-,3,1,1,-,4,1,1,2,5,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 29th to 31st May 2020,Instagram,7,4,3,4,4,2,1,-,-,-,4,1,1,1,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 29th to 31st May 2020,BBC - TV,7,5,2,1,1,1,-,1,2,2,3,1,3,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 29th to 31st May 2020,Weighted base,185,108*,77*,25**,25**,40**,32**,35**,24**,29**,59*,45*,37*,43**,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 29th to 31st May 2020,BBC - Online/ app,7,7,-,2,2,2,1,-,1,-,-,3,4,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 29th to 31st May 2020,ITV,6,3,3,1,1,1,2,1,-,2,3,1,-,2,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 29th to 31st May 2020,“Broadsheets” such as The Times or Guardian ( online ),4,4,-,2,2,-,1,-,-,2,2,1,2,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 29th to 31st May 2020,“Mid-market tabloids” such as MailOnline or Express ( online ),4,2,2,-,-,*,-,-,-,4,3,1,-,*,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 29th to 31st May 2020,“Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),4,2,2,-,-,-,-,2,-,2,2,-,2,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 29th to 31st May 2020,BBC - Radio,4,2,2,-,-,2,1,-,-,2,4,-,-,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 29th to 31st May 2020,Official scientists,3,2,2,2,2,-,2,-,-,-,-,-,2,2,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 29th to 31st May 2020,Channel 4,3,-,3,-,-,1,2,-,-,-,1,-,-,2,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 29th to 31st May 2020,Sky,3,2,1,2,2,-,-,-,1,-,1,-,2,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 29th to 31st May 2020,“Red-top tabloids” such as The Sun or Daily Mirror ( printed ),2,1,2,-,-,-,1,2,-,-,-,-,2,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 29th to 31st May 2020,WhatsApp,2,1,1,-,-,1,1,-,-,-,2,-,-,*,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 29th to 31st May 2020,Snapchat,2,1,1,1,1,-,1,-,-,-,1,1,-,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 29th to 31st May 2020,Weighted base,185,108*,77*,25**,25**,40**,32**,35**,24**,29**,59*,45*,37*,43**,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 29th to 31st May 2020,Facebook messenger,2,1,1,-,-,1,1,-,-,-,2,-,-,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 29th to 31st May 2020,Direct from World Health Organisation (WHO) website/ email/ text/ post,2,-,2,-,-,-,2,-,-,-,-,-,-,2,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 29th to 31st May 2020,Direct from Local council website/ email/ text/ post,2,-,2,-,-,-,2,-,-,-,-,-,-,2,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 29th to 31st May 2020,Direct from NHS website/ email/ text/ post,2,-,2,-,-,-,2,-,-,-,-,-,-,2,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 29th to 31st May 2020,Direct from UK Government website/ email/ text/ post,2,-,2,-,-,-,2,-,-,-,-,-,-,2,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 29th to 31st May 2020,"Smart speaker (e.g. Amazon Echo, Google Home)",2,-,2,-,-,2,-,-,-,-,2,-,-,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 29th to 31st May 2020,"Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox etc",2,2,-,-,-,1,-,-,1,-,-,-,1,1,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 29th to 31st May 2020,Advertising,1,1,1,1,1,-,1,-,-,-,-,-,-,1,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 29th to 31st May 2020,Celebrity and/or social media influencer,1,-,1,1,1,*,-,-,-,-,-,-,-,1,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 29th to 31st May 2020,Channel 5,1,-,1,-,-,1,-,-,-,-,1,-,-,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 29th to 31st May 2020,“Red-top tabloids” such as The Sun or Mirror ( online ),1,-,1,-,-,1,-,-,-,-,-,-,-,1,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 29th to 31st May 2020,Weighted base,185,108*,77*,25**,25**,40**,32**,35**,24**,29**,59*,45*,37*,43**,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 29th to 31st May 2020,Other,7,3,4,1,1,1,1,-,1,3,3,2,1,2,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 29th to 31st May 2020,NET: Broadcasters,20,13,7,5,5,5,3,2,3,2,5,4,8,2,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 29th to 31st May 2020,NET: Non-BBC broadcasters,9,5,4,3,3,1,2,1,1,2,3,1,2,2,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 29th to 31st May 2020,NET: BBC services,14,10,4,2,2,5,1,1,2,2,5,3,6,-,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 29th to 31st May 2020,NET: Newspapers (printed and online),14,10,4,2,2,1,2,2,-,8,6,2,5,1,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 29th to 31st May 2020,NET: Officials,3,2,2,2,2,-,2,-,-,-,-,-,2,2,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 29th to 31st May 2020,NET: Social Media,122,70,52,20,20,26,21,29,11,14,38,33,19,33,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 29th to 31st May 2020,NET: Facebook (Facebook and Facebook Messenger),80,42,38,13,13,18,13,21,6,8,27,18,15,21,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 29th to 31st May 2020,NET: WhatsApp (WhatsApp and WhatsApp groups),11,3,8,-,-,4,2,1,-,4,3,1,2,5,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 29th to 31st May 2020,NET: Closed groups,10,2,8,-,-,4,2,1,-,4,3,1,2,5,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 29th to 31st May 2020,NET: Other online news sources,23,15,7,3,3,4,4,4,7,2,4,4,12,3,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 29th to 31st May 2020,NET: Family/friends/ local ppl,22,14,8,-,-,6,7,3,2,3,9,4,3,5,,,,,,,,,,,,,
Table 90,Q10c. Source of theory linking Coronavirus to 5G technology reported as true,ONLINE Fieldwork: 29th to 31st May 2020,NET: Traditional media,30,18,11,5,5,6,4,4,3,8,10,5,11,4,,,,,,,,,,,,,
