geography,geography_code,year,month,epiweek,date,metric_value
South East,E12000008,2021,2,6,2021-02-11,99.0
South East,E12000008,2021,2,6,2021-02-12,72.0
South East,E12000008,2021,2,6,2021-02-13,78.0
South East,E12000008,2021,2,6,2021-02-14,83.0
South East,E12000008,2021,2,7,2021-02-15,91.0
South East,E12000008,2021,2,7,2021-02-16,78.0
South East,E12000008,2021,2,7,2021-02-17,68.0
South East,E12000008,2021,2,7,2021-02-18,76.0
South East,E12000008,2021,2,7,2021-02-19,59.0
South East,E12000008,2021,2,7,2021-02-20,73.0
South East,E12000008,2021,2,7,2021-02-21,51.0
South East,E12000008,2021,2,8,2021-02-22,60.0
South East,E12000008,2021,2,8,2021-02-23,56.0
South East,E12000008,2021,2,8,2021-02-24,47.0
South East,E12000008,2021,2,8,2021-02-25,53.0
South East,E12000008,2021,2,8,2021-02-26,39.0
South East,E12000008,2021,2,8,2021-02-27,43.0
South East,E12000008,2021,2,8,2021-02-28,29.0
South East,E12000008,2021,3,9,2021-03-01,43.0
South East,E12000008,2021,3,9,2021-03-02,38.0
South East,E12000008,2021,3,9,2021-03-03,25.0
South East,E12000008,2021,3,9,2021-03-04,45.0
South East,E12000008,2021,3,9,2021-03-05,38.0
South East,E12000008,2021,3,9,2021-03-06,23.0
South East,E12000008,2021,3,9,2021-03-07,27.0
South East,E12000008,2021,3,10,2021-03-08,21.0
South East,E12000008,2021,3,10,2021-03-09,29.0
South East,E12000008,2021,3,10,2021-03-10,17.0
South East,E12000008,2021,3,10,2021-03-11,26.0
South East,E12000008,2021,3,10,2021-03-12,18.0
South East,E12000008,2021,3,10,2021-03-13,20.0
South East,E12000008,2021,3,10,2021-03-14,22.0
South East,E12000008,2021,3,11,2021-03-15,23.0
South East,E12000008,2021,3,11,2021-03-16,20.0
South East,E12000008,2021,3,11,2021-03-17,13.0
South East,E12000008,2021,3,11,2021-03-18,13.0
South East,E12000008,2021,3,11,2021-03-19,17.0
South East,E12000008,2021,3,11,2021-03-20,12.0
South East,E12000008,2021,3,11,2021-03-21,11.0
South East,E12000008,2021,3,12,2021-03-22,15.0
South East,E12000008,2021,3,12,2021-03-23,9.0
South East,E12000008,2021,3,12,2021-03-24,8.0
South East,E12000008,2021,3,12,2021-03-25,9.0
South East,E12000008,2021,3,12,2021-03-26,10.0
South East,E12000008,2021,3,12,2021-03-27,7.0
South East,E12000008,2021,3,12,2021-03-28,4.0
South East,E12000008,2021,3,13,2021-03-29,11.0
South East,E12000008,2021,3,13,2021-03-30,8.0
South East,E12000008,2021,3,13,2021-03-31,10.0
South East,E12000008,2021,4,13,2021-04-01,9.0
South East,E12000008,2021,4,13,2021-04-02,8.0
South East,E12000008,2021,4,13,2021-04-03,5.0
South East,E12000008,2021,4,13,2021-04-04,6.0
South East,E12000008,2021,4,14,2021-04-05,5.0
South East,E12000008,2021,4,14,2021-04-06,7.0
South East,E12000008,2021,4,14,2021-04-07,6.0
South East,E12000008,2021,4,14,2021-04-08,8.0
South East,E12000008,2021,4,14,2021-04-09,0.0
South East,E12000008,2021,4,14,2021-04-10,2.0
South East,E12000008,2021,4,14,2021-04-11,4.0
South East,E12000008,2021,4,15,2021-04-12,5.0
South East,E12000008,2021,4,15,2021-04-13,6.0
South East,E12000008,2021,4,15,2021-04-14,4.0
South East,E12000008,2021,4,15,2021-04-15,3.0
South East,E12000008,2021,4,15,2021-04-16,2.0
South East,E12000008,2021,4,15,2021-04-17,2.0
South East,E12000008,2021,4,15,2021-04-18,4.0
South East,E12000008,2021,4,16,2021-04-19,4.0
South East,E12000008,2021,4,16,2021-04-20,6.0
South East,E12000008,2021,4,16,2021-04-21,4.0
South East,E12000008,2021,4,16,2021-04-22,4.0
South East,E12000008,2021,4,16,2021-04-23,1.0
South East,E12000008,2021,4,16,2021-04-24,6.0
South East,E12000008,2021,4,16,2021-04-25,3.0
South East,E12000008,2021,4,17,2021-04-26,1.0
South East,E12000008,2021,4,17,2021-04-27,2.0
South East,E12000008,2021,4,17,2021-04-28,1.0
South East,E12000008,2021,4,17,2021-04-29,3.0
South East,E12000008,2021,4,17,2021-04-30,4.0
South East,E12000008,2021,5,17,2021-05-01,1.0
South East,E12000008,2021,5,17,2021-05-02,3.0
South East,E12000008,2021,5,18,2021-05-03,2.0
South East,E12000008,2021,5,18,2021-05-04,3.0
South East,E12000008,2021,5,18,2021-05-05,1.0
South East,E12000008,2021,5,18,2021-05-06,2.0
South East,E12000008,2021,5,18,2021-05-07,2.0
South East,E12000008,2021,5,18,2021-05-08,3.0
South East,E12000008,2021,5,18,2021-05-09,1.0
South East,E12000008,2021,5,19,2021-05-10,0.0
South East,E12000008,2021,5,19,2021-05-11,4.0
South East,E12000008,2021,5,19,2021-05-12,1.0
South East,E12000008,2021,5,19,2021-05-13,0.0
South East,E12000008,2021,5,19,2021-05-14,5.0
South East,E12000008,2021,5,19,2021-05-15,1.0
South East,E12000008,2021,5,19,2021-05-16,1.0
South East,E12000008,2021,5,20,2021-05-17,2.0
South East,E12000008,2021,5,20,2021-05-18,2.0
South East,E12000008,2021,5,20,2021-05-19,1.0
South East,E12000008,2021,5,20,2021-05-20,1.0
South East,E12000008,2021,5,20,2021-05-21,1.0
South East,E12000008,2021,5,20,2021-05-22,0.0
South East,E12000008,2021,5,20,2021-05-23,2.0
South East,E12000008,2021,5,21,2021-05-24,2.0
South East,E12000008,2021,5,21,2021-05-25,3.0
South East,E12000008,2021,5,21,2021-05-26,0.0
South East,E12000008,2021,5,21,2021-05-27,1.0
South East,E12000008,2021,5,21,2021-05-28,3.0
South East,E12000008,2021,5,21,2021-05-29,1.0
South East,E12000008,2021,5,21,2021-05-30,0.0
South East,E12000008,2021,5,22,2021-05-31,0.0
South East,E12000008,2021,6,22,2021-06-01,1.0
South East,E12000008,2021,6,22,2021-06-02,0.0
South East,E12000008,2021,6,22,2021-06-03,1.0
South East,E12000008,2021,6,22,2021-06-04,3.0
South East,E12000008,2021,6,22,2021-06-05,0.0
South East,E12000008,2021,6,22,2021-06-06,1.0
South East,E12000008,2021,6,23,2021-06-07,1.0
South East,E12000008,2021,6,23,2021-06-08,2.0
South East,E12000008,2021,6,23,2021-06-09,3.0
South East,E12000008,2021,6,23,2021-06-10,5.0
South East,E12000008,2021,6,23,2021-06-11,2.0
South East,E12000008,2021,6,23,2021-06-12,0.0
South East,E12000008,2021,6,23,2021-06-13,3.0
South East,E12000008,2021,6,24,2021-06-14,0.0
South East,E12000008,2021,6,24,2021-06-15,0.0
South East,E12000008,2021,6,24,2021-06-16,2.0
South East,E12000008,2021,6,24,2021-06-17,2.0
South East,E12000008,2021,6,24,2021-06-18,1.0
South East,E12000008,2021,6,24,2021-06-19,1.0
South East,E12000008,2021,6,24,2021-06-20,1.0
South East,E12000008,2021,6,25,2021-06-21,0.0
South East,E12000008,2021,6,25,2021-06-22,2.0
South East,E12000008,2021,6,25,2021-06-23,0.0
South East,E12000008,2021,6,25,2021-06-24,4.0
South East,E12000008,2021,6,25,2021-06-25,5.0
South East,E12000008,2021,6,25,2021-06-26,2.0
South East,E12000008,2021,6,25,2021-06-27,1.0
South East,E12000008,2021,6,26,2021-06-28,0.0
South East,E12000008,2021,6,26,2021-06-29,1.0
South East,E12000008,2021,6,26,2021-06-30,1.0
South East,E12000008,2021,7,26,2021-07-01,2.0
South East,E12000008,2021,7,26,2021-07-02,1.0
South East,E12000008,2021,7,26,2021-07-03,2.0
South East,E12000008,2021,7,26,2021-07-04,1.0
South East,E12000008,2021,7,27,2021-07-05,3.0
South East,E12000008,2021,7,27,2021-07-06,2.0
South East,E12000008,2021,7,27,2021-07-07,3.0
South East,E12000008,2021,7,27,2021-07-08,4.0
South East,E12000008,2021,7,27,2021-07-09,4.0
South East,E12000008,2021,7,27,2021-07-10,4.0
South East,E12000008,2021,7,27,2021-07-11,1.0
South East,E12000008,2021,7,28,2021-07-12,5.0
South East,E12000008,2021,7,28,2021-07-13,1.0
South East,E12000008,2021,7,28,2021-07-14,1.0
South East,E12000008,2021,7,28,2021-07-15,9.0
South East,E12000008,2021,7,28,2021-07-16,3.0
South East,E12000008,2021,7,28,2021-07-17,5.0
South East,E12000008,2021,7,28,2021-07-18,2.0
South East,E12000008,2021,7,29,2021-07-19,6.0
South East,E12000008,2021,7,29,2021-07-20,3.0
South East,E12000008,2021,7,29,2021-07-21,5.0
South East,E12000008,2021,7,29,2021-07-22,2.0
South East,E12000008,2021,7,29,2021-07-23,6.0
South East,E12000008,2021,7,29,2021-07-24,5.0
South East,E12000008,2021,7,29,2021-07-25,9.0
South East,E12000008,2021,7,30,2021-07-26,6.0
South East,E12000008,2021,7,30,2021-07-27,5.0
South East,E12000008,2021,7,30,2021-07-28,10.0
South East,E12000008,2021,7,30,2021-07-29,13.0
South East,E12000008,2021,7,30,2021-07-30,6.0
South East,E12000008,2021,7,30,2021-07-31,7.0
South East,E12000008,2021,8,30,2021-08-01,5.0
South East,E12000008,2021,8,31,2021-08-02,9.0
South East,E12000008,2021,8,31,2021-08-03,13.0
South East,E12000008,2021,8,31,2021-08-04,3.0
South East,E12000008,2021,8,31,2021-08-05,7.0
South East,E12000008,2021,8,31,2021-08-06,15.0
South East,E12000008,2021,8,31,2021-08-07,6.0
South East,E12000008,2021,8,31,2021-08-08,7.0
South East,E12000008,2021,8,32,2021-08-09,6.0
South East,E12000008,2021,8,32,2021-08-10,2.0
South East,E12000008,2021,8,32,2021-08-11,7.0
South East,E12000008,2021,8,32,2021-08-12,5.0
South East,E12000008,2021,8,32,2021-08-13,5.0
South East,E12000008,2021,8,32,2021-08-14,2.0
South East,E12000008,2021,8,32,2021-08-15,8.0
South East,E12000008,2021,8,33,2021-08-16,8.0
South East,E12000008,2021,8,33,2021-08-17,17.0
South East,E12000008,2021,8,33,2021-08-18,12.0
South East,E12000008,2021,8,33,2021-08-19,10.0
South East,E12000008,2021,8,33,2021-08-20,13.0
South East,E12000008,2021,8,33,2021-08-21,7.0
South East,E12000008,2021,8,33,2021-08-22,18.0
South East,E12000008,2021,8,34,2021-08-23,11.0
South East,E12000008,2021,8,34,2021-08-24,11.0
South East,E12000008,2021,8,34,2021-08-25,13.0
South East,E12000008,2021,8,34,2021-08-26,11.0
South East,E12000008,2021,8,34,2021-08-27,12.0
South East,E12000008,2021,8,34,2021-08-28,11.0
South East,E12000008,2021,8,34,2021-08-29,12.0
South East,E12000008,2021,8,35,2021-08-30,9.0
South East,E12000008,2021,8,35,2021-08-31,8.0
South East,E12000008,2021,9,35,2021-09-01,8.0
South East,E12000008,2021,9,35,2021-09-02,5.0
South East,E12000008,2021,9,35,2021-09-03,14.0
South East,E12000008,2021,9,35,2021-09-04,14.0
South East,E12000008,2021,9,35,2021-09-05,19.0
South East,E12000008,2021,9,36,2021-09-06,17.0
South East,E12000008,2021,9,36,2021-09-07,20.0
South East,E12000008,2021,9,36,2021-09-08,15.0
South East,E12000008,2021,9,36,2021-09-09,16.0
South East,E12000008,2021,9,36,2021-09-10,9.0
South East,E12000008,2021,9,36,2021-09-11,17.0
South East,E12000008,2021,9,36,2021-09-12,10.0
South East,E12000008,2021,9,37,2021-09-13,12.0
South East,E12000008,2021,9,37,2021-09-14,5.0
South East,E12000008,2021,9,37,2021-09-15,13.0
South East,E12000008,2021,9,37,2021-09-16,10.0
South East,E12000008,2021,9,37,2021-09-17,17.0
South East,E12000008,2021,9,37,2021-09-18,12.0
South East,E12000008,2021,9,37,2021-09-19,8.0
South East,E12000008,2021,9,38,2021-09-20,9.0
South East,E12000008,2021,9,38,2021-09-21,13.0
South East,E12000008,2021,9,38,2021-09-22,8.0
South East,E12000008,2021,9,38,2021-09-23,11.0
South East,E12000008,2021,9,38,2021-09-24,14.0
South East,E12000008,2021,9,38,2021-09-25,7.0
South East,E12000008,2021,9,38,2021-09-26,9.0
South East,E12000008,2021,9,39,2021-09-27,12.0
South East,E12000008,2021,9,39,2021-09-28,10.0
South East,E12000008,2021,9,39,2021-09-29,14.0
South East,E12000008,2021,9,39,2021-09-30,10.0
South East,E12000008,2021,10,39,2021-10-01,8.0
South East,E12000008,2021,10,39,2021-10-02,7.0
South East,E12000008,2021,10,39,2021-10-03,10.0
South East,E12000008,2021,10,40,2021-10-04,10.0
South East,E12000008,2021,10,40,2021-10-05,10.0
South East,E12000008,2021,10,40,2021-10-06,9.0
South East,E12000008,2021,10,40,2021-10-07,12.0
South East,E12000008,2021,10,40,2021-10-08,7.0
South East,E12000008,2021,10,40,2021-10-09,7.0
South East,E12000008,2021,10,40,2021-10-10,8.0
South East,E12000008,2021,10,41,2021-10-11,9.0
South East,E12000008,2021,10,41,2021-10-12,2.0
South East,E12000008,2021,10,41,2021-10-13,11.0
South East,E12000008,2021,10,41,2021-10-14,15.0
South East,E12000008,2021,10,41,2021-10-15,15.0
South East,E12000008,2021,10,41,2021-10-16,8.0
South East,E12000008,2021,10,41,2021-10-17,11.0
South East,E12000008,2021,10,42,2021-10-18,9.0
South East,E12000008,2021,10,42,2021-10-19,15.0
South East,E12000008,2021,10,42,2021-10-20,12.0
South East,E12000008,2021,10,42,2021-10-21,12.0
South East,E12000008,2021,10,42,2021-10-22,8.0
South East,E12000008,2021,10,42,2021-10-23,13.0
South East,E12000008,2021,10,42,2021-10-24,11.0
South East,E12000008,2021,10,43,2021-10-25,14.0
South East,E12000008,2021,10,43,2021-10-26,16.0
South East,E12000008,2021,10,43,2021-10-27,17.0
South East,E12000008,2021,10,43,2021-10-28,23.0
South East,E12000008,2021,10,43,2021-10-29,16.0
South East,E12000008,2021,10,43,2021-10-30,23.0
South East,E12000008,2021,10,43,2021-10-31,26.0
South East,E12000008,2021,11,44,2021-11-01,21.0
South East,E12000008,2021,11,44,2021-11-02,20.0
South East,E12000008,2021,11,44,2021-11-03,13.0
South East,E12000008,2021,11,44,2021-11-04,18.0
South East,E12000008,2021,11,44,2021-11-05,21.0
South East,E12000008,2021,11,44,2021-11-06,19.0
South East,E12000008,2021,11,44,2021-11-07,21.0
South East,E12000008,2021,11,45,2021-11-08,19.0
South East,E12000008,2021,11,45,2021-11-09,18.0
South East,E12000008,2021,11,45,2021-11-10,15.0
South East,E12000008,2021,11,45,2021-11-11,13.0
South East,E12000008,2021,11,45,2021-11-12,15.0
South East,E12000008,2021,11,45,2021-11-13,15.0
South East,E12000008,2021,11,45,2021-11-14,17.0
South East,E12000008,2021,11,46,2021-11-15,13.0
South East,E12000008,2021,11,46,2021-11-16,17.0
South East,E12000008,2021,11,46,2021-11-17,14.0
South East,E12000008,2021,11,46,2021-11-18,14.0
South East,E12000008,2021,11,46,2021-11-19,14.0
South East,E12000008,2021,11,46,2021-11-20,11.0
South East,E12000008,2021,11,46,2021-11-21,9.0
South East,E12000008,2021,11,47,2021-11-22,11.0
South East,E12000008,2021,11,47,2021-11-23,11.0
South East,E12000008,2021,11,47,2021-11-24,20.0
South East,E12000008,2021,11,47,2021-11-25,12.0
South East,E12000008,2021,11,47,2021-11-26,16.0
South East,E12000008,2021,11,47,2021-11-27,13.0
South East,E12000008,2021,11,47,2021-11-28,14.0
South East,E12000008,2021,11,48,2021-11-29,9.0
South East,E12000008,2021,11,48,2021-11-30,23.0
South East,E12000008,2021,12,48,2021-12-01,17.0
South East,E12000008,2021,12,48,2021-12-02,19.0
South East,E12000008,2021,12,48,2021-12-03,18.0
South East,E12000008,2021,12,48,2021-12-04,13.0
South East,E12000008,2021,12,48,2021-12-05,11.0
South East,E12000008,2021,12,49,2021-12-06,15.0
South East,E12000008,2021,12,49,2021-12-07,15.0
South East,E12000008,2021,12,49,2021-12-08,13.0
South East,E12000008,2021,12,49,2021-12-09,23.0
South East,E12000008,2021,12,49,2021-12-10,13.0
South East,E12000008,2021,12,49,2021-12-11,15.0
South East,E12000008,2021,12,49,2021-12-12,10.0
South East,E12000008,2021,12,50,2021-12-13,13.0
South East,E12000008,2021,12,50,2021-12-14,25.0
South East,E12000008,2021,12,50,2021-12-15,12.0
South East,E12000008,2021,12,50,2021-12-16,18.0
South East,E12000008,2021,12,50,2021-12-17,11.0
South East,E12000008,2021,12,50,2021-12-18,16.0
South East,E12000008,2021,12,50,2021-12-19,14.0
South East,E12000008,2021,12,51,2021-12-20,10.0
South East,E12000008,2021,12,51,2021-12-21,11.0
South East,E12000008,2021,12,51,2021-12-22,17.0
South East,E12000008,2021,12,51,2021-12-23,13.0
South East,E12000008,2021,12,51,2021-12-24,13.0
South East,E12000008,2021,12,51,2021-12-25,17.0
South East,E12000008,2021,12,51,2021-12-26,10.0
South East,E12000008,2021,12,52,2021-12-27,19.0
South East,E12000008,2021,12,52,2021-12-28,15.0
South East,E12000008,2021,12,52,2021-12-29,13.0
South East,E12000008,2021,12,52,2021-12-30,17.0
South East,E12000008,2021,12,52,2021-12-31,21.0
South East,E12000008,2022,1,52,2022-01-01,20.0
South East,E12000008,2022,1,52,2022-01-02,14.0
South East,E12000008,2022,1,1,2022-01-03,19.0
South East,E12000008,2022,1,1,2022-01-04,19.0
South East,E12000008,2022,1,1,2022-01-05,21.0
South East,E12000008,2022,1,1,2022-01-06,15.0
South East,E12000008,2022,1,1,2022-01-07,24.0
South East,E12000008,2022,1,1,2022-01-08,18.0
South East,E12000008,2022,1,1,2022-01-09,28.0
South East,E12000008,2022,1,2,2022-01-10,18.0
South East,E12000008,2022,1,2,2022-01-11,19.0
South East,E12000008,2022,1,2,2022-01-12,30.0
South East,E12000008,2022,1,2,2022-01-13,23.0
South East,E12000008,2022,1,2,2022-01-14,19.0
South East,E12000008,2022,1,2,2022-01-15,31.0
South East,E12000008,2022,1,2,2022-01-16,25.0
South East,E12000008,2022,1,3,2022-01-17,25.0
South East,E12000008,2022,1,3,2022-01-18,25.0
South East,E12000008,2022,1,3,2022-01-19,22.0
South East,E12000008,2022,1,3,2022-01-20,26.0
South East,E12000008,2022,1,3,2022-01-21,26.0
South East,E12000008,2022,1,3,2022-01-22,26.0
South East,E12000008,2022,1,3,2022-01-23,13.0
South East,E12000008,2022,1,4,2022-01-24,27.0
South East,E12000008,2022,1,4,2022-01-25,10.0
South East,E12000008,2022,1,4,2022-01-26,21.0
South East,E12000008,2022,1,4,2022-01-27,22.0
South East,E12000008,2022,1,4,2022-01-28,20.0
South East,E12000008,2022,1,4,2022-01-29,11.0
South East,E12000008,2022,1,4,2022-01-30,23.0
South East,E12000008,2022,1,5,2022-01-31,26.0
South East,E12000008,2022,2,5,2022-02-01,31.0
South East,E12000008,2022,2,5,2022-02-02,24.0
South East,E12000008,2022,2,5,2022-02-03,25.0
South East,E12000008,2022,2,5,2022-02-04,14.0
South East,E12000008,2022,2,5,2022-02-05,26.0
South East,E12000008,2022,2,5,2022-02-06,22.0
South East,E12000008,2022,2,6,2022-02-07,20.0
South East,E12000008,2022,2,6,2022-02-08,25.0
South East,E12000008,2022,2,6,2022-02-09,23.0
South East,E12000008,2022,2,6,2022-02-10,16.0
South East,E12000008,2022,2,6,2022-02-11,25.0
South East,E12000008,2022,2,6,2022-02-12,26.0
South East,E12000008,2022,2,6,2022-02-13,23.0
South East,E12000008,2022,2,7,2022-02-14,22.0
South East,E12000008,2022,2,7,2022-02-15,22.0
South East,E12000008,2022,2,7,2022-02-16,16.0
South East,E12000008,2022,2,7,2022-02-17,12.0
South East,E12000008,2022,2,7,2022-02-18,22.0
South East,E12000008,2022,2,7,2022-02-19,18.0
South East,E12000008,2022,2,7,2022-02-20,24.0
South East,E12000008,2022,2,8,2022-02-21,20.0
South East,E12000008,2022,2,8,2022-02-22,17.0
South East,E12000008,2022,2,8,2022-02-23,19.0
South East,E12000008,2022,2,8,2022-02-24,9.0
South East,E12000008,2022,2,8,2022-02-25,18.0
South East,E12000008,2022,2,8,2022-02-26,19.0
South East,E12000008,2022,2,8,2022-02-27,17.0
South East,E12000008,2022,2,9,2022-02-28,13.0
South East,E12000008,2022,3,9,2022-03-01,19.0
South East,E12000008,2022,3,9,2022-03-02,30.0
South East,E12000008,2022,3,9,2022-03-03,17.0
South East,E12000008,2022,3,9,2022-03-04,13.0
South East,E12000008,2022,3,9,2022-03-05,20.0
South East,E12000008,2022,3,9,2022-03-06,12.0
South East,E12000008,2022,3,10,2022-03-07,14.0
South East,E12000008,2022,3,10,2022-03-08,24.0
South East,E12000008,2022,3,10,2022-03-09,14.0
South East,E12000008,2022,3,10,2022-03-10,14.0
South East,E12000008,2022,3,10,2022-03-11,16.0
South East,E12000008,2022,3,10,2022-03-12,14.0
South East,E12000008,2022,3,10,2022-03-13,16.0
South East,E12000008,2022,3,11,2022-03-14,28.0
South East,E12000008,2022,3,11,2022-03-15,22.0
South East,E12000008,2022,3,11,2022-03-16,18.0
South East,E12000008,2022,3,11,2022-03-17,20.0
South East,E12000008,2022,3,11,2022-03-18,21.0
South East,E12000008,2022,3,11,2022-03-19,15.0
South East,E12000008,2022,3,11,2022-03-20,29.0
South East,E12000008,2022,3,12,2022-03-21,15.0
South East,E12000008,2022,3,12,2022-03-22,27.0
South East,E12000008,2022,3,12,2022-03-23,28.0
South East,E12000008,2022,3,12,2022-03-24,23.0
South East,E12000008,2022,3,12,2022-03-25,19.0
South East,E12000008,2022,3,12,2022-03-26,22.0
South East,E12000008,2022,3,12,2022-03-27,23.0
South East,E12000008,2022,3,13,2022-03-28,20.0
South East,E12000008,2022,3,13,2022-03-29,19.0
South East,E12000008,2022,3,13,2022-03-30,32.0
South East,E12000008,2022,3,13,2022-03-31,24.0
South East,E12000008,2022,4,13,2022-04-01,26.0
South East,E12000008,2022,4,13,2022-04-02,22.0
South East,E12000008,2022,4,13,2022-04-03,22.0
South East,E12000008,2022,4,14,2022-04-04,12.0
South East,E12000008,2022,4,14,2022-04-05,33.0
South East,E12000008,2022,4,14,2022-04-06,32.0
South East,E12000008,2022,4,14,2022-04-07,34.0
South East,E12000008,2022,4,14,2022-04-08,42.0
South East,E12000008,2022,4,14,2022-04-09,27.0
South East,E12000008,2022,4,14,2022-04-10,29.0
South East,E12000008,2022,4,15,2022-04-11,21.0
South East,E12000008,2022,4,15,2022-04-12,27.0
South East,E12000008,2022,4,15,2022-04-13,32.0
South East,E12000008,2022,4,15,2022-04-14,27.0
South East,E12000008,2022,4,15,2022-04-15,25.0
South East,E12000008,2022,4,15,2022-04-16,20.0
South East,E12000008,2022,4,15,2022-04-17,16.0
South East,E12000008,2022,4,16,2022-04-18,21.0
South East,E12000008,2022,4,16,2022-04-19,20.0
South East,E12000008,2022,4,16,2022-04-20,27.0
South East,E12000008,2022,4,16,2022-04-21,26.0
South East,E12000008,2022,4,16,2022-04-22,25.0
South East,E12000008,2022,4,16,2022-04-23,25.0
South East,E12000008,2022,4,16,2022-04-24,18.0
South East,E12000008,2022,4,17,2022-04-25,18.0
South East,E12000008,2022,4,17,2022-04-26,19.0
South East,E12000008,2022,4,17,2022-04-27,12.0
South East,E12000008,2022,4,17,2022-04-28,14.0
South East,E12000008,2022,4,17,2022-04-29,15.0
South East,E12000008,2022,4,17,2022-04-30,14.0
South East,E12000008,2022,5,17,2022-05-01,7.0
South East,E12000008,2022,5,18,2022-05-02,12.0
South East,E12000008,2022,5,18,2022-05-03,13.0
South East,E12000008,2022,5,18,2022-05-04,8.0
South East,E12000008,2022,5,18,2022-05-05,11.0
South East,E12000008,2022,5,18,2022-05-06,15.0
South East,E12000008,2022,5,18,2022-05-07,16.0
South East,E12000008,2022,5,18,2022-05-08,18.0
South East,E12000008,2022,5,19,2022-05-09,15.0
South East,E12000008,2022,5,19,2022-05-10,12.0
South East,E12000008,2022,5,19,2022-05-11,10.0
South East,E12000008,2022,5,19,2022-05-12,6.0
South East,E12000008,2022,5,19,2022-05-13,15.0
South East,E12000008,2022,5,19,2022-05-14,6.0
South East,E12000008,2022,5,19,2022-05-15,5.0
South East,E12000008,2022,5,20,2022-05-16,8.0
South East,E12000008,2022,5,20,2022-05-17,10.0
South East,E12000008,2022,5,20,2022-05-18,5.0
South East,E12000008,2022,5,20,2022-05-19,2.0
South East,E12000008,2022,5,20,2022-05-20,7.0
South East,E12000008,2022,5,20,2022-05-21,6.0
South East,E12000008,2022,5,20,2022-05-22,6.0
South East,E12000008,2022,5,21,2022-05-23,5.0
South East,E12000008,2022,5,21,2022-05-24,7.0
South East,E12000008,2022,5,21,2022-05-25,4.0
South East,E12000008,2022,5,21,2022-05-26,5.0
South East,E12000008,2022,5,21,2022-05-27,5.0
South East,E12000008,2022,5,21,2022-05-28,3.0
South East,E12000008,2022,5,21,2022-05-29,4.0
South East,E12000008,2022,5,22,2022-05-30,5.0
South East,E12000008,2022,5,22,2022-05-31,7.0
South East,E12000008,2022,6,22,2022-06-01,2.0
South East,E12000008,2022,6,22,2022-06-02,4.0
South East,E12000008,2022,6,22,2022-06-03,3.0
South East,E12000008,2022,6,22,2022-06-04,7.0
South East,E12000008,2022,6,22,2022-06-05,3.0
South East,E12000008,2022,6,23,2022-06-06,7.0
South East,E12000008,2022,6,23,2022-06-07,3.0
South East,E12000008,2022,6,23,2022-06-08,4.0
South East,E12000008,2022,6,23,2022-06-09,4.0
South East,E12000008,2022,6,23,2022-06-10,7.0
South East,E12000008,2022,6,23,2022-06-11,4.0
South East,E12000008,2022,6,23,2022-06-12,3.0
South East,E12000008,2022,6,24,2022-06-13,2.0
South East,E12000008,2022,6,24,2022-06-14,5.0
South East,E12000008,2022,6,24,2022-06-15,8.0
South East,E12000008,2022,6,24,2022-06-16,6.0
South East,E12000008,2022,6,24,2022-06-17,11.0
South East,E12000008,2022,6,24,2022-06-18,4.0
South East,E12000008,2022,6,24,2022-06-19,5.0
South East,E12000008,2022,6,25,2022-06-20,8.0
South East,E12000008,2022,6,25,2022-06-21,6.0
South East,E12000008,2022,6,25,2022-06-22,11.0
South East,E12000008,2022,6,25,2022-06-23,4.0
South East,E12000008,2022,6,25,2022-06-24,4.0
South East,E12000008,2022,6,25,2022-06-25,8.0
South East,E12000008,2022,6,25,2022-06-26,15.0
South East,E12000008,2022,6,26,2022-06-27,5.0
South East,E12000008,2022,6,26,2022-06-28,7.0
South East,E12000008,2022,6,26,2022-06-29,15.0
South East,E12000008,2022,6,26,2022-06-30,6.0
South East,E12000008,2022,7,26,2022-07-01,13.0
South East,E12000008,2022,7,26,2022-07-02,9.0
South East,E12000008,2022,7,26,2022-07-03,8.0
South East,E12000008,2022,7,27,2022-07-04,8.0
South East,E12000008,2022,7,27,2022-07-05,13.0
South East,E12000008,2022,7,27,2022-07-06,19.0
South East,E12000008,2022,7,27,2022-07-07,16.0
South East,E12000008,2022,7,27,2022-07-08,10.0
South East,E12000008,2022,7,27,2022-07-09,18.0
South East,E12000008,2022,7,27,2022-07-10,18.0
South East,E12000008,2022,7,28,2022-07-11,15.0
South East,E12000008,2022,7,28,2022-07-12,20.0
South East,E12000008,2022,7,28,2022-07-13,18.0
South East,E12000008,2022,7,28,2022-07-14,13.0
South East,E12000008,2022,7,28,2022-07-15,14.0
South East,E12000008,2022,7,28,2022-07-16,15.0
South East,E12000008,2022,7,28,2022-07-17,24.0
South East,E12000008,2022,7,29,2022-07-18,12.0
South East,E12000008,2022,7,29,2022-07-19,40.0
South East,E12000008,2022,7,29,2022-07-20,25.0
South East,E12000008,2022,7,29,2022-07-21,11.0
South East,E12000008,2022,7,29,2022-07-22,10.0
South East,E12000008,2022,7,29,2022-07-23,15.0
South East,E12000008,2022,7,29,2022-07-24,23.0
South East,E12000008,2022,7,30,2022-07-25,11.0
South East,E12000008,2022,7,30,2022-07-26,14.0
South East,E12000008,2022,7,30,2022-07-27,18.0
South East,E12000008,2022,7,30,2022-07-28,18.0
South East,E12000008,2022,7,30,2022-07-29,14.0
South East,E12000008,2022,7,30,2022-07-30,11.0
South East,E12000008,2022,7,30,2022-07-31,12.0
South East,E12000008,2022,8,31,2022-08-01,14.0
