date,confirmed,deaths,recovered,confirmed_diff,deaths_diff,recovered_diff,last_update,active,active_diff,fatality_rate,iso,name,province,lat,long,cities
2020-05-14,1668,52,1500,0,0,0,2020-05-15 02:33:02,116,0,0.0312,DEU,Germany,Sachsen-Anhalt,51.9503,11.6923,[]
2020-05-14,2988,125,2600,0,0,0,2020-05-15 02:33:02,263,0,0.0418,DEU,Germany,Schleswig-Holstein,54.2194,9.6961,[]
2020-05-14,2663,133,2200,0,0,0,2020-05-15 02:33:02,330,0,0.0499,DEU,Germany,Thuringen,51.011,10.8453,[]
2020-05-14,1447,72,123,0,0,0,2020-05-15 02:33:02,1252,0,0.0498,DEU,Germany,Unknown,,,[]
2020-05-15,33858,1645,29700,54,16,300,2020-05-16 02:32:19,2513,-262,0.0486,DEU,Germany,Baden-Wurttemberg,48.6616,9.3501,[]
2020-05-15,45532,2277,39510,180,27,370,2020-05-16 02:32:19,3745,-217,0.05,DEU,Germany,Bayern,48.7904,11.4979,[]
2020-05-15,6424,181,5787,31,4,50,2020-05-16 02:32:19,456,-23,0.0282,DEU,Germany,Berlin,52.52,13.405,[]
2020-05-15,3191,164,2800,18,2,100,2020-05-16 02:32:19,227,-84,0.0514,DEU,Germany,Brandenburg,52.4125,12.5316,[]
2020-05-15,1153,37,800,21,0,0,2020-05-16 02:32:19,316,21,0.0321,DEU,Germany,Bremen,53.0793,8.8017,[]
2020-05-15,5009,228,4400,33,0,0,2020-05-16 02:32:19,381,33,0.0455,DEU,Germany,Hamburg,53.5511,9.9937,[]
2020-05-15,9204,429,7900,35,6,300,2020-05-16 02:32:19,875,-271,0.0466,DEU,Germany,Hessen,50.6521,9.1624,[]
2020-05-15,745,20,700,5,0,0,2020-05-16 02:32:19,25,5,0.0268,DEU,Germany,Mecklenburg-Vorpommern,53.6127,12.4296,[]
2020-05-15,11111,542,9600,36,5,100,2020-05-16 02:32:19,969,-69,0.0488,DEU,Germany,Niedersachsen,52.6367,9.8451,[]
2020-05-15,35967,1493,31500,226,10,200,2020-05-16 02:32:19,2974,16,0.0415,DEU,Germany,Nordrhein-Westfalen,51.4332,7.6616,[]
2020-05-15,6439,216,5800,33,4,0,2020-05-16 02:32:19,423,29,0.0335,DEU,Germany,Rheinland-Pfalz,50.1183,7.309,[]
2020-05-15,2705,154,2400,0,5,0,2020-05-16 02:32:19,151,-5,0.0569,DEU,Germany,Saarland,49.3964,7.023,[]
2020-05-15,5082,196,4400,36,1,0,2020-05-16 02:32:19,486,35,0.0386,DEU,Germany,Sachsen,51.1045,13.2017,[]
2020-05-15,1676,54,1500,8,2,0,2020-05-16 02:32:19,122,6,0.0322,DEU,Germany,Sachsen-Anhalt,51.9503,11.6923,[]
2020-05-15,2998,126,2600,10,1,0,2020-05-16 02:32:19,272,9,0.042,DEU,Germany,Schleswig-Holstein,54.2194,9.6961,[]
2020-05-15,2689,135,2200,26,2,0,2020-05-16 02:32:19,354,24,0.0502,DEU,Germany,Thuringen,51.011,10.8453,[]
2020-05-15,1450,0,0,3,-72,-123,2020-05-16 02:32:19,1450,198,0.0,DEU,Germany,Unknown,,,[]
2020-05-16,33912,1649,29700,54,4,0,2020-05-17 02:32:32,2563,50,0.0486,DEU,Germany,Baden-Wurttemberg,48.6616,9.3501,[]
2020-05-16,45665,2288,39880,133,11,370,2020-05-17 02:32:32,3497,-248,0.0501,DEU,Germany,Bayern,48.7904,11.4979,[]
2020-05-16,6443,181,5825,19,0,38,2020-05-17 02:32:32,437,-19,0.0281,DEU,Germany,Berlin,52.52,13.405,[]
2020-05-16,3197,166,2800,6,2,0,2020-05-17 02:32:32,231,4,0.0519,DEU,Germany,Brandenburg,52.4125,12.5316,[]
2020-05-16,1167,37,800,14,0,0,2020-05-17 02:32:32,330,14,0.0317,DEU,Germany,Bremen,53.0793,8.8017,[]
2020-05-16,5031,231,4400,22,3,0,2020-05-17 02:32:32,400,19,0.0459,DEU,Germany,Hamburg,53.5511,9.9937,[]
2020-05-16,9261,432,7900,57,3,0,2020-05-17 02:32:32,929,54,0.0466,DEU,Germany,Hessen,50.6521,9.1624,[]
2020-05-16,750,20,700,5,0,0,2020-05-17 02:32:32,30,5,0.0267,DEU,Germany,Mecklenburg-Vorpommern,53.6127,12.4296,[]
2020-05-16,11147,547,9600,36,5,0,2020-05-17 02:32:32,1000,31,0.0491,DEU,Germany,Niedersachsen,52.6367,9.8451,[]
2020-05-16,36134,1502,31500,167,9,0,2020-05-17 02:32:32,3132,158,0.0416,DEU,Germany,Nordrhein-Westfalen,51.4332,7.6616,[]
2020-05-16,6449,216,5807,10,0,7,2020-05-17 02:32:32,426,3,0.0335,DEU,Germany,Rheinland-Pfalz,50.1183,7.309,[]
2020-05-16,2708,155,2400,3,1,0,2020-05-17 02:32:32,153,2,0.0572,DEU,Germany,Saarland,49.3964,7.023,[]
2020-05-16,5110,197,4400,28,1,0,2020-05-17 02:32:32,513,27,0.0386,DEU,Germany,Sachsen,51.1045,13.2017,[]
2020-05-16,1676,54,1479,0,0,-21,2020-05-17 02:32:32,143,21,0.0322,DEU,Germany,Sachsen-Anhalt,51.9503,11.6923,[]
2020-05-16,2998,126,2600,0,0,0,2020-05-17 02:32:32,272,0,0.042,DEU,Germany,Schleswig-Holstein,54.2194,9.6961,[]
2020-05-16,2711,137,2200,22,2,0,2020-05-17 02:32:32,374,20,0.0505,DEU,Germany,Thuringen,51.011,10.8453,[]
2020-05-16,1393,0,609,-57,0,609,2020-05-17 02:32:32,784,-666,0.0,DEU,Germany,Unknown,,,[]
2020-05-17,33962,1653,30000,50,4,300,2020-05-18 02:32:21,2309,-254,0.0487,DEU,Germany,Baden-Wurttemberg,48.6616,9.3501,[]
2020-05-17,45777,2297,40060,112,9,180,2020-05-18 02:32:21,3420,-77,0.0502,DEU,Germany,Bayern,48.7904,11.4979,[]
2020-05-17,6454,182,5850,11,1,25,2020-05-18 02:32:21,422,-15,0.0282,DEU,Germany,Berlin,52.52,13.405,[]
2020-05-17,3204,166,2800,7,0,0,2020-05-18 02:32:21,238,7,0.0518,DEU,Germany,Brandenburg,52.4125,12.5316,[]
2020-05-17,1174,37,800,7,0,0,2020-05-18 02:32:21,337,7,0.0315,DEU,Germany,Bremen,53.0793,8.8017,[]
2020-05-17,5029,232,4500,-2,1,100,2020-05-18 02:32:21,297,-103,0.0461,DEU,Germany,Hamburg,53.5511,9.9937,[]
2020-05-17,9317,435,8000,56,3,100,2020-05-18 02:32:21,882,-47,0.0467,DEU,Germany,Hessen,50.6521,9.1624,[]
2020-05-17,751,20,700,1,0,0,2020-05-18 02:32:21,31,1,0.0266,DEU,Germany,Mecklenburg-Vorpommern,53.6127,12.4296,[]
2020-05-17,11159,548,9800,12,1,200,2020-05-18 02:32:21,811,-189,0.0491,DEU,Germany,Niedersachsen,52.6367,9.8451,[]
