table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 4th to 6th June 2021,Mean,3.97,3.95,4,4.12,4.26,3.98,3.89,3.89,3.88,4.15,4.07,4.03,4.06,3.69,4.1,3.46,3.58,4.07,3.97,4.24,3.91,3.81,4.05,4.09,4.2,3.69,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 4th to 6th June 2021,Standard deviation Standard error,0.94,1.03,0.84,0.95,0.8,0.96,1.11,1.05,0.72,0.82,0.94,0.82,0.98,1.04,1.12,0.62,1.05,0.77,0.83,0.76,0.65,0.98,1.09,0.97,0.83,0.51,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 64,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 4th to 6th December 2020,Unweighted base,364,181,183,42,38,58,61,54,65,84,121,113,59,71,19,11,37,34,32,33,15,41,56,48,33,5,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,183,130
Table 64,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 4th to 6th December 2020,Weighted base,365,166,198,44*,38*,58*,60*,52*,62*,88*,122*,103*,76*,64*,20**,11**,40**,29*,30**,36**,15**,40*,51*,47*,41**,4**,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12**,178,132
Table 64,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 4th to 6th December 2020,NET: Trust,269,118,152,32,27,43,41,30,51,72,90,83,55,41,14,9,31,24,24,26,11,30,39,35,24,2,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,128,105
Table 64,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 4th to 6th December 2020,5 - Trust completely,139,61,78,19,16,24,16,11,24,44,47,41,27,24,6,6,18,14,12,14,3,18,21,12,15,1,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,69,56
Table 64,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 4th to 6th December 2020,4,130,57,73,13,11,19,25,19,27,28,43,41,28,17,7,4,13,10,12,11,9,12,19,23,8,1,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,59,49
Table 64,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 4th to 6th December 2020,3,66,30,36,11,10,7,9,15,11,12,24,17,12,13,4,-,5,3,7,6,3,5,10,9,14,1,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,32,18
Table 64,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 4th to 6th December 2020,2,15,9,6,*,*,4,5,3,-,3,5,3,3,4,1,2,2,1,-,1,1,3,-,1,3,*,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,9,4
Table 64,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 4th to 6th December 2020,1 - Do not trust at all,14,10,5,1,1,4,5,4,-,-,3,-,6,5,-,-,3,2,-,3,-,2,2,3,*,-,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*,8,6
Table 64,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 4th to 6th December 2020,NET: Do not trust,30,19,11,1,1,8,10,7,-,3,8,3,9,9,1,2,5,2,-,4,1,5,2,3,4,*,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*,17,9
Table 64,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 4th to 6th December 2020,Mean,4,3.9,4.08,4.12,4.08,3.94,3.7,3.59,4.21,4.29,4.03,4.18,3.89,3.8,3.94,4.16,4.02,4.14,4.17,3.93,3.82,4.05,4.11,3.87,3.85,3.84,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.83,3.97,4.11
Table 64,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 4th to 6th December 2020,Standard deviation Standard error,1.04,1.14,0.95,0.95,0.96,1.21,1.21,1.13,0.73,0.85,0.99,0.82,1.18,1.24,0.94,1.12,1.19,1.1,0.78,1.19,0.83,1.15,0.96,1.02,1.05,1.16,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,1.09,1.02
Table 61,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 19th to 21st June 2020,Unweighted base,296,146,150,48,42,54,45,46,40,63,100,81,41,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 61,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 19th to 21st June 2020,Weighted base,288,137,151,51*,46*,51*,41*,54*,35*,57*,93*,77*,46*,72*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 61,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 19th to 21st June 2020,NET: Trust,230,106,125,42,37,40,38,40,25,46,76,64,35,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 61,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 19th to 21st June 2020,5 - Trust completely,109,51,58,24,22,19,17,22,11,16,40,32,14,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 61,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 19th to 21st June 2020,4,121,54,67,17,15,22,20,18,14,30,36,32,21,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 61,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 19th to 21st June 2020,3,43,21,22,7,7,6,3,11,8,9,14,6,11,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 61,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 19th to 21st June 2020,2,11,8,3,1,1,4,1,3,2,-,3,6,-,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 61,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 19th to 21st June 2020,1 - Do not trust at all,4,2,2,1,1,-,-,1,-,2,1,1,-,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 61,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 19th to 21st June 2020,NET: Do not trust,15,10,4,2,2,4,1,3,2,2,4,7,-,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 61,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 19th to 21st June 2020,Mean,4.11,4.05,4.17,4.22,4.2,4.08,4.31,4.07,3.98,4.04,4.18,4.15,4.08,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 61,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 19th to 21st June 2020,Standard deviation Standard error,0.89,0.96,0.82,0.96,0.99,0.92,0.69,0.98,0.87,0.84,0.89,0.95,0.74,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 15th to 17th January 2021,Unweighted base,392,190,202,54,49,54,65,72,59,88,112,121,58,101,26,20,44,28,33,37,18,34,50,62,35,5,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 15th to 17th January 2021,Weighted base,393,193,200,62*,55*,63*,66*,67*,53*,81*,114*,114,73*,92*,22**,20**,44*,27**,41**,33*,18**,38**,49*,57*,40**,5**,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 15th to 17th January 2021,NET: Trust,307,148,159,53,46,45,51,52,39,66,92,93,54,68,19,13,32,21,35,23,16,34,35,46,30,3,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 15th to 17th January 2021,5 - Trust completely,166,75,91,38,32,26,27,24,23,29,46,54,30,36,8,4,16,10,23,17,8,20,19,24,14,1,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 15th to 17th January 2021,4,141,73,68,15,14,19,25,28,17,37,46,39,24,31,11,9,16,11,12,6,8,14,16,22,16,1,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 15th to 17th January 2021,3,57,27,30,5,5,10,13,12,11,6,14,14,14,14,3,1,9,4,6,5,1,3,11,7,5,2,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 15th to 17th January 2021,2,20,11,9,3,3,6,1,2,1,6,7,5,4,5,-,4,1,2,-,2,*,1,2,3,5,-,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 15th to 17th January 2021,1 - Do not trust at all,9,7,1,2,2,1,1,1,2,2,1,3,1,5,-,2,2,-,-,3,-,1,1,1,-,-,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 15th to 17th January 2021,NET: Do not trust,29,18,11,4,4,7,2,3,3,9,7,7,4,10,-,5,3,2,-,4,*,2,3,3,5,-,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 15th to 17th January 2021,Mean,4.11,4.02,4.19,4.36,4.31,4.03,4.12,4.07,4.06,4.04,4.14,4.2,4.08,3.97,4.25,3.54,3.95,4.1,4.42,4.01,4.37,4.33,4.03,4.17,3.98,3.82,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 15th to 17th January 2021,Standard deviation Standard error,0.98,1.05,0.91,0.99,1.03,1.04,0.91,0.89,1.04,1.01,0.89,0.96,0.95,1.12,0.68,1.28,1.07,0.9,0.75,1.3,0.73,0.89,0.98,0.91,1,0.95,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 12th to 14th February 2021,Unweighted base,339,165,174,38,34,38,60,64,57,82,115,89,56,79,23,9,43,25,30,20,13,35,59,45,30,7,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 12th to 14th February 2021,Weighted base,331,160,171,37*,31**,45**,64*,62*,51*,72*,104*,86*,70*,72*,24**,6**,41*,25**,30**,18**,10**,37**,54*,47*,31**,8**,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 12th to 14th February 2021,NET: Trust,281,137,144,31,27,32,56,56,39,67,93,71,55,61,19,4,35,25,24,13,10,31,48,41,25,5,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 12th to 14th February 2021,5 - Trust completely,149,74,76,12,12,18,33,36,17,34,46,39,27,38,10,3,19,13,10,7,8,23,27,19,11,*,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 12th to 14th February 2021,4,131,63,68,19,15,13,23,20,22,33,47,32,29,23,9,2,16,12,14,6,2,8,21,22,14,4,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 12th to 14th February 2021,3,33,14,19,5,3,8,5,3,8,4,7,13,5,8,3,1,3,1,4,1,1,5,3,6,5,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 12th to 14th February 2021,2,8,3,4,1,1,*,3,1,1,1,3,2,2,1,-,-,1,-,*,2,-,1,3,-,-,-,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 12th to 14th February 2021,1 - Do not trust at all,9,5,4,-,-,5,-,2,2,-,1,-,7,2,2,-,2,-,2,1,-,-,-,-,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 12th to 14th February 2021,NET: Do not trust,17,9,8,1,1,5,3,3,3,1,4,2,9,2,2,-,3,-,2,4,-,1,3,-,2,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 65,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from UK Government website/email/text/post,ONLINE Fieldwork: 12th to 14th February 2021,Mean,4.22,4.23,4.21,4.14,4.21,3.88,4.34,4.4,3.98,4.38,4.3,4.26,3.93,4.33,4.1,4.26,4.2,4.49,4.01,3.83,4.72,4.44,4.35,4.28,4.04,3.23,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
