table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),18-24 (d),25-34 (e),35-44 (f),45-54 (g),55-64 (h),65+ (i),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 386,How many cars are there in your household?,ONLINE Fieldwork: 22nd to 24th May 2020,2,612,306,306,92,77,109,110,96,95,111,221,169,138,84,50,26,72,37,64,53,36,69,39,84,65,18,,137,273,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 386,How many cars are there in your household?,ONLINE Fieldwork: 22nd to 24th May 2020,3+,192,98,94,58,53,28,11,36,30,30,78,47,41,26,10,3,14,10,19,13,10,33,16,29,23,11,,24,86,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 387,How many cars are there in your household?,ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761,1021,1578,636,720,808,178,613,163,163,562,625,1859,35,687,244,99,834,656,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 387,How many cars are there in your household?,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1752,1015,1563,620,724,814,182,617,156,163,565,620,1854,32*,682,244,99*,808,672,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 387,How many cars are there in your household?,ONLINE Fieldwork: 22nd to 24th May 2020,No cars in the household,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,191,294,122,127,172,52,129,22,32,113,115,376,6,132,43,13,130,182,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 387,How many cars are there in your household?,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Any,1654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1406,824,1269,498,597,642,130,488,134,131,452,506,1478,26,549,200,87,678,491,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 387,How many cars are there in your household?,ONLINE Fieldwork: 22nd to 24th May 2020,1,849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714,433,636,271,298,302,63,228,58,55,220,240,755,13,277,98,45,347,258,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 387,How many cars are there in your household?,ONLINE Fieldwork: 22nd to 24th May 2020,2,612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523,291,471,174,228,264,48,203,57,57,177,204,550,8,215,73,28,235,187,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 387,How many cars are there in your household?,ONLINE Fieldwork: 22nd to 24th May 2020,3+,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,99,162,53,71,76,19,57,19,19,54,61,174,5,57,29,13,97,46,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 388,How many cars are there in your household?,ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,168,145,133,273,124,105,691,785,691,450,1682,479,1876,1969,2019,2092,-,,,,,,,,,
Table 388,How many cars are there in your household?,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,164,140,129,267,117,101*,686,780,697,443,1670,478,1876,1974,2021,2092,-**,,,,,,,,,
Table 388,How many cars are there in your household?,ONLINE Fieldwork: 22nd to 24th May 2020,No cars in the household,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,21,19,19,50,24,18,132,141,151,75,321,104,403,418,419,439,-,,,,,,,,,
Table 388,How many cars are there in your household?,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Any,1654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,143,121,110,217,93,83,555,639,546,369,1349,374,1473,1556,1602,1652,-,,,,,,,,,
Table 388,How many cars are there in your household?,ONLINE Fieldwork: 22nd to 24th May 2020,1,849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,74,60,56,111,51,47,267,322,258,182,681,190,759,796,818,848,-,,,,,,,,,
Table 388,How many cars are there in your household?,ONLINE Fieldwork: 22nd to 24th May 2020,2,612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,43,42,37,80,31,23,222,243,227,136,500,135,550,580,596,612,-,,,,,,,,,
Table 388,How many cars are there in your household?,ONLINE Fieldwork: 22nd to 24th May 2020,3+,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,26,19,18,26,12,13,66,75,60,51,168,50,164,181,187,192,-,,,,,,,,,
Table 91,How many cars are there in your household?,ONLINE Fieldwork: 3rd to 5th April 2020,Unweighted base,2125,1067,1058,274,243,347,295,365,334,510,516,606,460,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 91,How many cars are there in your household?,ONLINE Fieldwork: 3rd to 5th April 2020,Weighted base,2125,1039,1086,293,259,354,329,365,306,477,578,599,431,517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 91,How many cars are there in your household?,ONLINE Fieldwork: 3rd to 5th April 2020,No cars in the household,446,210,236,61,57,75,77,85,72,75,77,127,57,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 91,How many cars are there in your household?,ONLINE Fieldwork: 3rd to 5th April 2020,NET: Any,1679,829,850,232,202,280,252,280,234,402,501,472,375,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 91,How many cars are there in your household?,ONLINE Fieldwork: 3rd to 5th April 2020,1,862,425,437,69,59,133,120,146,131,263,247,241,174,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 91,How many cars are there in your household?,ONLINE Fieldwork: 3rd to 5th April 2020,2,622,302,320,89,75,111,112,100,88,122,183,170,159,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 91,How many cars are there in your household?,ONLINE Fieldwork: 3rd to 5th April 2020,3+,195,103,92,73,68,36,20,35,15,16,71,62,42,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 100,How many cars are there in your household?,ONLINE Fieldwork: 7th to 10th May 2020,Unweighted base,2127,1045,1082,274,243,371,302,348,332,500,694,595,365,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 100,How many cars are there in your household?,ONLINE Fieldwork: 7th to 10th May 2020,Weighted base,2127,1040,1087,293,254,355,329,366,306,477,579,600,432,517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 100,How many cars are there in your household?,ONLINE Fieldwork: 7th to 10th May 2020,No cars in the household,446,194,252,93,88,83,84,82,45,59,67,128,42,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 100,How many cars are there in your household?,ONLINE Fieldwork: 7th to 10th May 2020,NET: Any,1681,845,835,201,166,272,245,283,261,418,512,472,390,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 100,How many cars are there in your household?,ONLINE Fieldwork: 7th to 10th May 2020,1,863,432,431,61,52,133,123,141,140,265,231,247,177,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 100,How many cars are there in your household?,ONLINE Fieldwork: 7th to 10th May 2020,2,622,312,311,90,74,102,104,98,94,134,216,176,159,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 100,How many cars are there in your household?,ONLINE Fieldwork: 7th to 10th May 2020,3+,195,102,93,49,41,37,19,44,27,19,64,49,55,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 98,How many cars are there in your household?,ONLINE Fieldwork: 24th to 26th April 2020,Unweighted base,2106,1041,1065,269,238,331,326,350,327,503,544,621,393,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 98,How many cars are there in your household?,ONLINE Fieldwork: 24th to 26th April 2020,Weighted base,2106,1030,1076,291,256,351,326,362,303,472,573,594,427,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 98,How many cars are there in your household?,ONLINE Fieldwork: 24th to 26th April 2020,No cars in the household,442,195,247,58,57,79,78,81,66,81,69,134,49,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 98,How many cars are there in your household?,ONLINE Fieldwork: 24th to 26th April 2020,NET: Any,1664,834,830,233,199,272,249,281,238,392,504,459,379,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
