table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 99,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 5th to 7th June 2020,NET: Agree,707,319,388,120,96,150,118,119,86,115,182,204,144,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 99,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 5th to 7th June 2020,Strongly agree      (+2),159,81,78,32,26,38,22,29,13,25,45,37,27,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 99,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 5th to 7th June 2020,Slightly agree      (+1),549,238,310,88,70,112,96,90,73,90,137,168,117,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 99,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 5th to 7th June 2020,Neither agree nor    (0) disagree,510,252,257,91,80,92,91,83,59,93,133,134,101,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 99,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 5th to 7th June 2020,Slightly disagree   (-1),517,248,269,53,48,79,72,97,98,118,125,166,112,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 99,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 5th to 7th June 2020,Strongly disagree   (-2),392,220,172,29,28,33,49,66,64,151,138,95,74,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 99,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 5th to 7th June 2020,NET: Disagree,909,468,441,82,76,112,121,163,162,269,264,261,186,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 99,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 5th to 7th June 2020,Mean,,-0.28,,0.14,0.07,0.12,,,-0.41,-0.59,-0.3,-0.19,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 99,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 5th to 7th June 2020,Standard deviation Standard error,1.22,1.25,1.2,1.14,1.15,1.15,1.17,1.23,1.18,1.25,1.28,1.18,1.2,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 131,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 12th to 14th March 2021,Unweighted base,2144,1027,1117,266,236,330,330,370,345,503,610,572,441,521,185,82,209,158,200,159,104,209,287,289,183,79,1776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 131,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 12th to 14th March 2021,Weighted base,2144,1048,1096,296,260,358,332,369,309,481,583,605,435,521,179,85*,237,175,187,154,102*,202,283,293,183,64*,1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 131,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 12th to 14th March 2021,NET: Agree,690,270,420,128,113,160,126,116,61,100,178,223,116,173,58,23,72,54,59,49,41,59,89,107,59,21,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 131,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 12th to 14th March 2021,Strongly agree      (+2),174,63,111,34,30,43,37,32,9,19,36,54,34,50,8,9,14,15,22,10,6,23,25,24,14,5,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 131,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 12th to 14th March 2021,Slightly agree      (+1),516,207,309,94,83,117,89,84,52,81,142,169,82,123,50,15,57,40,36,39,34,36,64,83,44,16,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 131,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 12th to 14th March 2021,Neither agree nor    (0) disagree,608,308,300,88,77,113,89,96,101,121,161,159,138,150,53,25,72,47,56,39,30,62,85,69,55,13,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 131,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 12th to 14th March 2021,Slightly disagree   (-1),466,245,221,52,45,56,69,84,77,128,140,111,92,123,36,19,55,39,38,37,16,44,61,73,33,15,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 131,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 12th to 14th March 2021,Strongly disagree   (-2),381,226,155,28,25,30,48,72,71,132,104,111,90,75,31,18,38,34,34,28,16,36,48,44,36,16,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 131,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 12th to 14th March 2021,NET: Disagree,846,471,376,80,70,85,118,156,147,260,244,222,182,198,68,37,93,73,73,66,31,80,109,117,69,31,717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 131,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 12th to 14th March 2021,Mean,,-0.35,*ab,0.18,0.18,0.25,,,-0.48,-0.57,-0.23,,-0.28,,-0.19,-0.28,-0.19,-0.22,-0.14,-0.23,*,-0.17,-0.16,-0.1,-0.18,-0.34,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 131,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 12th to 14th March 2021,Standard deviation Standard error,1.21,1.19,1.21,1.14,1.14,1.11,1.23,1.24,1.11,1.17,1.18,1.25,1.21,1.19,1.15,1.26,1.15,1.23,1.26,1.2,1.17,1.24,1.21,1.2,1.23,1.3,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 117,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,Unweighted base,2101,1040,1061,258,227,336,346,377,310,474,646,571,407,477,179,82,217,160,173,169,103,204,295,299,158,62,1757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 117,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,Weighted base,2101,1027,1074,290,251,351,326,361,303,471,572,592,426,511,175,84*,232,171,183,151,100*,198,277,287,179,63*,1763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 117,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,NET: Agree,648,280,368,108,95,160,122,82,65,111,161,200,133,154,57,32,63,36,60,55,30,66,76,98,53,22,539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 117,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,Strongly agree      (+2),159,66,93,24,20,50,26,16,15,27,46,44,31,38,23,11,15,9,13,17,5,17,19,20,8,3,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 117,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,Slightly agree      (+1),489,214,275,83,75,110,96,66,50,83,116,155,102,116,34,21,49,28,46,38,25,49,57,78,44,19,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 117,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,Neither agree nor    (0) disagree,586,303,284,89,74,84,80,109,94,130,144,169,127,147,48,24,71,52,50,32,23,57,86,81,49,13,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 117,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,Slightly disagree   (-1),488,241,248,63,53,64,71,100,75,117,147,119,95,127,35,12,50,47,42,36,33,40,63,66,49,14,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 117,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,Strongly disagree   (-2),378,204,174,30,28,43,52,70,69,113,119,105,71,83,36,15,48,35,31,28,15,35,52,42,29,13,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 117,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,NET: Disagree,867,445,422,93,81,107,123,170,144,230,267,224,166,210,71,27,98,82,74,64,47,75,115,108,77,28,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 117,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,Mean,,-0.3,,0.03,0.02,0.17,,-0.39,-0.44,-0.44,-0.31,,-0.17,-0.2,-0.16,*r,-0.3,-0.42,-0.18,,-0.28,,-0.26,,-0.25,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 117,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 6th to 8th November 2020,Standard deviation Standard error,1.2,1.19,1.21,1.12,1.14,1.24,1.21,1.12,1.16,1.2,1.23,1.21,1.18,1.18,1.31,1.29,1.19,1.14,1.2,1.3,1.14,1.22,1.18,1.16,1.14,1.24,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 99,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 12th to 15th June 2020,Unweighted base,2115,1047,1068,276,241,347,333,342,330,487,606,589,382,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 99,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 12th to 15th June 2020,Weighted base,2115,1034,1081,292,250,353,328,364,305,474,575,596,429,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 99,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 12th to 15th June 2020,NET: Agree,720,315,405,116,97,156,121,117,78,132,192,208,148,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 99,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 12th to 15th June 2020,Strongly agree      (+2),165,75,90,36,28,39,31,25,13,21,48,41,33,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 99,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 12th to 15th June 2020,Slightly agree      (+1),555,240,315,80,70,117,90,92,66,111,144,166,114,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 99,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 12th to 15th June 2020,Neither agree nor    (0) disagree,526,264,262,74,65,91,77,92,73,119,141,146,120,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 99,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 12th to 15th June 2020,Slightly disagree   (-1),511,241,270,69,58,70,80,80,78,134,147,154,90,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 99,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 12th to 15th June 2020,Strongly disagree   (-2),358,214,143,33,30,36,49,74,75,89,95,89,72,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 99,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 12th to 15th June 2020,NET: Disagree,869,455,414,102,88,106,130,154,153,223,243,243,162,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 99,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 12th to 15th June 2020,Mean,,-0.27,,0.06,0.03,0.15,,,-0.45,-0.34,-0.17,-0.14,-0.12,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 99,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 12th to 15th June 2020,Standard deviation Standard error,1.21,1.23,1.18,1.21,1.2,1.17,1.22,1.23,1.19,1.16,1.21,1.18,1.2,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 131,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,Unweighted base,2135,1020,1115,251,219,361,336,354,336,497,627,605,372,531,193,78,207,169,190,165,119,192,303,268,189,62,1761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 131,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,Weighted base,2135,1044,1091,295,254,356,331,367,307,479,581,602,433,519,178,85*,236,174,186,153,101*,201,282,292,182,64*,1792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 131,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,NET: Agree,647,288,359,121,100,171,111,100,56,88,157,188,145,158,62,20,70,41,58,38,32,59,91,94,54,26,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 131,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,Strongly agree      (+2),180,89,91,34,28,51,35,29,14,17,38,57,39,46,23,5,20,19,11,9,11,15,31,15,12,11,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 131,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,Slightly agree      (+1),467,200,268,87,72,121,76,71,41,72,119,130,106,113,40,15,50,22,48,30,22,45,60,79,42,15,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 131,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,Neither agree nor    (0) disagree,613,277,337,79,73,101,116,115,83,118,155,186,109,164,43,32,70,53,50,50,24,64,80,84,44,20,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 131,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,Slightly disagree   (-1),490,256,234,69,59,52,60,86,101,123,140,128,104,118,41,23,52,42,40,32,20,43,63,72,54,8,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 131,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,Strongly disagree   (-2),384,223,161,26,22,32,44,66,67,149,129,100,76,79,31,9,44,38,39,34,25,35,47,42,30,10,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 131,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,NET: Disagree,874,479,395,95,81,84,103,152,168,272,269,229,180,197,72,33,96,81,78,65,45,78,111,114,84,19,739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 131,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,Mean,,-0.31,,0.12,0.1,0.3,*a,,-0.54,-0.66,-0.35,,,,-0.1,-0.19,-0.21,-0.35,-0.26,-0.34,-0.26,-0.19,-0.13,-0.16,-0.25,0.11,-0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 131,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 4th to 6th June 2021,Standard deviation Standard error,1.21,1.24,1.17,1.16,1.14,1.15,1.17,1.19,1.11,1.16,1.21,1.21,1.23,1.18,1.29,1.06,1.21,1.25,1.21,1.18,1.33,1.18,1.24,1.13,1.18,1.3,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 119,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,Unweighted base,2107,1075,1032,272,241,366,329,356,313,471,582,631,352,542,184,89,205,178,201,148,101,206,293,278,153,71,1751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,907,741
Table 119,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,Weighted base,2107,1030,1077,291,252,352,327,362,303,472,573,594,428,512,176,84*,233,172,184,151,100*,198,278,288,180,63*,1768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55*,906,757
Table 119,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,NET: Agree,628,271,357,107,94,138,109,111,67,96,158,181,149,139,58,31,90,49,44,49,32,58,85,72,43,15,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,249,246
Table 119,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,Strongly agree      (+2),163,75,88,31,29,46,27,22,18,19,48,46,29,40,12,11,22,10,18,8,6,16,34,16,8,4,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,75,58
Table 119,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,Slightly agree      (+1),464,195,269,76,64,91,82,89,49,77,110,136,120,99,46,21,68,39,27,41,26,42,52,56,36,11,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,174,188
Table 119,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,Neither agree nor    (0) disagree,591,300,291,88,75,112,108,107,72,104,133,192,119,146,46,18,46,44,51,45,35,58,77,91,60,19,491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,260,191
Table 119,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,Slightly disagree   (-1),490,239,251,73,61,63,70,91,87,106,148,122,96,124,37,20,50,38,48,32,13,51,74,61,50,16,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,227,173
Table 119,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,Strongly disagree   (-2),398,221,177,23,22,39,40,53,77,166,134,98,64,102,35,14,47,40,40,25,20,32,41,64,27,13,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,169,147
Table 119,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,NET: Disagree,888,460,428,96,83,102,110,144,164,272,282,221,160,226,72,34,97,78,88,56,33,83,115,125,77,28,755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,397,320
Table 119,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,Mean,,-0.32,,0.07,0.07,0.12,,,-0.51,-0.69,-0.36,,,-0.29,-0.21,-0.07,-0.14,-0.35,-0.36,-0.16,-0.16,-0.21,-0.13,-0.35,-0.29,-0.34,-0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13,-0.27,-0.21
Table 119,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 4th to 6th December 2020,Standard deviation Standard error,1.21,1.21,1.2,1.12,1.15,1.18,1.13,1.14,1.2,1.22,1.26,1.18,1.17,1.21,1.23,1.3,1.29,1.23,1.24,1.16,1.19,1.18,1.23,1.18,1.08,1.19,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,1.2,1.23
Table 108,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,Unweighted base,2164,1113,1051,292,261,355,355,316,338,508,642,610,367,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 108,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,Weighted base,2164,1058,1106,298,264,361,335,372,312,485,589,610,439,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 108,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,NET: Agree,686,281,405,141,123,144,117,111,74,98,177,182,149,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 108,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,Strongly agree      (+2),168,62,106,29,25,46,32,29,9,21,39,44,33,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 108,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,Slightly agree      (+1),518,219,299,112,98,98,85,81,65,77,138,138,116,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 108,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,Neither agree nor    (0) disagree,548,288,260,70,64,91,77,105,79,126,148,147,102,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 108,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,Slightly disagree   (-1),533,273,260,55,51,79,88,98,81,132,149,171,97,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 108,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,Strongly disagree   (-2),398,217,181,32,26,48,53,59,77,128,115,111,92,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 108,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,NET: Disagree,931,489,441,87,77,127,141,157,158,261,264,282,189,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 108,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,Mean,,-0.34,,0.17,0.17,0.04,,,-0.49,-0.56,-0.28,-0.27,-0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 108,Q12. To what extent do you agree or disagree with the following statements? I am trying to avoid news about Coronavirus,ONLINE Fieldwork: 19th to 21st June 2020,Standard deviation Standard error,1.22,1.18,1.24,1.17,1.15,1.24,1.23,1.18,1.16,1.17,1.21,1.2,1.26,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
