table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,Unweighted base,148,72,76,22,20,29,30,23,19,25,47,40,26,35,12,9,11,13,15,7,4,20,26,18,10,3,129,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,Weighted base,146,71*,75*,26**,22**,29**,28**,19**,19**,26**,44*,42*,27**,34**,15**,10**,11**,13**,15**,6**,3**,19**,20**,18**,12**,2**,126,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,Facebook,54,18,37,11,9,10,13,6,8,8,16,14,7,17,10,6,4,4,5,1,2,6,6,5,5,-,43,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,Twitter,19,16,3,3,3,3,7,*,4,1,7,3,3,7,-,2,*,4,3,-,1,1,1,3,4,-,19,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,Unspecified social media,15,5,10,5,5,3,1,2,2,2,1,9,4,1,2,1,1,3,1,-,-,2,2,4,1,1,12,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,Family and friends directly,14,6,7,1,1,7,2,2,-,3,3,4,4,2,1,1,-,-,2,-,-,4,2,4,-,-,12,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,Websites or apps that bring together news from different news providers,12,6,6,-,-,4,3,1,2,2,4,4,3,1,-,-,-,2,1,1,-,2,5,1,-,-,12,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,Search engine (e.g. Google),11,7,4,4,1,1,2,4,-,1,5,3,1,2,1,1,1,-,-,-,-,1,1,-,4,1,9,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,People in your local area/neighbourhood,10,3,6,1,1,1,2,2,1,1,3,4,2,-,2,1,-,1,1,-,-,1,1,-,-,1,6,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,BBC - TV,7,6,1,-,-,1,3,1,1,3,4,-,2,1,1,-,-,-,1,1,-,-,1,2,1,-,6,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,“Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),6,5,1,-,-,1,-,1,-,4,3,2,-,1,1,-,1,2,-,-,-,-,1,-,-,1,4,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,Instagram,6,3,2,2,2,2,1,-,-,-,2,1,2,1,1,-,-,1,1,-,-,-,2,1,-,-,5,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,Weighted base,146,71*,75*,26**,22**,29**,28**,19**,19**,26**,44*,42*,27**,34**,15**,10**,11**,13**,15**,6**,3**,19**,20**,18**,12**,2**,126,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,Email,5,4,2,-,-,-,3,1,-,1,2,2,2,-,1,-,-,2,1,*,-,-,1,-,-,-,4,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,"Websites/apps of online news organisations like Buzzfeed, Huffington Post, Vice, etc.",5,2,3,-,-,2,-,1,2,1,1,1,1,2,-,1,2,-,-,-,-,-,3,-,-,-,5,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,Commercial Radio,5,3,2,-,-,1,-,2,1,1,3,-,2,-,-,-,-,-,1,-,-,-,2,-,2,-,5,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,WhatsApp,5,3,2,1,1,1,2,-,-,1,4,-,1,-,-,-,1,-,-,-,-,-,4,-,-,-,5,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,ITV,4,2,2,1,1,-,2,-,-,1,2,1,1,1,-,1,-,-,1,-,-,-,-,1,2,-,4,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,YouTube,4,3,1,2,2,1,1,-,-,1,1,1,1,1,-,1,-,-,-,-,1,-,2,1,-,-,3,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,Snapchat,4,2,2,1,1,2,1,-,-,-,1,2,1,1,-,-,-,-,3,-,-,-,1,1,-,-,4,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,WhatsApp group(s),4,2,2,-,-,1,2,-,1,-,3,-,1,*,-,-,1,-,1,-,-,-,2,-,-,-,4,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,Sky,4,3,1,1,1,-,1,-,-,1,2,-,1,1,1,-,-,-,1,-,-,1,-,1,-,-,2,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,BBC - Online/ app,3,3,1,-,-,1,1,-,-,1,3,-,-,1,1,-,-,-,1,-,-,-,-,2,-,-,2,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,“Mid-market tabloids” such as MailOnline or Express ( online ),3,1,3,1,1,1,1,-,-,-,2,1,-,-,-,-,-,1,1,-,-,-,1,-,-,-,3,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,Weighted base,146,71*,75*,26**,22**,29**,28**,19**,19**,26**,44*,42*,27**,34**,15**,10**,11**,13**,15**,6**,3**,19**,20**,18**,12**,2**,126,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,Facebook messenger,3,2,1,1,1,-,1,-,-,1,3,-,-,-,-,-,-,-,2,-,-,-,1,-,-,-,3,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,Channel 4,3,3,-,-,-,1,1,-,-,1,1,-,1,1,-,-,-,-,-,-,-,-,1,1,1,-,3,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,BBC - Radio,3,3,-,-,-,-,1,-,-,2,2,-,1,-,1,-,-,-,1,-,-,-,-,-,1,-,2,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,Direct from NHS website/ email/ text/ post,2,2,-,-,-,-,1,-,-,1,1,-,1,1,-,-,-,-,1,-,-,-,-,1,1,-,2,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,“Red-top tabloids” such as The Sun or Daily Mirror ( printed ),2,1,2,-,-,-,1,1,-,1,2,1,-,-,-,-,-,-,1,-,-,2,-,-,-,-,2,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,Channel 5,2,2,-,*,*,-,1,-,-,-,1,-,-,1,-,-,-,-,1,-,-,-,*,1,-,-,2,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,Direct from UK Government website/ email/ text/ post,2,2,-,-,-,-,1,-,-,1,1,-,1,-,-,-,-,-,1,-,-,-,-,-,1,-,2,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,Direct from Local council website/ email/ text/ post,1,1,-,-,-,-,1,-,-,-,1,-,-,1,-,-,-,-,1,-,-,-,-,1,-,-,1,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,Direct from Local health service website/ email/ text/ post,1,1,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,1,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,Apple iMessage,1,1,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,“Broadsheets” such as The Times or Guardian,1,1,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,Weighted base,146,71*,75*,26**,22**,29**,28**,19**,19**,26**,44*,42*,27**,34**,15**,10**,11**,13**,15**,6**,3**,19**,20**,18**,12**,2**,126,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,Advertising,*,*,-,-,-,*,-,-,-,-,-,-,-,*,-,-,-,-,-,-,-,-,*,-,-,-,*,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,Other,14,10,4,1,1,3,1,5,2,2,4,4,4,3,1,-,1,1,1,3,-,3,1,3,-,*,12,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,NET: Broadcasters,13,9,4,3,3,2,3,1,1,4,8,1,3,1,2,1,-,-,1,1,-,1,3,2,2,-,11,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,NET: Non-BBC broadcasters,8,5,3,3,3,1,2,-,-,2,4,1,2,1,1,1,-,-,1,-,-,1,2,1,2,-,7,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,NET: BBC services,7,6,1,-,-,1,3,1,1,3,4,-,2,1,1,-,-,-,1,1,-,-,1,2,1,-,6,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,NET: Newspapers (printed and online),11,6,5,1,1,2,1,2,-,5,6,4,-,1,1,-,1,3,1,-,-,2,2,-,-,1,9,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,NET: Officials,2,2,-,-,-,-,1,-,-,1,1,-,1,1,-,-,-,-,1,-,-,-,-,1,1,-,2,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,NET: Social Media,87,35,51,19,18,16,21,8,12,11,24,27,14,21,11,7,6,11,11,1,3,8,10,11,7,1,72,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,NET: Facebook (Facebook and Facebook Messenger),56,18,38,12,11,10,13,6,8,8,18,14,7,17,10,6,4,4,7,1,2,6,6,5,5,-,44,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,NET: WhatsApp (WhatsApp and WhatsApp groups),7,4,3,1,1,1,3,-,1,1,5,-,1,*,-,-,1,-,1,-,-,-,5,-,-,-,7,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,NET: Closed groups,6,3,3,1,1,1,2,-,1,1,5,-,1,*,-,-,1,-,2,-,-,-,3,-,-,-,6,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,NET: Other online news sources,15,8,7,-,-,5,3,2,2,3,4,5,3,3,-,1,2,2,1,1,-,2,6,1,-,-,15,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,Weighted base,146,71*,75*,26**,22**,29**,28**,19**,19**,26**,44*,42*,27**,34**,15**,10**,11**,13**,15**,6**,3**,19**,20**,18**,12**,2**,126,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,NET: Family/friends/ local ppl,19,8,11,2,2,8,3,3,1,3,5,6,7,2,2,2,-,1,3,-,-,4,2,4,-,1,16,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,NET: Traditional media,25,16,9,4,4,4,3,4,2,7,13,5,4,2,2,1,1,3,3,1,-,2,5,2,3,1,21,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 6th to 8th November 2020,I don't know where the source is from,2,-,2,-,-,-,2,-,-,-,-,-,-,2,-,-,-,-,-,-,-,2,-,-,-,-,2,,,
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 4th to 6th December 2020,Unweighted base,118,56,62,14,14,30,19,25,7,23,31,38,18,31,13,2,11,7,10,6,7,8,24,21,7,2,96,7,53,32
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 4th to 6th December 2020,Weighted base,115*,50*,65*,15**,15**,28**,18**,30**,5**,20**,32**,31*,24**,28**,10**,2**,10**,6**,8**,7**,7**,7**,22**,21**,13**,2**,96*,13**,48*,32**
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 4th to 6th December 2020,Facebook,49,18,31,10,10,15,6,8,2,7,15,11,10,14,6,1,1,1,3,4,3,3,9,10,4,1,38,6,15,15
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 4th to 6th December 2020,Twitter,13,9,4,4,4,2,4,2,2,-,3,6,-,4,1,*,1,1,1,-,-,3,7,-,-,-,12,2,8,3
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 4th to 6th December 2020,Family and friends directly,12,5,7,2,2,1,2,4,-,3,6,2,1,3,1,-,-,3,-,1,3,-,4,1,-,-,9,-,5,3
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 4th to 6th December 2020,Search engine (e.g. Google),8,5,4,1,1,2,1,5,1,-,2,1,1,5,-,-,1,3,-,1,-,1,1,1,-,-,8,-,5,4
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 4th to 6th December 2020,People in your local area/neighbourhood,8,1,7,-,-,2,-,5,-,1,1,-,6,1,-,-,-,-,2,-,1,-,-,-,5,1,7,5,1,1
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 4th to 6th December 2020,WhatsApp group(s),8,7,1,1,1,3,1,1,-,2,6,2,-,-,-,-,2,1,1,1,-,1,1,2,-,-,8,-,5,3
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 4th to 6th December 2020,Websites or apps that bring together news from different news providers,7,2,5,-,-,2,-,4,-,1,1,1,3,2,1,-,-,1,*,-,-,-,*,2,3,-,6,-,5,1
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 4th to 6th December 2020,YouTube,6,4,2,-,-,1,3,2,-,1,1,1,2,2,1,-,-,-,1,-,-,1,2,2,-,-,6,1,4,1
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 4th to 6th December 2020,Unspecified social media,6,1,5,1,1,1,-,1,-,3,2,2,-,2,*,-,1,*,1,-,-,-,2,-,1,-,6,-,3,3
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 4th to 6th December 2020,Instagram,6,5,1,1,1,3,1,1,-,-,4,2,-,-,-,-,2,1,1,-,1,-,1,1,-,-,5,-,1,4
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 4th to 6th December 2020,Weighted base,115*,50*,65*,15**,15**,28**,18**,30**,5**,20**,32**,31*,24**,28**,10**,2**,10**,6**,8**,7**,7**,7**,22**,21**,13**,2**,96*,13**,48*,32**
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 4th to 6th December 2020,Direct from World Health Organisation (WHO) website/ email/ text/ post,4,2,3,3,3,-,1,-,-,-,3,1,-,-,-,-,1,-,-,-,-,-,1,-,3,-,4,3,-,1
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 4th to 6th December 2020,Snapchat,3,3,-,2,2,-,1,-,-,-,-,-,1,2,-,-,1,-,-,-,-,-,2,1,-,-,3,3,-,1
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 4th to 6th December 2020,WhatsApp,3,3,-,1,1,3,-,-,-,-,3,-,1,-,-,-,2,-,1,-,-,-,-,-,-,-,3,-,-,3
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 4th to 6th December 2020,Email,3,1,2,-,-,1,-,*,-,2,2,1,-,-,-,-,-,-,-,-,2,-,*,1,-,-,1,1,-,-
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 4th to 6th December 2020,ITV,3,3,-,1,1,1,-,1,-,1,1,1,1,1,-,-,-,-,-,1,-,1,1,1,-,-,3,1,2,-
Table 100,Q10c. Source of theory that the origin or cause of Coronavirus is in some way linked to 5G technology reported as true,ONLINE Fieldwork: 4th to 6th December 2020,Direct from UK Government website/ email/ text/ post,3,-,3,3,3,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,3,3,-,-
