table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 120,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,Unweighted base,2100,1015,1085,267,236,294,323,383,336,497,613,633,319,535,176,86,203,160,183,166,113,193,307,302,145,66,1745,,,
Table 120,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,Weighted base,2100,1027,1073,290,248,351,325,361,302,471,571,592,426,510,175,84*,232,171,183,151,100*,198,277,287,179,63*,1762,,,
Table 120,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,NET: Top 2 box,683,298,384,99,93,141,105,101,94,143,184,176,148,174,62,28,83,59,71,35,34,51,109,91,43,18,569,,,
Table 120,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,5 - Very concerned,254,100,154,35,30,43,40,33,36,66,73,54,51,76,30,7,29,19,17,14,21,21,40,39,13,4,199,,,
Table 120,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,4,429,199,230,64,63,98,65,68,58,76,112,121,98,98,33,22,54,39,54,21,13,29,69,52,29,13,370,,,
Table 120,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,3,621,298,323,93,80,119,116,107,86,100,163,188,127,143,43,22,70,49,41,47,27,72,86,89,57,18,533,,,
Table 120,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,2,375,194,181,65,53,53,52,70,54,81,107,97,75,96,32,12,43,26,35,33,18,32,40,52,35,16,309,,,
Table 120,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,1 - Not at all concerned,421,237,185,32,23,38,52,83,69,147,117,131,76,97,37,21,36,37,37,36,21,42,42,55,45,11,352,,,
Table 120,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,NET: Bottom 2 box,796,431,366,97,76,91,104,153,122,228,224,228,151,193,69,33,79,64,72,68,39,74,82,107,80,27,660,,,
Table 120,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,Mean,2.87,2.74,2.99,3.02,3.1,3.15,2.97,2.72,2.8,2.65,2.85,2.78,2.93,2.92,2.92,2.77,2.98,2.87,2.89,2.63,2.94,2.77,3.09,2.89,2.61,2.73,2.86,,,
Table 120,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 12th to 14th February 2021,Standard deviation Standard error,1.29,1.27,1.28,1.17,1.15,1.16,1.22,1.26,1.31,1.42,1.3,1.25,1.26,1.32,1.38,1.3,1.24,1.3,1.29,1.24,1.41,1.25,1.26,1.29,1.23,1.19,1.27,,,
Table 109,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,Unweighted base,2120,1031,1089,252,219,339,351,389,311,478,605,573,429,513,,,,,,,,,,,,,,,,
Table 109,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,Weighted base,2120,1037,1083,292,251,354,328,365,305,475,577,598,430,515,,,,,,,,,,,,,,,,
Table 109,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,NET: Top 2 box,828,381,447,110,101,148,129,142,125,176,197,231,198,202,,,,,,,,,,,,,,,,
Table 109,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,5 - Very concerned,314,135,179,40,36,52,54,56,46,67,65,72,84,94,,,,,,,,,,,,,,,,
Table 109,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,4,514,246,268,69,65,96,75,86,79,110,132,159,115,109,,,,,,,,,,,,,,,,
Table 109,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,3,681,323,358,99,79,121,113,112,95,141,185,194,138,165,,,,,,,,,,,,,,,,
Table 109,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,2,339,171,168,61,52,47,51,49,43,88,108,95,61,75,,,,,,,,,,,,,,,,
Table 109,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,1 - Not at all concerned,271,161,110,23,19,38,35,62,43,70,87,78,33,73,,,,,,,,,,,,,,,,
Table 109,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,NET: Bottom 2 box,610,332,278,84,71,85,86,111,86,158,195,173,94,148,,,,,,,,,,,,,,,,
Table 109,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,Mean,3.12,3.02,3.22,3.15,3.19,3.22,3.18,3.07,3.13,3.03,2.97,3.09,3.36,3.15,,,,,,,,,,,,,,,,
Table 109,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 7th to 9th August 2020,Standard deviation Standard error,1.22,1.24,1.19,1.14,1.15,1.17,1.2,1.29,1.24,1.25,1.21,1.19,1.17,1.28,,,,,,,,,,,,,,,,
Table 111,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,Unweighted base,2189,1062,1127,268,237,337,362,371,330,521,627,625,385,552,196,87,242,172,200,169,101,199,293,277,187,66,1826,,,
Table 111,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,Weighted base,2189,1070,1119,302,261,365,339,376,315,491,595,617,444,532,183,87*,242,178,191,157,104*,206,289,299,187,66*,1837,,,
Table 111,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,NET: Top 2 box,808,372,436,100,92,153,107,156,102,190,211,224,186,187,61,38,92,60,72,67,40,68,110,109,60,30,677,,,
Table 111,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,5 - Very concerned,304,141,163,36,33,48,35,60,44,81,77,83,61,82,26,13,26,27,30,29,16,24,53,31,20,8,255,,,
Table 111,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,4,504,231,273,64,59,105,72,95,58,109,134,141,124,105,35,25,66,33,42,38,24,45,56,78,40,22,422,,,
Table 111,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,3,665,302,363,102,85,123,108,101,92,140,162,185,140,178,67,21,78,58,63,35,33,70,87,76,65,12,553,,,
Table 111,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,2,369,193,176,51,41,52,59,57,66,83,121,99,61,89,32,15,44,30,27,27,16,32,42,64,30,10,311,,,
Table 111,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,1 - Not at all concerned,347,203,144,49,43,38,65,63,55,78,102,109,58,77,23,13,27,31,29,28,15,36,49,50,32,13,296,,,
Table 111,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,NET: Bottom 2 box,716,396,320,100,84,90,124,120,121,161,223,208,119,167,55,28,72,61,56,55,31,67,92,115,62,24,607,,,
Table 111,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,Mean,3.02,2.92,3.12,2.96,2.99,3.2,2.87,3.09,2.91,3.07,2.94,2.98,3.16,3.05,3.05,3.13,3.08,2.97,3.09,3.09,3.1,2.95,3.08,2.92,2.92,3.01,3.02,,,
Table 111,Q10k. To what extent are you concerned or not concerned about the following statements? - The amount of false or misleading information you may be getting about Coronavirus,ONLINE Fieldwork: 9th to 11th October 2020,Standard deviation Standard error,1.26,1.29,1.22,1.23,1.25,1.15,1.25,1.31,1.28,1.3,1.28,1.28,1.21,1.25,1.2,1.29,1.16,1.28,1.27,1.37,1.26,1.24,1.33,1.25,1.22,1.35,1.26,,,
