table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),18-24 (d),25-34 (e),35-44 (f),45-54 (g),55-64 (h),65+ (i)
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 29th to 31st May 2020,“Red-top tabloids” such as The Sun or Mirror ( online ),6,3,3,2,-,1,-,*,*,2,2,3,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 29th to 31st May 2020,Magazines,5,2,3,-,-,1,2,*,-,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 29th to 31st May 2020,Apple iMessage,5,3,2,-,-,2,2,1,-,-,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 29th to 31st May 2020,Community radio,5,1,4,1,1,2,2,-,-,-,1,-,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 29th to 31st May 2020,Celebrity and/or social media influencer,5,3,2,4,3,-,1,-,-,-,2,1,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 29th to 31st May 2020,"Smart speaker (e.g. Amazon Echo, Google Home)",3,2,1,-,-,1,1,2,-,-,-,-,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 29th to 31st May 2020,"Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox etc",3,2,1,-,-,-,-,3,-,-,1,1,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 29th to 31st May 2020,UTV,3,3,-,1,1,-,-,1,-,1,2,-,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 29th to 31st May 2020,ITV Wales,2,-,2,2,1,-,-,-,-,-,2,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 29th to 31st May 2020,Weighted base,2072,1011,1061,285,246,343,316,360,301,468,565,590,421,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 29th to 31st May 2020,Direct from Wales Government website/ email/ text/ post,2,1,1,2,1,-,-,-,-,-,1,1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 29th to 31st May 2020,Direct from Northern Ireland Government website/ email/ text/ post,2,1,1,-,-,1,-,1,-,1,1,-,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 29th to 31st May 2020,“Red-top tabloids” such as The Sun or Daily Mirror ( printed ),1,1,1,-,-,1,-,-,1,-,-,1,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 29th to 31st May 2020,Cool FM,1,-,1,1,1,-,-,-,-,-,1,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 29th to 31st May 2020,S4C,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 29th to 31st May 2020,BBC Alba,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 29th to 31st May 2020,RTÉ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 29th to 31st May 2020,Other,5,3,2,1,1,-,2,-,-,1,2,-,-,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 29th to 31st May 2020,NET: Broadcasters,385,181,205,79,68,82,52,56,42,74,104,113,81,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 29th to 31st May 2020,NET: Non-BBC broadcasters,122,63,59,22,18,28,17,21,13,21,27,31,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 29th to 31st May 2020,NET: BBC services,323,147,176,70,59,66,42,45,36,64,97,93,64,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 29th to 31st May 2020,Weighted base,2072,1011,1061,285,246,343,316,360,301,468,565,590,421,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 29th to 31st May 2020,NET: Newspapers (printed and online),45,26,19,5,2,10,7,7,5,12,21,17,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 29th to 31st May 2020,NET: Officials,186,80,106,30,22,42,33,33,25,22,59,50,37,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 29th to 31st May 2020,NET: Social Media,84,49,35,21,18,22,24,11,4,2,22,25,17,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 29th to 31st May 2020,NET: Facebook (Facebook and Facebook Messenger),43,21,22,6,6,12,15,7,2,1,9,17,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 29th to 31st May 2020,NET: WhatsApp (WhatsApp and WhatsApp groups),22,13,9,1,1,5,11,2,-,3,7,6,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 29th to 31st May 2020,NET: Closed groups,14,9,5,3,3,4,5,1,-,1,5,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 29th to 31st May 2020,NET: Other online news sources,38,22,17,13,10,7,10,6,*,1,17,7,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 29th to 31st May 2020,NET: Family/friends/ local ppl,91,42,49,24,20,15,16,13,7,16,22,26,18,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 29th to 31st May 2020,NET: Traditional media,405,193,211,82,71,86,58,59,43,77,110,120,84,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 84,Q6. Altered behaviour over last week,ONLINE Fieldwork: 29th to 31st May 2020,None of them have made me alter my behaviour,1467,723,744,170,148,205,208,264,244,376,399,416,305,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,2058,1020,1038,259,227,331,323,330,303,512,580,540,420,518,193,77,241,149,165,162,104,214,285,236,171,61,338,891,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2058,1006,1051,281,239,341,315,357,297,466,564,584,415,494,173,82*,227,169,178,147,99*,195,272,278,176,63*,327,830,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,BBC - TV,225,116,109,37,35,37,31,36,40,44,73,56,47,49,10,17,23,17,18,16,9,28,30,31,22,3,26,109,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Direct from UK Government website/ email/ text/ post,90,38,53,20,15,16,19,11,15,9,32,28,16,15,1,11,9,11,4,6,3,13,10,10,10,1,19,34,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,BBC - Online/ app,76,40,37,20,20,12,13,21,8,3,32,26,10,8,4,5,9,6,7,5,2,7,9,14,8,1,17,32,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Family and friends directly,70,22,48,16,14,13,5,14,6,15,19,15,17,19,2,2,15,3,3,5,4,7,13,7,6,1,6,29,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Direct from NHS website/ email/ text/ post,70,28,42,19,15,15,11,5,10,10,35,15,7,12,3,8,10,7,4,4,1,6,10,10,5,1,14,30,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Sky,54,32,21,5,5,13,13,13,3,5,11,17,17,9,2,7,3,7,3,2,1,2,15,9,1,2,11,27,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,ITV,48,22,26,8,6,6,5,11,9,10,9,13,17,10,2,3,9,4,2,1,1,2,18,4,1,1,4,25,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,BBC - Radio,46,26,20,7,7,7,5,6,10,11,13,18,8,6,3,4,3,6,2,2,1,6,4,4,8,3,12,18,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Facebook,36,21,16,2,2,13,5,9,5,3,10,11,4,11,1,2,4,3,3,3,-,2,5,6,3,5,9,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2058,1006,1051,281,239,341,315,357,297,466,564,584,415,494,173,82*,227,169,178,147,99*,195,272,278,176,63*,327,830,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Twitter,30,20,11,7,6,7,6,6,2,2,14,9,3,4,1,1,7,4,1,2,1,2,4,7,-,-,9,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Official scientists,29,18,11,3,3,5,7,5,3,5,9,9,6,4,4,3,2,4,2,3,1,3,3,3,2,-,4,16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Channel 4,27,12,14,5,5,4,7,5,1,5,6,10,6,5,-,1,2,1,1,1,2,-,9,5,3,2,3,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Direct from Local council website/ email/ text/ post,24,11,13,3,1,7,5,2,2,6,5,8,3,8,-,4,-,7,4,1,-,*,4,3,1,-,2,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Search engine (e.g. Google),24,10,14,3,3,6,4,4,3,5,5,7,6,6,-,1,3,3,1,2,2,1,3,6,2,-,3,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,“Broadsheets” such as The Times or Guardian ( online ),21,11,10,3,3,4,1,2,5,7,11,5,4,2,-,1,4,1,3,-,-,1,5,3,4,-,1,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Direct from Local health service website/ email/ text/ post,21,9,12,5,3,8,1,3,4,1,10,7,2,2,1,2,4,5,4,-,-,2,1,1,-,2,4,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Direct from World Health Organisation (WHO) website/ email/ text/ post,18,5,13,4,3,5,7,-,-,1,8,4,3,4,1,3,1,1,1,2,2,2,2,1,3,-,6,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,WhatsApp,17,11,6,4,4,6,2,2,2,1,9,6,1,1,-,-,4,-,1,2,-,-,5,3,*,1,2,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,YouTube,17,14,3,3,3,6,5,2,2,-,5,4,3,5,-,-,2,-,-,3,1,2,6,3,1,-,2,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Commercial Radio,17,12,5,3,2,3,1,1,8,1,2,6,5,4,-,-,4,-,-,1,1,1,5,4,1,-,2,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2058,1006,1051,281,239,341,315,357,297,466,564,584,415,494,173,82*,227,169,178,147,99*,195,272,278,176,63*,327,830,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Websites or apps that bring together news from different news providers,17,4,12,5,5,3,4,1,3,1,8,3,2,3,1,1,-,-,2,2,1,-,4,4,1,-,1,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Direct from Scotland Government website/ email/ text/ post,15,7,8,1,1,4,4,2,2,1,6,7,2,1,15,-,-,-,-,-,-,-,-,-,-,-,8,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,“Broadsheets” such as The Times or Guardian,13,4,9,-,-,-,2,3,1,7,6,6,1,-,2,-,2,-,-,1,-,3,1,3,1,-,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Email,13,11,2,3,3,5,1,2,-,3,6,4,1,2,-,-,-,2,4,1,-,-,4,3,-,-,6,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,STV,10,5,6,2,2,1,1,1,3,3,2,2,2,5,10,-,-,-,-,-,-,-,-,-,-,-,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Other,10,6,4,2,2,1,1,2,1,3,2,5,2,*,1,1,1,1,1,-,-,-,1,1,2,-,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Facebook messenger,9,7,2,2,2,3,1,1,2,-,3,1,2,3,-,-,1,-,-,1,-,-,4,1,1,1,2,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Channel 5,9,7,2,-,-,2,3,1,-,2,1,2,5,1,1,1,-,1,1,1,1,1,1,2,-,-,1,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,“Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),8,5,3,2,2,1,1,2,-,2,3,1,3,2,1,1,2,-,1,-,-,*,2,-,-,1,-,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,People in your local area/neighbourhood,8,6,1,-,-,1,2,1,-,4,2,2,1,3,1,-,-,1,-,1,2,-,1,3,-,-,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2058,1006,1051,281,239,341,315,357,297,466,564,584,415,494,173,82*,227,169,178,147,99*,195,272,278,176,63*,327,830,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Advertising,8,5,3,4,4,3,1,-,-,-,2,3,-,2,-,-,-,-,-,1,1,1,3,2,-,-,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Instagram,8,4,4,1,1,3,2,-,1,-,2,3,1,2,1,-,4,-,1,2,-,1,-,-,-,-,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Magazines,6,4,2,-,-,4,1,-,1,-,3,2,-,1,1,1,-,-,-,1,-,-,3,-,-,-,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,“Red-top tabloids” such as The Sun or Daily Mirror ( printed ),5,3,2,-,-,3,1,-,2,-,-,1,3,1,-,-,3,-,1,-,-,-,1,-,-,-,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,“Mid-market tabloids” such as MailOnline or Express ( online ),5,2,3,1,1,1,-,2,1,-,1,1,2,1,-,-,-,-,1,-,-,1,1,1,-,-,*,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Celebrity and/or social media influencer,5,3,2,2,-,2,1,-,-,-,2,2,1,-,1,1,-,-,-,-,2,-,-,1,-,-,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,WhatsApp group(s),5,3,2,-,-,2,1,-,1,1,1,4,-,-,-,-,-,-,1,-,1,-,3,-,-,-,-,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Podcasts,5,2,2,-,-,3,1,1,-,-,1,2,1,1,-,-,-,1,-,-,-,-,1,3,-,-,-,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,ITV Wales,4,1,3,2,1,-,-,1,-,1,1,-,1,2,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,UTV,4,1,3,-,-,2,-,2,-,-,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,4,1,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Community radio,4,4,-,-,-,1,-,-,-,3,-,2,1,-,-,-,-,-,-,-,-,1,2,-,1,-,1,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2058,1006,1051,281,239,341,315,357,297,466,564,584,415,494,173,82*,227,169,178,147,99*,195,272,278,176,63*,327,830,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,"Websites/apps of online news organisations like Buzzfeed, Huffington Post, Vice, etc.",4,3,1,-,-,1,1,1,-,1,2,-,-,1,-,-,-,1,-,1,1,-,-,-,1,-,-,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,"Smart speaker (e.g. Amazon Echo, Google Home)",4,4,-,-,-,1,1,-,1,-,1,1,1,1,-,1,1,-,1,-,-,-,1,-,-,-,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,“Red-top tabloids” such as The Sun or Mirror ( online ),3,2,1,-,-,2,-,-,2,-,1,-,2,1,-,-,-,-,-,-,-,2,1,1,-,-,-,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Direct from Northern Ireland Government website/ email/ text/ post,3,2,1,-,-,-,1,2,-,-,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Snapchat,3,2,1,2,2,1,-,-,-,-,1,1,-,1,-,-,1,-,1,-,-,-,-,1,-,-,-,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Direct from Wales Government website/ email/ text/ post,2,2,-,1,1,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,S4C,2,2,-,-,-,-,-,-,-,2,1,-,1,-,-,-,-,-,-,-,2,-,-,-,-,-,-,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Cool FM,1,-,1,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
