table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),18-24 (d),25-34 (e),35-44 (f),45-54 (g),55-64 (h),65+ (i)
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,RTÉ,1,1,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,"Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox etc",1,1,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2058,1006,1051,281,239,341,315,357,297,466,564,584,415,494,173,82*,227,169,178,147,99*,195,272,278,176,63*,327,830,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Apple iMessage,1,1,-,-,-,-,1,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,BBC Alba,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,None of them have made me alter my behaviour,1507,730,777,173,147,230,230,267,221,386,390,423,312,383,134,53,165,128,130,108,78,144,182,201,134,50,239,580,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Broadcasters,354,173,181,68,63,57,52,68,52,58,113,98,75,69,23,23,39,29,27,22,14,35,54,50,27,10,54,161,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Non-BBC broadcasters,124,63,62,20,17,22,20,28,15,19,27,36,35,27,12,10,14,11,4,4,6,5,32,14,4,8,18,62,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,NET: BBC services,286,146,140,52,50,46,41,52,45,50,99,80,54,53,16,18,30,21,26,20,12,34,38,41,25,5,44,129,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Newspapers (printed and online),45,23,22,4,4,6,4,8,10,13,18,13,10,4,2,1,9,1,5,1,-,6,8,6,5,1,4,19,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Officials,181,84,97,39,30,37,30,22,26,27,67,56,32,27,18,14,21,17,11,13,5,18,24,18,16,5,34,76,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Social Media,73,44,29,12,11,20,12,15,9,6,26,25,7,14,3,3,14,6,5,5,1,4,13,11,4,5,16,34,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Facebook (Facebook and Facebook Messenger),38,22,16,3,3,13,5,9,5,3,11,11,5,11,1,2,4,3,3,3,-,2,6,6,3,5,9,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,NET: WhatsApp (WhatsApp and WhatsApp groups),19,12,6,4,4,6,2,2,3,2,9,7,1,1,-,-,4,-,1,2,1,-,6,3,*,1,2,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2058,1006,1051,281,239,341,315,357,297,466,564,584,415,494,173,82*,227,169,178,147,99*,195,272,278,176,63*,327,830,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Closed groups,13,10,3,2,2,3,2,1,3,1,5,4,2,3,-,-,1,-,1,1,1,-,6,1,1,1,2,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Other online news sources,21,8,13,5,5,4,5,1,3,3,11,3,2,4,1,1,-,1,2,4,1,-,5,4,2,-,1,13,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Family/friends/ local ppl,73,25,48,16,14,13,7,14,6,16,19,15,17,22,3,2,15,3,3,6,4,7,13,9,6,1,6,30,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 244,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Traditional media,381,192,190,70,65,63,55,72,59,62,121,108,79,74,25,23,43,29,32,23,14,37,62,54,27,10,59,178,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,2058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761,1021,1578,636,720,808,178,613,163,163,562,625,1859,35,687,244,99,829,654,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1752,1015,1563,620,724,814,182,617,156,163,565,620,1854,32*,682,244,99*,803,671,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,BBC - TV,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,122,225,71,85,101,27,81,27,25,78,94,225,-,163,12,3,108,62,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Direct from UK Government website/ email/ text/ post,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,50,71,39,90,52,15,40,15,14,41,48,84,1,18,9,38,50,19,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,BBC - Online/ app,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,33,76,30,36,40,12,26,18,14,21,37,76,-,17,48,2,40,21,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Family and friends directly,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,39,58,33,31,43,14,32,11,8,24,70,63,1,24,8,3,42,14,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Direct from NHS website/ email/ text/ post,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,43,55,27,70,42,13,37,16,13,30,38,63,-,12,6,8,45,16,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Sky,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,54,36,12,21,27,14,21,8,6,11,24,54,-,8,2,-,25,13,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,ITV,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,48,34,13,18,24,7,16,10,8,11,24,48,-,18,1,1,18,13,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,BBC - Radio,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,19,46,21,27,29,11,25,7,5,25,26,46,1,22,4,2,26,13,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1752,1015,1563,620,724,814,182,617,156,163,565,620,1854,32*,682,244,99*,803,671,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Facebook,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,13,22,11,18,36,13,36,12,10,7,16,30,-,8,1,3,18,9,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Twitter,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,11,21,17,16,30,4,16,9,7,9,15,26,1,3,6,1,18,6,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Official scientists,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,14,18,16,29,19,9,17,9,4,9,14,24,3,5,1,3,17,5,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Channel 4,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,27,20,10,12,18,6,17,5,3,10,19,27,-,11,1,-,9,7,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Direct from Local council website/ email/ text/ post,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,12,19,14,24,13,7,13,6,7,9,12,20,-,7,1,3,9,9,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Search engine (e.g. Google),24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,14,13,11,15,19,6,16,6,8,12,10,18,-,5,1,2,11,4,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,“Broadsheets” such as The Times or Guardian ( online ),21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,9,20,21,14,16,4,12,3,4,10,11,21,1,6,2,-,15,3,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Direct from Local health service website/ email/ text/ post,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,8,12,9,21,14,3,12,4,6,7,8,14,-,2,-,2,12,6,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1752,1015,1563,620,724,814,182,617,156,163,565,620,1854,32*,682,244,99*,803,671,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Direct from World Health Organisation (WHO) website/ email/ text/ post,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,11,13,7,18,12,4,9,3,3,7,10,18,-,2,3,5,10,6,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,WhatsApp,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,11,11,7,10,17,7,13,17,9,7,7,16,-,5,-,1,11,6,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,YouTube,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,7,4,3,13,17,9,5,3,3,5,10,-,2,1,-,7,6,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Commercial Radio,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,8,11,5,5,12,4,9,2,4,6,7,17,-,4,-,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Websites or apps that bring together news from different news providers,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,7,11,5,10,10,6,7,7,3,17,9,13,-,3,1,1,5,8,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Direct from Scotland Government website/ email/ text/ post,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,7,11,9,15,11,3,8,3,5,9,9,13,-,2,4,-,11,1,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,“Broadsheets” such as The Times or Guardian,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,9,10,13,8,7,-,7,2,1,6,7,13,1,4,-,-,8,3,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Email,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,8,3,7,5,3,4,2,2,4,8,9,-,2,3,-,9,3,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1752,1015,1563,620,724,814,182,617,156,163,565,620,1854,32*,682,244,99*,803,671,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,STV,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,9,2,1,5,1,5,-,-,2,5,10,-,4,1,-,4,2,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Other,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,7,5,6,5,1,4,2,2,4,4,8,-,1,-,1,6,3,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Facebook messenger,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,4,1,3,9,6,9,7,9,1,-,8,-,1,-,-,5,1,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Channel 5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,8,3,3,5,3,3,4,1,4,6,9,-,4,1,-,3,5,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,“Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,7,8,7,7,2,4,2,2,4,7,8,-,2,-,-,5,1,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,People in your local area/neighbourhood,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,3,4,1,3,1,1,3,8,8,-,2,-,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Advertising,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,1,4,4,1,3,2,2,1,2,8,-,3,-,-,4,3,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Instagram,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,2,5,8,2,3,3,2,2,3,6,-,1,-,-,2,3,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1752,1015,1563,620,724,814,182,617,156,163,565,620,1854,32*,682,244,99*,803,671,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Magazines,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,2,4,3,3,3,3,2,-,1,6,-,2,1,-,5,-,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,“Red-top tabloids” such as The Sun or Daily Mirror ( printed ),5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,5,5,3,4,1,2,1,2,1,3,5,-,1,-,-,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,“Mid-market tabloids” such as MailOnline or Express ( online ),5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,5,2,3,3,3,1,1,3,4,5,-,3,-,-,2,1,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Celebrity and/or social media influencer,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,-,2,-,-,-,-,-,-,1,2,-,1,1,-,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,WhatsApp group(s),5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,4,4,5,4,2,3,5,5,3,3,5,-,1,-,-,4,-,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Podcasts,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,4,2,4,3,4,4,2,1,3,4,-,2,-,-,3,2,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,ITV Wales,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,2,1,-,-,-,-,-,2,2,4,-,1,-,-,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,UTV,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,2,2,2,-,2,-,-,2,2,4,-,1,-,-,2,1,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Community radio,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,2,1,2,1,1,1,1,1,2,4,-,2,-,-,1,-,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1752,1015,1563,620,724,814,182,617,156,163,565,620,1854,32*,682,244,99*,803,671,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,"Websites/apps of online news organisations like Buzzfeed, Huffington Post, Vice, etc.",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,-,-,1,1,1,1,1,4,-,2,-,2,-,-,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,"Smart speaker (e.g. Amazon Echo, Google Home)",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,2,1,2,1,2,1,2,2,-,-,-,-,2,-,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,“Red-top tabloids” such as The Sun or Mirror ( online ),3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,1,2,1,1,1,-,2,2,3,-,3,1,-,1,2,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Direct from Northern Ireland Government website/ email/ text/ post,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,1,3,1,-,1,-,-,1,2,3,-,-,-,-,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Snapchat,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,-,1,3,2,1,-,-,-,-,1,-,-,-,-,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Direct from Wales Government website/ email/ text/ post,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,1,1,1,1,2,-,1,-,-,2,-,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,S4C,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,1,-,1,1,1,1,2,2,-,-,-,-,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Cool FM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,-,-,-,1,-,1,-,-,-,-,1,-,-,-,-,1,-,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,RTÉ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,1,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1752,1015,1563,620,724,814,182,617,156,163,565,620,1854,32*,682,244,99*,803,671,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,"Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox etc",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,1,1,-,1,-,-,-,1,1,1,1,-,-,-,1,-,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Apple iMessage,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,-,-,1,1,1,1,1,-,-,-,-,1,-,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,BBC Alba,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,None of them have made me alter my behaviour,1507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1285,745,1154,446,467,541,96,410,79,91,397,403,1363,27,502,182,60,530,525,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Broadcasters,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,207,314,101,131,163,48,128,46,45,107,151,354,1,170,53,6,173,97,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Non-BBC broadcasters,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,124,84,32,45,63,22,51,19,17,29,61,124,-,34,2,1,53,27,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,NET: BBC services,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,139,286,87,107,133,37,102,36,33,94,120,286,1,167,52,5,142,83,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Newspapers (printed and online),45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,26,40,45,30,30,8,22,6,7,19,25,45,2,13,2,-,25,9,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Officials,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,88,129,75,181,106,31,85,33,30,70,89,155,3,28,15,39,99,43,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,2058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1752,1015,1563,620,724,814,182,617,156,163,565,620,1854,32*,682,244,99*,803,671,,,,,,,,,,,,,,,,,,,,,,,,
Table 245,Q6. Altered behaviour over last week,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Social Media,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,31,49,25,36,73,17,49,27,19,19,33,62,1,14,7,3,40,17,,,,,,,,,,,,,,,,,,,,,,,,
