table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 128,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 12th to 14th February 2021,Slightly disagree   (-1),192,73,119,36,32,49,27,21,31,29,47,60,36,49,15,14,23,16,15,15,6,8,22,35,15,9,162,,,
Table 128,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 12th to 14th February 2021,Strongly disagree   (-2),66,25,40,8,8,14,11,12,13,9,15,9,20,21,5,4,6,7,5,6,2,5,14,6,5,2,57,,,
Table 128,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 12th to 14th February 2021,NET: Disagree,258,98,159,44,40,63,37,33,43,37,62,70,56,70,20,19,28,22,19,21,9,13,36,41,20,10,219,,,
Table 128,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 12th to 14th February 2021,Mean,0.74,0.86,0.63,0.58,0.55,0.5,0.68,0.81,0.81,0.96,0.84,0.77,0.69,0.65,0.78,0.48,0.77,0.69,0.79,0.6,0.84,0.88,0.69,0.73,0.83,0.69,0.73,,,
Table 128,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 12th to 14th February 2021,Standard deviation Standard error,1.02,0.98,1.05,0.99,1.01,1.07,1,1,1.1,0.93,1,0.99,1.05,1.06,0.99,1.15,1.01,1.06,0.98,0.99,0.98,0.91,1.07,1.03,1.04,1.1,1.03,,,
Table 117,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 7th to 9th August 2020,Unweighted base,2120,1031,1089,252,219,339,351,389,311,478,605,573,429,513,,,,,,,,,,,,,,,,
Table 117,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 7th to 9th August 2020,Weighted base,2120,1037,1083,292,251,354,328,365,305,475,577,598,430,515,,,,,,,,,,,,,,,,
Table 117,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 7th to 9th August 2020,NET: Agree,1106,593,513,154,135,173,156,191,164,267,317,298,226,264,,,,,,,,,,,,,,,,
Table 117,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 7th to 9th August 2020,Strongly agree      (+2),287,163,125,38,34,37,42,49,40,83,93,82,50,63,,,,,,,,,,,,,,,,
Table 117,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 7th to 9th August 2020,Slightly agree      (+1),818,430,388,116,101,136,115,142,124,184,224,216,177,201,,,,,,,,,,,,,,,,
Table 117,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 7th to 9th August 2020,Neither agree nor    (0) disagree,555,256,299,85,71,105,88,93,76,107,135,172,108,139,,,,,,,,,,,,,,,,
Table 117,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 7th to 9th August 2020,Slightly disagree   (-1),334,132,202,45,40,48,65,57,50,69,85,98,66,85,,,,,,,,,,,,,,,,
Table 117,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 7th to 9th August 2020,Strongly disagree   (-2),125,56,69,8,6,26,19,24,15,32,39,29,30,27,,,,,,,,,,,,,,,,
Table 117,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 7th to 9th August 2020,NET: Disagree,459,188,272,53,45,75,84,81,65,101,124,127,96,112,,,,,,,,,,,,,,,,
Table 117,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 7th to 9th August 2020,Mean,0.38,0.49,0.27,0.45,0.47,0.31,0.29,0.37,0.4,0.45,0.43,0.37,0.35,0.37,,,,,,,,,,,,,,,,
Table 117,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 7th to 9th August 2020,Standard deviation Standard error,1.09,1.07,1.09,0.99,0.99,1.07,1.1,1.1,1.06,1.14,1.13,1.06,1.09,1.06,,,,,,,,,,,,,,,,
Table 119,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 9th to 11th October 2020,Unweighted base,2189,1062,1127,268,237,337,362,371,330,521,627,625,385,552,196,87,242,172,200,169,101,199,293,277,187,66,1826,,,
Table 119,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 9th to 11th October 2020,Weighted base,2189,1070,1119,302,261,365,339,376,315,491,595,617,444,532,183,87*,242,178,191,157,104*,206,289,299,187,66*,1837,,,
Table 119,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 9th to 11th October 2020,NET: Agree,1146,618,528,168,145,172,174,186,172,275,354,318,217,258,97,45,124,95,99,73,54,110,149,163,105,32,963,,,
Table 119,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 9th to 11th October 2020,Strongly agree      (+2),284,177,107,41,32,39,44,44,47,71,88,79,68,50,26,7,25,25,26,18,18,26,40,41,25,7,234,,,
Table 119,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 9th to 11th October 2020,Slightly agree      (+1),862,441,421,127,113,133,130,142,125,205,266,239,149,208,70,38,99,70,73,55,37,83,109,122,80,25,730,,,
Table 119,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 9th to 11th October 2020,Neither agree nor    (0) disagree,562,257,305,79,70,104,97,116,74,93,111,158,140,153,46,16,63,55,58,42,25,57,74,67,47,12,480,,,
Table 119,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 9th to 11th October 2020,Slightly disagree   (-1),336,126,209,47,38,60,39,55,43,92,89,97,69,80,26,21,40,19,22,29,18,30,48,42,23,18,273,,,
Table 119,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 9th to 11th October 2020,Strongly disagree   (-2),145,69,76,8,8,29,29,20,27,31,42,44,18,41,13,5,15,10,12,13,7,9,17,27,12,3,121,,,
Table 119,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 9th to 11th October 2020,NET: Disagree,480,195,285,55,46,90,68,75,70,123,131,141,87,121,40,26,55,28,34,42,25,39,65,69,35,22,394,,,
Table 119,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 9th to 11th October 2020,Mean,0.37,0.5,0.25,0.48,0.47,0.25,0.35,0.36,0.39,0.39,0.45,0.34,0.41,0.27,0.38,0.24,0.33,0.46,0.41,0.23,0.39,0.43,0.37,0.36,0.44,0.2,0.37,,,
Table 119,Q12. To what extent do you agree or disagree with the following statements? I feel confident that I understand the statistics and data used to provide the number of Coronavirus cases,ONLINE Fieldwork: 9th to 11th October 2020,Standard deviation Standard error,1.09,1.1,1.08,1,0.99,1.1,1.11,1.04,1.15,1.13,1.12,1.11,1.05,1.07,1.12,1.09,1.07,1.04,1.07,1.13,1.15,1.03,1.1,1.15,1.07,1.12,1.09,,,
