date,area_type,area_code,area_name,metric,metric_name,value
2020-06-19,region,E12000005,West Midlands,newCasesBySpecimenDate,New cases by specimen date,53.0
2020-06-19,region,E12000001,North East,newCasesBySpecimenDate,New cases by specimen date,16.0
2020-06-19,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,75.0
2020-06-19,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,38.0
2020-06-19,region,E12000009,South West,newCasesBySpecimenDate,New cases by specimen date,24.0
2020-06-19,region,E12000003,Yorkshire and The Humber,newCasesBySpecimenDate,New cases by specimen date,203.0
2020-06-20,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,31.0
2020-06-20,region,E12000005,West Midlands,newCasesBySpecimenDate,New cases by specimen date,48.0
2020-06-20,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,29.0
2020-06-20,region,E12000008,South East,newCasesBySpecimenDate,New cases by specimen date,64.0
2020-06-20,region,E12000001,North East,newCasesBySpecimenDate,New cases by specimen date,16.0
2020-06-20,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,141.0
2020-06-20,region,E12000002,North West,newCasesBySpecimenDate,New cases by specimen date,117.0
2020-06-20,region,E12000009,South West,newCasesBySpecimenDate,New cases by specimen date,8.0
2020-06-20,region,E12000003,Yorkshire and The Humber,newCasesBySpecimenDate,New cases by specimen date,166.0
2020-06-21,region,E12000001,North East,newCasesBySpecimenDate,New cases by specimen date,4.0
2020-06-21,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,56.0
2020-06-21,region,E12000009,South West,newCasesBySpecimenDate,New cases by specimen date,8.0
2020-06-21,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,26.0
2020-06-21,region,E12000003,Yorkshire and The Humber,newCasesBySpecimenDate,New cases by specimen date,117.0
2020-06-21,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,130.0
2020-06-21,region,E12000005,West Midlands,newCasesBySpecimenDate,New cases by specimen date,36.0
2020-06-21,region,E12000008,South East,newCasesBySpecimenDate,New cases by specimen date,68.0
2020-06-21,region,E12000002,North West,newCasesBySpecimenDate,New cases by specimen date,99.0
2020-06-22,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,180.0
2020-06-22,region,E12000003,Yorkshire and The Humber,newCasesBySpecimenDate,New cases by specimen date,156.0
2020-06-22,region,E12000001,North East,newCasesBySpecimenDate,New cases by specimen date,24.0
2020-06-22,region,E12000009,South West,newCasesBySpecimenDate,New cases by specimen date,18.0
2020-06-22,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,74.0
2020-06-22,region,E12000008,South East,newCasesBySpecimenDate,New cases by specimen date,79.0
2020-06-22,region,E12000005,West Midlands,newCasesBySpecimenDate,New cases by specimen date,68.0
2020-06-22,region,E12000002,North West,newCasesBySpecimenDate,New cases by specimen date,158.0
2020-06-22,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,53.0
2020-06-23,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,44.0
2020-06-23,region,E12000005,West Midlands,newCasesBySpecimenDate,New cases by specimen date,52.0
2020-06-23,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,172.0
2020-06-23,region,E12000009,South West,newCasesBySpecimenDate,New cases by specimen date,15.0
2020-06-23,region,E12000001,North East,newCasesBySpecimenDate,New cases by specimen date,26.0
2020-06-23,region,E12000008,South East,newCasesBySpecimenDate,New cases by specimen date,60.0
2020-06-23,region,E12000002,North West,newCasesBySpecimenDate,New cases by specimen date,130.0
2020-06-23,region,E12000003,Yorkshire and The Humber,newCasesBySpecimenDate,New cases by specimen date,172.0
2020-06-23,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,50.0
2020-06-24,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,46.0
2020-06-24,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,174.0
2020-06-24,region,E12000009,South West,newCasesBySpecimenDate,New cases by specimen date,17.0
2020-06-24,region,E12000008,South East,newCasesBySpecimenDate,New cases by specimen date,45.0
2020-06-24,region,E12000005,West Midlands,newCasesBySpecimenDate,New cases by specimen date,52.0
2020-06-24,region,E12000003,Yorkshire and The Humber,newCasesBySpecimenDate,New cases by specimen date,157.0
2020-06-24,region,E12000002,North West,newCasesBySpecimenDate,New cases by specimen date,163.0
2020-06-24,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,61.0
2020-06-24,region,E12000001,North East,newCasesBySpecimenDate,New cases by specimen date,11.0
2020-06-25,region,E12000009,South West,newCasesBySpecimenDate,New cases by specimen date,8.0
2020-06-25,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,127.0
2020-06-25,region,E12000001,North East,newCasesBySpecimenDate,New cases by specimen date,13.0
2020-06-25,region,E12000008,South East,newCasesBySpecimenDate,New cases by specimen date,64.0
2020-06-25,region,E12000003,Yorkshire and The Humber,newCasesBySpecimenDate,New cases by specimen date,145.0
2020-06-25,region,E12000002,North West,newCasesBySpecimenDate,New cases by specimen date,128.0
2020-06-25,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,38.0
2020-06-25,region,E12000005,West Midlands,newCasesBySpecimenDate,New cases by specimen date,56.0
2020-06-25,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,58.0
2020-06-26,region,E12000002,North West,newCasesBySpecimenDate,New cases by specimen date,103.0
2020-06-26,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,59.0
2020-06-26,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,48.0
2020-06-26,region,E12000003,Yorkshire and The Humber,newCasesBySpecimenDate,New cases by specimen date,153.0
2020-06-26,region,E12000009,South West,newCasesBySpecimenDate,New cases by specimen date,12.0
2020-06-26,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,114.0
2020-06-26,region,E12000001,North East,newCasesBySpecimenDate,New cases by specimen date,9.0
2020-06-26,region,E12000008,South East,newCasesBySpecimenDate,New cases by specimen date,67.0
2020-06-26,region,E12000005,West Midlands,newCasesBySpecimenDate,New cases by specimen date,68.0
2020-06-27,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,32.0
2020-06-27,region,E12000002,North West,newCasesBySpecimenDate,New cases by specimen date,94.0
2020-06-27,region,E12000005,West Midlands,newCasesBySpecimenDate,New cases by specimen date,44.0
2020-06-27,region,E12000003,Yorkshire and The Humber,newCasesBySpecimenDate,New cases by specimen date,148.0
2020-06-27,region,E12000001,North East,newCasesBySpecimenDate,New cases by specimen date,13.0
2020-06-27,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,88.0
2020-06-27,region,E12000008,South East,newCasesBySpecimenDate,New cases by specimen date,55.0
2020-06-27,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,20.0
2020-06-27,region,E12000009,South West,newCasesBySpecimenDate,New cases by specimen date,9.0
2020-06-28,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,22.0
2020-06-28,region,E12000002,North West,newCasesBySpecimenDate,New cases by specimen date,95.0
2020-06-28,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,80.0
2020-06-28,region,E12000001,North East,newCasesBySpecimenDate,New cases by specimen date,9.0
2020-06-28,region,E12000008,South East,newCasesBySpecimenDate,New cases by specimen date,44.0
2020-06-28,region,E12000009,South West,newCasesBySpecimenDate,New cases by specimen date,11.0
2020-06-28,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,25.0
2020-06-28,region,E12000003,Yorkshire and The Humber,newCasesBySpecimenDate,New cases by specimen date,97.0
2020-06-28,region,E12000005,West Midlands,newCasesBySpecimenDate,New cases by specimen date,27.0
2020-06-29,region,E12000002,North West,newCasesBySpecimenDate,New cases by specimen date,124.0
2020-06-29,region,E12000004,East Midlands,newCasesBySpecimenDate,New cases by specimen date,129.0
2020-06-29,region,E12000009,South West,newCasesBySpecimenDate,New cases by specimen date,16.0
2020-06-29,region,E12000008,South East,newCasesBySpecimenDate,New cases by specimen date,78.0
2020-06-29,region,E12000001,North East,newCasesBySpecimenDate,New cases by specimen date,10.0
2020-06-29,region,E12000003,Yorkshire and The Humber,newCasesBySpecimenDate,New cases by specimen date,134.0
2020-06-29,region,E12000006,East of England,newCasesBySpecimenDate,New cases by specimen date,48.0
2020-06-29,region,E12000007,London,newCasesBySpecimenDate,New cases by specimen date,59.0
2020-06-29,region,E12000005,West Midlands,newCasesBySpecimenDate,New cases by specimen date,56.0
2020-06-30,region,E12000005,West Midlands,newCasesBySpecimenDate,New cases by specimen date,52.0
2020-06-30,region,E12000002,North West,newCasesBySpecimenDate,New cases by specimen date,105.0
