start_date,end_date,question,response,total,male,female,16-24,18-24,25-34,35-44,45-54,55-64,65+,class_upper_and_middle,class_lower_middle,class_skilled_working,class_working_class_lowest_grade,scotland,north_east,north_west,yorkshire_&_humberside,west_midlands,east_midlands,wales,eastern,london,south_east,south_west,northern_ireland,net:_england
2021-03-12,2021-03-14,source_of_claims_stating_that_the_flu_alone_is_killing_more_people_than_coronavirus_as_true,Facebook messenger,3,3,0,0,0,1,2,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,1,0,0,0,2
2021-03-12,2021-03-14,source_of_claims_stating_that_the_flu_alone_is_killing_more_people_than_coronavirus_as_true,Weighted base,141,61,80,31,29,30,28,20,15,17,37,48,30,26,14,7,17,11,15,11,6,9,12,25,8,6,116
2021-03-12,2021-03-14,source_of_claims_stating_that_the_flu_alone_is_killing_more_people_than_coronavirus_as_true,People in your local area/neighbourhood,6,1,5,0,0,2,2,1,1,0,1,2,1,2,1,0,1,0,1,0,1,0,1,0,1,0,3
2021-03-12,2021-03-14,source_of_claims_stating_that_the_flu_alone_is_killing_more_people_than_coronavirus_as_true,Websites or apps that bring together news from different news providers,6,,6,2,0,0,1,3,1,,1,2,3,1,0,0,1,0,0,0,2,0,1,3,0,0,5
2021-03-12,2021-03-14,source_of_claims_stating_that_the_flu_alone_is_killing_more_people_than_coronavirus_as_true,WhatsApp,6,3,3,3,3,3,1,0,0,0,0,1,4,2,0,2,0,2,1,0,0,0,1,,0,0,6
2021-03-12,2021-03-14,source_of_claims_stating_that_the_flu_alone_is_killing_more_people_than_coronavirus_as_true,YouTube,7,5,1,0,0,3,4,0,0,0,1,3,2,,3,0,2,0,0,,0,0,1,1,0,0,4
2021-03-12,2021-03-14,source_of_claims_stating_that_the_flu_alone_is_killing_more_people_than_coronavirus_as_true,"Websites/apps of online news organisations like Buzzfeed, Huffington Post, Vice, etc.",8,3,5,5,4,1,0,,0,1,4,3,,1,0,0,1,0,0,0,2,0,0,5,,0,6
2021-03-12,2021-03-14,source_of_claims_stating_that_the_flu_alone_is_killing_more_people_than_coronavirus_as_true,Unspecified social media,11,4,8,,,5,2,2,3,0,3,5,0,3,2,1,5,0,1,1,1,1,0,1,0,0,9
2021-03-12,2021-03-14,source_of_claims_stating_that_the_flu_alone_is_killing_more_people_than_coronavirus_as_true,Twitter,21,15,7,3,3,5,7,4,,1,4,10,6,2,2,2,3,3,1,3,0,1,3,1,,1,18
2021-03-12,2021-03-14,source_of_claims_stating_that_the_flu_alone_is_killing_more_people_than_coronavirus_as_true,Family and friends directly,27,11,16,9,8,9,6,2,1,,7,13,4,3,5,1,1,2,3,2,3,1,4,6,0,0,20
2021-03-12,2021-03-14,source_of_claims_stating_that_the_flu_alone_is_killing_more_people_than_coronavirus_as_true,Facebook,57,23,34,9,9,13,9,7,8,10,17,13,12,14,4,2,6,4,6,5,2,5,2,11,7,2,49
2021-03-12,2021-03-14,source_of_claims_stating_that_the_flu_alone_is_killing_more_people_than_coronavirus_as_true,Weighted base,141,61,80,31,29,30,28,20,15,17,37,48,30,26,14,7,17,11,15,11,6,9,12,25,8,6,116
2021-03-12,2021-03-14,source_of_claims_stating_that_the_flu_alone_is_killing_more_people_than_coronavirus_as_true,Unweighted base,141,59,82,27,26,29,28,19,21,17,41,44,26,30,15,8,13,10,16,11,5,9,14,24,9,7,114
2021-03-12,2021-03-14,source_of_claims_stating_that_the_flu_alone_is_killing_more_people_than_coronavirus_as_true,BBC - TV,2,0,2,1,1,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
