table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 66,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 11th to 13th September 2020,Unweighted base,24,6,18,1,1,5,3,3,5,7,6,8,3,7,-,-,-,-,-,-,24,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 66,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 11th to 13th September 2020,Weighted base,20**,4**,15**,1**,1**,5**,2**,2**,4**,7**,5**,7**,2**,6**,-**,-**,-**,-**,-**,-**,20**,-**,-**,-**,-**,-**,-**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 66,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 11th to 13th September 2020,NET: Trust,20,4,15,1,1,5,2,2,4,7,5,7,2,6,-,-,-,-,-,-,20,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 66,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 11th to 13th September 2020,5 - Trust completely,12,3,9,-,-,4,-,1,2,5,3,3,2,3,-,-,-,-,-,-,12,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 66,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 11th to 13th September 2020,4,8,2,6,1,1,1,2,1,2,2,1,4,1,2,-,-,-,-,-,-,8,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 66,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 11th to 13th September 2020,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 66,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 11th to 13th September 2020,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 66,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 11th to 13th September 2020,1 - Do not trust at all,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 66,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 11th to 13th September 2020,NET: Do not trust,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 66,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 11th to 13th September 2020,Mean,4.6,4.65,4.58,4,4,4.87,4,4.51,4.54,4.7,4.73,4.48,4.66,4.6,-,-,-,-,-,-,4.6,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 66,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 11th to 13th September 2020,Standard deviation Standard error,0.5,0.54,0.51,-,-,0.38,0,0.7,0.59,0.5,0.5,0.54,0.62,0.54,-,-,-,-,-,-,0.5,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 58,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 29th to 31st May 2020,Unweighted base,18,11,7,3,2,1,3,2,5,4,8,5,5,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 58,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 29th to 31st May 2020,Weighted base,19**,11**,7**,3**,2**,2**,2**,3**,5**,4**,8**,6**,5**,-**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 58,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 29th to 31st May 2020,NET: Trust,14,8,6,2,2,2,2,2,4,4,7,2,5,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 58,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 29th to 31st May 2020,5 - Trust completely,7,4,3,2,2,2,-,2,1,1,3,1,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 58,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 29th to 31st May 2020,4,7,4,3,-,-,-,2,-,3,2,4,1,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 58,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 29th to 31st May 2020,3,3,2,1,-,-,-,1,1,1,-,1,2,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 58,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 29th to 31st May 2020,2,1,1,-,1,-,-,-,-,-,-,-,1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 58,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 29th to 31st May 2020,1 - Do not trust at all,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 58,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 29th to 31st May 2020,NET: Do not trust,1,1,-,1,-,-,-,-,-,-,-,1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 58,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 29th to 31st May 2020,Mean,4.07,3.93,4.3,3.66,5,5,3.73,4.13,3.9,4.41,4.32,3.18,4.64,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 58,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 29th to 31st May 2020,Standard deviation Standard error,0.94,1.03,0.78,1.81,-,-,0.59,1.23,0.63,0.58,0.65,1.03,0.53,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 166,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,19,13,6,3,3,2,2,-,2,10,5,6,3,5,,-,-,-,-,-,19,-,,-,-,,,1,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 166,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,16**,12**,4**,3**,3**,1**,1**,-**,2**,9**,4**,6**,4**,3**,,-**,-**,-**,-**,-**,16**,-**,,-**,-**,,,1**,5**,6**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 166,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Trust,13,10,3,3,3,1,1,-,2,7,2,5,4,3,,-,-,-,-,-,13,-,,-,-,,,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 166,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 22nd to 24th May 2020,5 - Trust completely,4,3,1,1,1,1,-,-,1,*,*,-,1,2,,-,-,-,-,-,4,-,,-,-,,,-,*,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 166,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 22nd to 24th May 2020,4,10,8,2,2,2,-,1,-,1,6,2,5,2,1,,-,-,-,-,-,10,-,,-,-,,,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 166,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 22nd to 24th May 2020,3,3,2,1,-,-,-,1,-,-,2,2,1,-,-,,-,-,-,-,-,3,-,,-,-,,,-,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 166,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 22nd to 24th May 2020,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,,-,-,,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 166,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 22nd to 24th May 2020,1 - Do not trust at all,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,,-,-,,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 166,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Do not trust,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,,-,-,,,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 166,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 22nd to 24th May 2020,Mean,4.03,4.07,3.93,4.4,4.4,5,3.54,-,4.33,3.79,3.69,3.79,4.39,4.53,,-,-,-,-,-,4.03,-,,-,-,,,4,3.96,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 166,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 22nd to 24th May 2020,Standard deviation Standard error,0.65,0.62,0.78,0.58,0.58,-,-,-,-,0.55,0.78,0.45,0.58,0.6,,-,-,-,-,-,0.65,-,,-,-,,,-,0.55,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 167,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,11,14,8,19,10,4,8,3,4,8,6,16,1,4,2,-,9,1,,,,,,,,,,,,,,,,,,,,,
Table 167,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,16**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14**,10**,14**,8**,16**,9**,4**,7**,2**,4**,6**,6**,15**,1**,4**,2**,-**,8**,1**,,,,,,,,,,,,,,,,,,,,,
Table 167,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Trust,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,9,11,6,13,7,3,5,2,3,6,5,12,-,4,2,-,5,1,,,,,,,,,,,,,,,,,,,,,
Table 167,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 22nd to 24th May 2020,5 - Trust completely,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,4,3,2,2,-,1,1,1,3,-,-,-,-,1,-,,,,,,,,,,,,,,,,,,,,,
Table 167,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 22nd to 24th May 2020,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,9,4,10,4,1,3,2,2,4,4,9,-,4,2,-,4,1,,,,,,,,,,,,,,,,,,,,,
Table 167,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 22nd to 24th May 2020,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,2,3,2,1,2,1,1,1,1,3,1,-,-,-,3,-,,,,,,,,,,,,,,,,,,,,,
Table 167,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 22nd to 24th May 2020,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
Table 167,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 22nd to 24th May 2020,1 - Do not trust at all,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
Table 167,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Do not trust,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,
Table 167,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 22nd to 24th May 2020,Mean,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.06,4.2,4.02,4.01,4.03,4.13,4.3,4.07,3.72,4.18,4.08,4.12,4.01,3,4,4,-,3.74,4,,,,,,,,,,,,,,,,,,,,,
Table 167,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 22nd to 24th May 2020,Standard deviation Standard error,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,0.65,0.62,0.73,0.65,0.78,0.87,0.82,0.58,0.83,0.59,0.65,0.66,-,0,-,-,0.69,-,,,,,,,,,,,,,,,,,,,,,
Table 168,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 22nd to 24th May 2020,Unweighted base,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,4,3,2,2,5,7,4,4,15,2,18,19,19,19,-,,,
Table 168,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 22nd to 24th May 2020,Weighted base,16**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1**,4**,1**,3**,2**,2**,1**,4**,6**,2**,4**,13**,2**,15**,16**,16**,16**,-**,,,
Table 168,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Trust,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,3,2,*,1,2,5,2,4,11,2,12,13,13,13,-,,,
Table 168,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 22nd to 24th May 2020,5 - Trust completely,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,*,-,1,-,*,1,*,*,1,-,2,-,2,4,4,4,-,,,
Table 168,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 22nd to 24th May 2020,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,2,1,2,2,-,-,2,5,1,4,9,2,10,10,10,10,-,,,
Table 168,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 22nd to 24th May 2020,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,1,-,-,1,1,-,2,1,-,-,2,-,3,3,3,3,-,,,
Table 168,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 22nd to 24th May 2020,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Table 168,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 22nd to 24th May 2020,1 - Do not trust at all,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Table 168,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 22nd to 24th May 2020,NET: Do not trust,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
Table 168,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 22nd to 24th May 2020,Mean,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3.95,4,4.32,3.73,3.52,5,3.68,3.96,4.38,4,4.02,4,3.95,4.03,4.03,4.03,-,,,
Table 168,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 22nd to 24th May 2020,Standard deviation Standard error,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,0.68,-,0.58,0.58,-,-,0.78,0.48,0.64,0,0.59,-,0.6,0.65,0.65,0.65,-,,,
Table 67,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 5th to 11th April 2021,Unweighted base,34,18,16,1,1,1,10,6,7,9,14,13,1,6,-,-,-,-,-,-,34,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 5th to 11th April 2021,Weighted base,29**,15**,14**,***,***,1**,10**,5**,4**,8**,12**,12**,1**,4**,-**,-**,-**,-**,-**,-**,29**,-**,-**,-**,-**,-**,-**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 5th to 11th April 2021,NET: Trust,26,14,12,*,*,1,9,5,3,8,10,12,1,4,-,-,-,-,-,-,26,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 5th to 11th April 2021,5 - Trust completely,14,6,8,*,*,1,4,3,2,4,4,8,1,1,-,-,-,-,-,-,14,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 5th to 11th April 2021,4,13,8,4,-,-,-,5,2,2,4,7,3,-,3,-,-,-,-,-,-,13,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 5th to 11th April 2021,3,2,1,2,-,-,-,1,-,1,1,2,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 5th to 11th April 2021,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 5th to 11th April 2021,1 - Do not trust at all,*,*,-,-,-,-,-,*,-,-,-,*,-,-,-,-,-,-,-,-,*,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 5th to 11th April 2021,NET: Do not trust,*,*,-,-,-,-,-,*,-,-,-,*,-,-,-,-,-,-,-,-,*,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 5th to 11th April 2021,Mean,4.35,4.29,4.42,5,5,5,4.29,4.37,4.25,4.36,4.09,4.61,5,4.29,-,-,-,-,-,-,4.35,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 67,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 5th to 11th April 2021,Standard deviation Standard error,0.74,0.76,0.74,-,-,-,0.71,1.12,0.77,0.65,0.71,0.79,-,0.52,-,-,-,-,-,-,0.74,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 58,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 5th to 7th June 2020,Unweighted base,24,6,18,1,1,4,7,6,4,2,8,9,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 58,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 5th to 7th June 2020,Weighted base,20**,6**,15**,1**,1**,3**,5**,6**,4**,2**,6**,7**,5**,3**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 58,Q5. Trust in the sources for information/news about Coronavirus used in last week: Direct from Wales Government website/email/text/post,ONLINE Fieldwork: 5th to 7th June 2020,NET: Trust,17,4,13,1,1,2,3,6,3,2,6,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
