table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A)
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Direct from Local council website/ email/ text/ post,1,-,1,-,-,-,1,-,-,-,-,-,-,1,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Other,3,1,2,1,1,*,*,1,1,-,1,1,-,1,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,NET: Broadcasters,16,8,7,1,1,4,4,2,-,4,7,2,4,3,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,NET: Non-BBC broadcasters,10,5,5,1,1,2,3,1,-,4,3,1,4,2,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,NET: BBC services,9,5,5,-,-,4,2,1,-,2,4,1,3,1,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,NET: Newspapers (printed and online),12,8,4,2,2,1,4,1,2,3,3,1,4,3,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,NET: Officials,4,2,2,1,1,1,1,-,-,1,1,-,2,1,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,NET: Social Media,66,28,38,19,16,13,17,10,3,5,16,24,13,13,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,NET: Facebook (Facebook and Facebook Messenger),56,23,33,13,12,11,14,11,2,5,15,18,9,13,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,NET: WhatsApp (WhatsApp and WhatsApp groups),10,5,5,3,3,3,3,-,-,1,2,6,2,-,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,NET: Closed groups,9,5,3,3,3,1,1,2,-,1,2,3,2,1,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,NET: Other online news sources,17,9,8,7,5,5,2,1,3,-,4,6,6,1,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,Weighted base,103*,47*,55*,22**,18**,22**,20**,19**,9**,11**,27**,35**,19**,22**,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,NET: Family/friends/ local ppl,21,10,11,5,5,7,2,3,1,3,3,10,6,3,,,,,,,,,,,,,
Table 92,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 12th to 15th June 2020,NET: Traditional media,25,15,10,2,2,5,8,3,2,6,9,3,7,6,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Unweighted base,86,39,47,20,19,16,19,9,9,13,26,26,14,20,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Weighted base,89*,43*,46*,22**,20**,17**,16**,12**,9**,12**,27**,26**,18**,18**,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Facebook,40,17,23,11,11,11,9,3,2,5,15,6,11,7,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,YouTube,15,10,5,3,3,4,3,1,1,3,6,-,6,4,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Twitter,14,6,7,7,5,4,2,-,1,-,6,2,2,3,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Family and friends directly,10,7,4,3,3,1,1,3,1,1,2,7,-,1,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Unspecified social media,8,3,5,2,2,1,1,4,1,-,3,2,-,3,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Search engine (e.g. Google),8,6,2,2,2,2,1,-,2,1,6,1,1,-,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,WhatsApp,8,7,1,2,2,3,1,2,-,-,3,1,3,1,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Instagram,7,4,3,3,3,4,-,-,-,-,2,1,3,1,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,BBC - TV,6,4,2,1,1,2,-,-,1,1,2,2,1,1,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Official scientists,5,4,1,2,2,2,-,-,1,-,-,1,4,1,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,People in your local area/neighbourhood,4,2,2,1,1,1,1,1,1,-,2,1,-,1,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Direct from Local health service website/ email/ text/ post,4,4,-,-,-,1,-,3,-,-,1,3,-,-,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,WhatsApp group(s),4,4,-,-,-,1,-,1,-,2,1,3,-,-,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Weighted base,89*,43*,46*,22**,20**,17**,16**,12**,9**,12**,27**,26**,18**,18**,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,"Websites/apps of online news organisations like Buzzfeed, Huffington Post, Vice, etc.",3,3,1,1,1,1,*,-,-,1,1,2,-,*,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Snapchat,3,2,1,2,2,-,-,1,-,-,2,-,-,1,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Podcasts,3,1,1,1,1,-,-,-,-,1,1,-,-,1,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,"Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox etc",2,1,1,-,-,-,-,-,1,1,1,1,-,-,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,ITV,2,2,1,-,-,1,-,-,1,1,1,1,1,-,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Websites or apps that bring together news from different news providers,2,1,1,-,-,-,1,-,-,1,-,1,-,1,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Commercial Radio,2,-,2,-,-,1,-,-,-,1,-,2,-,-,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Celebrity and/or social media influencer,2,2,-,1,1,1,-,-,-,-,1,-,1,-,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Direct from NHS website/ email/ text/ post,2,2,-,-,-,2,-,-,-,-,1,-,1,-,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,“Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),2,-,2,-,-,-,-,1,-,1,-,2,-,-,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Sky,2,2,-,-,-,1,-,-,1,-,1,-,1,-,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Weighted base,89*,43*,46*,22**,20**,17**,16**,12**,9**,12**,27**,26**,18**,18**,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,BBC - Radio,2,2,-,-,-,1,-,-,1,-,-,-,1,1,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,“Mid-market tabloids” such as MailOnline or Express ( online ),2,-,2,-,-,-,2,-,-,-,-,2,-,-,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Direct from World Health Organisation (WHO) website/ email/ text/ post,2,1,1,1,1,-,-,-,1,-,-,1,1,-,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Direct from UK Government website/ email/ text/ post,1,1,1,1,1,1,-,-,-,-,1,1,-,-,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,BBC - Online/ app,1,1,-,-,-,1,*,-,-,-,1,*,-,-,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Email,1,1,-,-,-,1,-,-,-,-,1,-,-,-,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Facebook messenger,1,1,-,-,-,-,1,-,-,-,-,-,-,1,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Other,5,3,3,2,2,-,1,-,2,-,2,1,-,3,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,NET: Broadcasters,7,4,3,1,1,2,*,-,1,2,2,3,1,1,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,NET: Non-BBC broadcasters,2,2,1,-,-,1,-,-,1,1,1,1,1,-,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,NET: BBC services,6,4,2,1,1,2,*,-,1,1,2,2,1,1,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,NET: Newspapers (printed and online),3,-,3,-,-,-,2,1,-,1,-,3,-,-,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,Weighted base,89*,43*,46*,22**,20**,17**,16**,12**,9**,12**,27**,26**,18**,18**,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,NET: Officials,9,8,1,3,3,3,-,3,1,-,1,4,4,1,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,NET: Social Media,57,26,32,17,15,15,11,7,3,5,18,12,15,12,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,NET: Facebook (Facebook and Facebook Messenger),40,17,23,11,11,11,9,3,2,5,15,6,11,7,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,NET: WhatsApp (WhatsApp and WhatsApp groups),10,9,1,2,2,3,1,2,-,2,3,3,3,1,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,NET: Closed groups,4,4,-,-,-,1,1,1,-,2,1,3,-,1,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,NET: Other online news sources,7,4,3,1,1,1,1,-,1,3,3,3,-,1,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,NET: Family/friends/ local ppl,13,9,5,3,3,2,2,4,2,1,4,7,-,2,,,,,,,,,,,,,
Table 98,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 19th to 21st June 2020,NET: Traditional media,11,4,7,1,1,4,2,1,1,2,2,7,1,1,,,,,,,,,,,,,
Table 101,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 7th to 9th August 2020,Unweighted base,106,49,57,17,14,24,17,19,9,20,37,30,16,23,,,,,,,,,,,,,
Table 101,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 7th to 9th August 2020,Weighted base,113*,53*,60*,21**,17**,28**,17**,16**,10**,21**,37*,34**,18**,23**,,,,,,,,,,,,,
Table 101,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 7th to 9th August 2020,Facebook,48,20,28,5,5,13,10,5,7,8,15,16,6,11,,,,,,,,,,,,,
Table 101,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 7th to 9th August 2020,Twitter,14,8,6,3,2,4,2,4,-,1,5,2,3,4,,,,,,,,,,,,,
Table 101,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 7th to 9th August 2020,Websites or apps that bring together news from different news providers,12,3,9,3,3,5,2,1,1,-,4,1,5,1,,,,,,,,,,,,,
Table 101,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 7th to 9th August 2020,BBC - TV,10,9,1,1,1,1,1,1,2,4,2,4,-,3,,,,,,,,,,,,,
Table 101,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 7th to 9th August 2020,Family and friends directly,8,-,8,-,-,3,2,3,-,-,4,2,2,1,,,,,,,,,,,,,
Table 101,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 7th to 9th August 2020,Search engine (e.g. Google),8,7,1,2,2,2,1,-,-,3,1,4,2,1,,,,,,,,,,,,,
Table 101,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 7th to 9th August 2020,Unspecified social media,7,3,4,4,3,1,-,*,1,-,3,3,-,1,,,,,,,,,,,,,
Table 101,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 7th to 9th August 2020,YouTube,7,6,1,2,2,1,2,1,1,-,1,3,1,2,,,,,,,,,,,,,
Table 101,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 7th to 9th August 2020,BBC - Online/ app,4,4,-,-,-,3,-,1,-,1,1,3,-,1,,,,,,,,,,,,,
Table 101,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 7th to 9th August 2020,BBC - Radio,4,3,1,-,-,-,-,1,2,1,-,3,-,2,,,,,,,,,,,,,
Table 101,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 7th to 9th August 2020,"Websites/apps of online news organisations like Buzzfeed, Huffington Post, Vice, etc.",3,3,1,1,1,-,-,1,-,1,2,-,-,1,,,,,,,,,,,,,
Table 101,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 7th to 9th August 2020,People in your local area/neighbourhood,3,-,3,-,-,-,1,2,-,-,1,1,1,-,,,,,,,,,,,,,
Table 101,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 7th to 9th August 2020,Weighted base,113*,53*,60*,21**,17**,28**,17**,16**,10**,21**,37*,34**,18**,23**,,,,,,,,,,,,,
Table 101,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 7th to 9th August 2020,Sky,3,2,1,-,-,1,1,-,-,1,1,1,-,1,,,,,,,,,,,,,
Table 101,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 7th to 9th August 2020,ITV,3,1,2,1,1,-,-,1,-,1,2,-,-,1,,,,,,,,,,,,,
Table 101,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 7th to 9th August 2020,“Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),3,3,-,2,2,-,-,-,-,1,1,-,2,-,,,,,,,,,,,,,
Table 101,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 7th to 9th August 2020,“Broadsheets” such as The Times or Guardian ( online ),2,1,1,-,-,1,-,-,-,1,1,1,-,-,,,,,,,,,,,,,
Table 101,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 7th to 9th August 2020,Direct from UK Government website/ email/ text/ post,2,2,-,2,2,-,1,-,-,-,-,-,2,-,,,,,,,,,,,,,
Table 101,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 7th to 9th August 2020,“Mid-market tabloids” such as MailOnline or Express ( online ),2,-,2,-,-,-,-,*,-,2,*,2,-,-,,,,,,,,,,,,,
Table 101,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 7th to 9th August 2020,“Broadsheets” such as The Times or Guardian,2,1,1,-,-,-,1,-,-,1,1,1,-,-,,,,,,,,,,,,,
Table 101,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 7th to 9th August 2020,Snapchat,2,2,-,2,2,-,-,-,-,-,-,-,2,-,,,,,,,,,,,,,
Table 101,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 7th to 9th August 2020,WhatsApp group(s),2,2,-,2,2,-,-,-,-,-,-,2,-,-,,,,,,,,,,,,,
Table 101,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 7th to 9th August 2020,Channel 5,1,1,-,-,-,-,-,1,-,-,-,-,-,1,,,,,,,,,,,,,
Table 101,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 7th to 9th August 2020,Channel 4,1,1,-,-,-,-,-,1,-,-,-,-,-,1,,,,,,,,,,,,,
Table 101,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 7th to 9th August 2020,WhatsApp,1,1,-,1,-,-,-,-,-,-,-,1,-,-,,,,,,,,,,,,,
Table 101,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 7th to 9th August 2020,Weighted base,113*,53*,60*,21**,17**,28**,17**,16**,10**,21**,37*,34**,18**,23**,,,,,,,,,,,,,
Table 101,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 7th to 9th August 2020,Magazines,1,1,-,-,-,-,-,-,-,1,-,1,-,-,,,,,,,,,,,,,
Table 101,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 7th to 9th August 2020,Official scientists,1,1,-,-,-,-,-,-,-,1,1,-,-,-,,,,,,,,,,,,,
Table 101,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 7th to 9th August 2020,Direct from Scotland Government website/ email/ text/ post,1,1,-,-,-,-,1,-,-,-,-,-,1,-,,,,,,,,,,,,,
Table 101,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 7th to 9th August 2020,“Red-top tabloids” such as The Sun or Daily Mirror ( printed ),1,-,1,-,-,-,-,-,1,-,-,-,1,-,,,,,,,,,,,,,
Table 101,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 7th to 9th August 2020,Other,10,5,5,-,-,3,1,3,-,3,3,1,2,4,,,,,,,,,,,,,
Table 101,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 7th to 9th August 2020,NET: Broadcasters,19,15,5,1,1,4,1,5,2,6,6,8,-,5,,,,,,,,,,,,,
Table 101,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 7th to 9th August 2020,NET: Non-BBC broadcasters,7,4,2,1,1,1,1,2,-,2,2,1,-,3,,,,,,,,,,,,,
Table 101,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 7th to 9th August 2020,NET: BBC services,16,13,2,1,1,4,1,3,2,5,4,8,-,4,,,,,,,,,,,,,
Table 101,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 7th to 9th August 2020,NET: Newspapers (printed and online),10,5,5,2,2,1,1,*,1,5,3,4,2,-,,,,,,,,,,,,,
Table 101,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 7th to 9th August 2020,NET: Officials,3,3,-,2,2,-,1,-,-,1,1,-,2,-,,,,,,,,,,,,,
Table 101,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 7th to 9th August 2020,NET: Social Media,66,29,37,14,10,17,10,9,8,8,22,20,9,15,,,,,,,,,,,,,
Table 101,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 7th to 9th August 2020,NET: Facebook (Facebook and Facebook Messenger),48,20,28,5,5,13,10,5,7,8,15,16,6,11,,,,,,,,,,,,,
Table 101,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 7th to 9th August 2020,NET: WhatsApp (WhatsApp and WhatsApp groups),3,3,-,3,2,-,-,-,-,-,-,3,-,-,,,,,,,,,,,,,
Table 101,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 7th to 9th August 2020,Weighted base,113*,53*,60*,21**,17**,28**,17**,16**,10**,21**,37*,34**,18**,23**,,,,,,,,,,,,,
Table 101,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 7th to 9th August 2020,NET: Closed groups,2,2,-,2,2,-,-,-,-,-,-,2,-,-,,,,,,,,,,,,,
Table 101,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 7th to 9th August 2020,NET: Other online news sources,15,6,10,4,4,5,2,2,1,1,7,1,5,2,,,,,,,,,,,,,
Table 101,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 7th to 9th August 2020,NET: Family/friends/ local ppl,11,-,11,-,-,3,3,5,-,-,5,3,2,1,,,,,,,,,,,,,
Table 101,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 7th to 9th August 2020,NET: Traditional media,28,18,10,3,3,5,2,6,2,10,9,11,2,5,,,,,,,,,,,,,
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Unweighted base,142,74,68,21,19,28,26,18,22,27,53,43,12,34,12,4,11,10,8,12,6,12,22,20,21,4,120
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Weighted base,141,78*,63*,24**,22**,31**,21**,17**,22**,26**,51*,42*,15**,32*,10**,4**,11**,10**,8**,10**,7**,14**,23**,21**,19**,3**,120
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Facebook,61,33,29,8,8,17,4,12,8,12,27,15,5,15,4,3,6,5,4,7,-,5,9,8,9,1,56
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Twitter,28,16,12,13,13,3,5,4,2,2,12,8,3,7,2,-,4,-,-,4,2,2,7,4,3,-,24
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Search engine (e.g. Google),16,11,5,3,3,4,1,-,5,2,9,4,-,3,2,-,4,1,-,1,2,1,*,3,1,-,12
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,Family and friends directly,15,10,5,2,2,6,2,3,*,1,5,7,1,2,1,2,1,1,-,*,-,1,3,3,1,2,12
Table 102,Q10e. Source of claims about the potential dangers of a Coronavirus vaccine reported as true,ONLINE Fieldwork: 9th to 11th October 2020,BBC - TV,11,8,3,4,4,1,-,1,3,3,5,-,3,4,1,1,-,2,2,-,-,-,3,2,-,-,11
