table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),Public (A),Private (B),Opinion Influencer (C),Broadcasters (b),NonBBC broadcasters (c),BBC services (d),Newspapers (e),Officials (f),Social Media (g),YouTube (h),Facebook (i),WhatsApp (j),Closed groups (k),Other online news sources (l),Family/ friends/ local ppl (m),Traditional media (n),Nonmainstream media (o),BBC TV (p),BBC Online (q),Direct from Govt (r),Yes (s),No (t),Drink more water (b),Gargle salt water (c),Eat warm food/ drink (d),Put clothes in sun (e),Natural remedies (f),Drink more lemon juice (g),Inhale steam (h),Theories linking Coronavirus to 5G technology (i),What's true/ false (j),Avoid news (k),Mainstream media exaggerating (l),Positive sides of society (m),Confusion (n),Wash hands 20 secs (o),Outside for essentials (p),Social distancing (q),Yes (r),No (s),18-24 (d),25-34 (e),35-44 (f),45-54 (g),55-64 (h),65+ (i)
Table 19,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 7th to 10th May 2020,About the same      (+1),1024,536,488,119,108,155,163,175,169,244,280,278,202,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 19,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 7th to 10th May 2020,Don't use            (0),156,55,101,24,22,22,14,24,17,54,20,45,33,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 19,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 7th to 10th May 2020,Mean,1.52,1.51,1.54,1.61,1.58,1.61,1.57,1.55,1.46,1.38,1.63,1.54,1.51,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 19,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 7th to 10th May 2020,Standard deviation Standard error,0.84,0.79,0.89,0.89,0.89,0.85,0.81,0.86,0.79,0.84,0.82,0.84,0.83,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 19,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 24th to 26th April 2020,Unweighted base,2077,1029,1048,263,232,326,322,342,325,499,542,614,387,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 19,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 24th to 26th April 2020,Weighted base,2077,1018,1059,286,251,347,321,353,302,468,571,587,420,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 19,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 24th to 26th April 2020,NET: More,983,467,516,161,138,177,160,162,131,191,293,262,205,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 19,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 24th to 26th April 2020,A lot more          (+3),356,159,197,74,62,61,67,53,46,55,114,95,72,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 19,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 24th to 26th April 2020,A little more       (+2),626,308,319,87,76,116,93,110,85,136,179,166,133,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 19,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 24th to 26th April 2020,About the same      (+1),914,495,419,97,87,142,136,170,149,221,238,281,184,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 19,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 24th to 26th April 2020,Don't use            (0),180,56,124,28,26,27,25,22,22,57,40,44,31,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 19,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 24th to 26th April 2020,Mean,1.56,1.56,1.56,1.73,1.69,1.61,1.63,1.55,1.52,1.4,1.64,1.53,1.59,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 19,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 24th to 26th April 2020,Standard deviation Standard error,0.87,0.82,0.92,0.95,0.96,0.87,0.9,0.82,0.84,0.85,0.88,0.85,0.86,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 20,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 5th to 7th June 2020,Unweighted base,2095,1001,1094,219,187,334,383,409,312,438,610,604,420,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 20,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 5th to 7th June 2020,Weighted base,2096,1026,1071,290,249,348,320,362,304,473,573,593,428,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 20,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 5th to 7th June 2020,NET: More,858,407,451,159,137,136,133,139,136,155,256,246,185,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 20,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 5th to 7th June 2020,A lot more          (+3),300,138,162,56,50,46,46,50,51,52,96,83,57,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 20,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 5th to 7th June 2020,A little more       (+2),558,269,289,104,87,90,88,89,85,103,161,163,128,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 20,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 5th to 7th June 2020,About the same      (+1),1060,552,508,108,93,181,167,202,149,253,281,309,211,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 20,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 5th to 7th June 2020,Don't use            (0),179,67,112,23,19,32,20,21,19,65,36,39,32,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 20,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 5th to 7th June 2020,Mean,1.47,1.47,1.47,1.66,1.67,1.43,1.5,1.46,1.55,1.3,1.55,1.49,1.49,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 20,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 5th to 7th June 2020,Standard deviation Standard error,0.84,0.81,0.87,0.88,0.88,0.83,0.81,0.8,0.84,0.84,0.84,0.81,0.82,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 19,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 1st to 3rd May 2020,Unweighted base,2121,1026,1095,265,233,315,327,388,321,505,677,622,328,494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 19,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 1st to 3rd May 2020,Weighted base,2116,1034,1082,294,257,354,323,365,301,479,582,602,424,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 19,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 1st to 3rd May 2020,NET: More,1015,478,537,173,148,179,156,185,141,180,313,280,206,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 19,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 1st to 3rd May 2020,A lot more          (+3),369,157,212,60,50,66,50,65,54,74,115,92,84,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 19,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 1st to 3rd May 2020,A little more       (+2),646,321,325,113,97,113,107,120,87,106,197,187,122,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 19,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 1st to 3rd May 2020,About the same      (+1),933,494,438,94,87,153,149,165,137,236,240,279,183,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 19,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 1st to 3rd May 2020,Don't use            (0),169,62,107,28,23,22,18,15,23,63,29,43,36,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 19,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 1st to 3rd May 2020,Mean,1.57,1.55,1.59,1.69,1.68,1.63,1.58,1.64,1.57,1.4,1.69,1.55,1.6,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 19,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 1st to 3rd May 2020,Standard deviation Standard error,0.87,0.82,0.91,0.9,0.89,0.85,0.82,0.82,0.87,0.9,0.84,0.84,0.9,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 20,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 12th to 15th June 2020,Unweighted base,2085,1032,1053,270,236,346,324,335,323,487,602,583,373,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 20,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 12th to 15th June 2020,Weighted base,2085,1020,1065,284,245,352,321,355,298,474,571,590,418,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 20,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 12th to 15th June 2020,NET: More,767,355,413,148,130,136,122,127,110,124,231,227,152,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 20,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 12th to 15th June 2020,A lot more          (+3),222,96,126,48,40,47,33,35,32,26,72,57,46,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 20,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 12th to 15th June 2020,A little more       (+2),546,259,287,100,90,89,88,92,78,98,159,170,105,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 20,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 12th to 15th June 2020,About the same      (+1),1135,593,542,111,96,191,179,207,167,280,313,321,218,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 20,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 12th to 15th June 2020,Don't use            (0),182,72,110,24,19,25,21,20,22,71,27,42,48,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 20,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 12th to 15th June 2020,Mean,1.39,1.37,1.4,1.61,1.62,1.45,1.42,1.4,1.4,1.17,1.48,1.41,1.36,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 20,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 12th to 15th June 2020,Standard deviation Standard error,0.79,0.75,0.83,0.87,0.85,0.81,0.76,0.74,0.77,0.74,0.77,0.76,0.83,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 19,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 27th to 29th March 2020,Unweighted base,2226,1083,1143,,,,,,,,802,620,310,494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,390,365,392,371,499
Table 19,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 27th to 29th March 2020,Weighted base,2224,1085,1139,,,,,,,,609,627,452,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,384,354,395,329,516
Table 19,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 27th to 29th March 2020,NET: More,1436,669,767,,,,,,,,408,411,296,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,262,252,258,204,274
Table 19,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 27th to 29th March 2020,A lot more          (+3),675,264,411,,,,,,,,198,177,130,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,132,115,124,94,119
Table 19,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 27th to 29th March 2020,A little more       (+2),761,404,357,,,,,,,,210,234,166,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,129,137,135,109,155
Table 19,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 27th to 29th March 2020,About the same      (+1),666,375,290,,,,,,,,177,192,135,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,101,95,123,104,195
Table 19,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 27th to 29th March 2020,Don't use            (0),123,41,81,,,,,,,,24,24,21,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,21,7,14,22,47
Table 19,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 27th to 29th March 2020,Mean,1.89,1.82,1.96,,,,,,,,1.96,1.9,1.9,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08,1.97,2.02,1.93,1.84,1.67
Table 19,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 27th to 29th March 2020,Standard deviation Standard error,0.9,0.84,0.95,,,,,,,,0.88,0.85,0.87,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,0.91,0.82,0.87,0.92,0.93
Table 25,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 19th to 21st June 2020,Unweighted base,2134,1099,1035,285,254,351,345,312,336,505,639,601,363,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 19th to 21st June 2020,Weighted base,2140,1049,1092,292,257,359,328,369,310,482,586,603,435,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 19th to 21st June 2020,NET: More,670,313,357,128,111,124,106,110,94,109,203,169,161,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 19th to 21st June 2020,A lot more          (+3),191,91,101,41,38,34,29,37,21,31,49,42,59,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 19th to 21st June 2020,A little more       (+2),479,223,256,88,73,90,77,73,74,78,153,127,102,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 19th to 21st June 2020,About the same      (+1),1309,691,618,135,123,209,206,233,198,328,350,387,235,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 19th to 21st June 2020,Don't use            (0),161,45,117,29,23,26,16,27,18,45,34,47,39,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 19th to 21st June 2020,Mean,1.33,1.34,1.31,1.48,1.49,1.36,1.36,1.32,1.31,1.2,1.37,1.27,1.42,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 25,Q4c. Use of types of media organisations: UK-wide media organisations,ONLINE Fieldwork: 19th to 21st June 2020,Standard deviation Standard error,0.74,0.7,0.78,0.85,0.85,0.75,0.71,0.75,0.68,0.69,0.72,0.7,0.83,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
