table,question,date,response,Total (a),Male (b),Female (c),16-24 (d),18-24 (e),25-34 (f),35-44 (g),45-54 (h),55-64 (i),65+ (j),AB (k),C1 (l),C2 (m),DE (n),Scotland (o),North East (p),North West (q),Yorkshire & Humberside (r),West Midlands (s),East Midlands (t),Wales (u),Eastern (v),London (w),South East (x),South West (y),Northern Ireland (z),NET: England (A),Tier 1 (B),Tier 2 (C),Tier 3 (D)
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,Unweighted base,145,74,71,16,16,39,25,20,24,21,37,37,38,33,18,3,12,13,11,9,9,14,18,19,10,9,109,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,Weighted base,147,71*,75*,16**,16**,38*,28**,23**,22**,20**,34*,35*,44**,33**,16**,2**,12**,15**,11**,10**,6**,15**,18**,23**,11**,6**,118*,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,Facebook,64,27,38,7,7,12,17,11,9,8,18,14,18,14,9,*,3,6,6,3,5,8,5,11,3,4,46,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,Family and friends directly,23,11,13,6,6,4,7,4,1,2,8,4,7,5,1,-,1,4,3,-,2,2,2,5,3,1,20,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,Unspecified social media,19,11,8,-,-,4,2,5,4,4,5,5,5,4,2,-,3,*,-,1,1,5,2,4,2,-,16,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,Twitter,14,11,4,4,4,3,4,3,-,1,2,5,4,3,1,-,-,4,1,1,1,3,2,-,-,-,12,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,Instagram,13,4,9,5,5,5,-,3,-,-,3,5,2,4,1,-,-,5,1,1,*,-,3,2,-,-,12,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,Search engine (e.g. Google),10,10,1,2,2,2,1,4,1,2,2,2,2,4,-,-,1,2,2,-,1,2,1,1,-,1,9,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,People in your local area/neighbourhood,9,8,2,2,2,1,2,3,1,1,-,2,4,3,1,-,-,4,1,-,1,-,-,2,1,-,7,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,BBC - TV,7,5,2,-,-,3,1,-,2,1,2,2,4,-,1,-,-,-,-,3,-,-,1,-,1,1,5,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,Websites or apps that bring together news from different news providers,6,5,1,1,1,3,-,2,1,-,1,3,*,2,1,-,1,2,1,-,*,-,1,1,-,-,5,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,Channel 4,6,4,2,-,-,4,1,-,-,1,-,1,3,2,-,-,-,-,-,3,-,1,1,-,1,-,6,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,BBC - Radio,6,3,2,2,2,1,-,-,2,2,-,2,2,2,-,-,2,-,2,-,-,-,2,-,-,-,6,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,Weighted base,147,71*,75*,16**,16**,38*,28**,23**,22**,20**,34*,35*,44**,33**,16**,2**,12**,15**,11**,10**,6**,15**,18**,23**,11**,6**,118*,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,Snapchat,5,2,4,2,2,2,-,2,-,-,2,2,-,2,-,-,-,4,2,-,-,-,-,-,-,-,5,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,YouTube,5,5,-,1,1,2,1,2,1,-,2,1,-,2,-,1,-,2,-,-,-,-,-,1,-,1,4,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,"Websites/apps of online news organisations like Buzzfeed, Huffington Post, Vice, etc.",5,5,-,-,-,-,-,2,1,2,-,1,1,3,1,-,-,2,-,-,1,1,-,-,-,-,3,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,Sky,4,3,1,-,-,3,*,1,-,-,-,*,4,-,-,-,-,-,1,3,-,-,*,-,-,-,4,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,Channel 5,4,3,1,-,-,3,1,-,-,-,-,1,3,-,-,-,-,-,-,3,-,-,-,-,1,-,4,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,"Local sources across TV, radio and online",3,-,3,1,1,1,-,1,-,-,-,-,2,1,-,1,-,-,-,-,-,-,-,2,-,-,3,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,Facebook messenger,3,2,1,-,-,1,-,2,-,-,-,-,-,3,1,-,-,2,-,-,-,-,1,-,-,-,2,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,WhatsApp group(s),3,2,1,1,1,1,-,1,-,-,1,1,-,1,-,-,-,1,-,1,-,-,1,-,-,-,3,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,WhatsApp,3,2,1,-,-,1,2,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,1,2,-,-,3,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,ITV,2,-,2,-,-,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,1,1,-,2,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,“Mid-market tabloids” such as MailOnline or Express ( online ),2,2,-,-,-,-,-,-,-,2,-,1,-,1,-,-,-,1,-,-,-,-,-,-,1,-,2,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,Weighted base,147,71*,75*,16**,16**,38*,28**,23**,22**,20**,34*,35*,44**,33**,16**,2**,12**,15**,11**,10**,6**,15**,18**,23**,11**,6**,118*,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,“Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),2,2,-,-,-,-,1,-,-,1,1,-,1,-,-,-,1,-,-,-,1,-,-,-,-,-,1,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,BBC - Online/ app,2,1,1,-,-,1,-,-,1,-,1,-,-,1,-,-,-,-,-,-,-,-,2,-,-,-,2,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,"Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox, Infowars, Rebel Media etc",1,1,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,“Red-top tabloids” such as The Sun or Mirror ( online ),1,1,-,-,-,-,-,-,*,1,1,-,-,*,-,-,-,-,-,-,1,-,-,*,-,-,*,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,Email,1,1,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,Commercial Radio,1,-,1,1,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,1,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,“Broadsheets” such as The Times or Guardian ( online ),1,-,1,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,1,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,"Smart speaker/ display (e.g. Amazon Echo, Google Home)",1,-,1,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,1,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,Podcasts,1,-,1,-,-,1,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,Weighted base,147,71*,75*,16**,16**,38*,28**,23**,22**,20**,34*,35*,44**,33**,16**,2**,12**,15**,11**,10**,6**,15**,18**,23**,11**,6**,118*,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,Direct from UK Government website/ email/ text/ post,1,-,1,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,1,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,Celebrity and/or social media influencer,*,-,*,-,-,*,-,-,-,-,-,-,*,-,-,-,-,-,-,-,*,-,-,-,-,-,-,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,STV,*,-,*,-,-,-,-,-,*,-,-,*,-,-,*,-,-,-,-,-,-,-,-,-,-,-,-,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,Other,9,5,4,1,1,3,1,1,2,1,3,1,4,1,1,-,2,1,-,1,-,1,1,1,1,-,8,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,NET: Broadcasters,16,10,6,2,2,5,2,1,4,4,2,3,8,4,1,-,2,-,2,3,-,1,4,1,1,1,14,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,NET: Non-BBC broadcasters,9,4,5,-,-,5,2,1,*,1,-,2,5,2,*,-,-,-,1,3,-,1,1,1,1,-,8,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,NET: BBC services,13,9,4,2,2,4,1,-,4,3,2,3,6,2,1,-,2,-,2,3,-,-,3,-,1,1,11,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,NET: Newspapers (printed and online),5,4,1,-,-,1,1,-,*,3,1,1,1,2,-,-,1,1,-,1,1,-,-,*,1,-,4,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,NET: Officials,1,-,1,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,1,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,NET: Social Media,98,43,54,11,11,25,19,18,12,12,26,25,25,21,12,*,6,10,7,6,6,13,12,16,5,4,75,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,NET: Facebook (Facebook and Facebook Messenger),66,27,39,7,7,14,17,11,9,8,18,14,18,15,10,*,3,6,6,3,5,8,6,11,3,4,47,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,NET: WhatsApp (WhatsApp and WhatsApp groups),5,4,1,1,1,1,2,1,-,-,1,1,2,1,-,-,-,1,-,1,-,-,1,2,-,-,5,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,Weighted base,147,71*,75*,16**,16**,38*,28**,23**,22**,20**,34*,35*,44**,33**,16**,2**,12**,15**,11**,10**,6**,15**,18**,23**,11**,6**,118*,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,NET: Closed groups,5,4,1,1,1,1,-,3,-,-,1,1,-,3,1,-,-,3,-,1,-,-,1,-,-,-,4,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,NET: Other online news sources,10,9,1,1,1,3,-,2,2,3,1,5,1,3,2,-,1,2,1,-,1,1,1,1,1,-,7,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,NET: Family/friends/ local ppl,29,14,14,7,7,5,9,4,2,2,8,4,11,6,1,-,1,7,4,-,2,2,2,5,4,1,25,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,NET: Traditional media,25,14,11,2,2,7,3,2,4,6,2,5,11,7,1,1,3,1,2,4,1,1,4,4,2,1,22,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 5th to 11th April 2021,I don't know where the source is from,1,-,1,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,1,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,Unweighted base,141,59,82,27,26,29,28,19,21,17,41,44,26,30,15,8,13,10,16,11,5,9,14,24,9,7,114,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,Weighted base,141,61*,80*,31**,29**,30**,28**,20**,15**,17**,37*,48*,30**,26**,14**,7**,17**,11**,15**,11**,6**,9**,12**,25**,8**,6**,116*,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,Facebook,57,23,34,9,9,13,9,7,8,10,17,13,12,14,4,2,6,4,6,5,2,5,2,11,7,2,49,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,Family and friends directly,27,11,16,9,8,9,6,2,1,*,7,13,4,3,5,1,1,2,3,2,3,1,4,6,-,-,20,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,Twitter,21,15,7,3,3,5,7,4,*,1,4,10,6,2,2,2,3,3,1,3,-,1,3,1,*,1,18,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,Unspecified social media,11,4,8,*,*,5,2,2,3,-,3,5,-,3,2,1,5,-,1,1,1,1,-,1,-,-,9,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,"Websites/apps of online news organisations like Buzzfeed, Huffington Post, Vice, etc.",8,3,5,5,4,1,-,*,-,1,4,3,*,1,-,-,1,-,-,-,2,-,-,5,*,-,6,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,YouTube,7,5,1,-,-,3,4,-,-,-,1,3,2,*,3,-,2,-,-,*,-,-,1,1,-,-,4,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,WhatsApp,6,3,3,3,3,3,1,-,-,-,-,1,4,2,-,2,-,2,1,-,-,-,1,*,-,-,6,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,Websites or apps that bring together news from different news providers,6,*,6,2,-,-,1,3,1,*,1,2,3,1,-,-,1,-,-,-,2,-,1,3,-,-,5,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,People in your local area/neighbourhood,6,1,5,-,-,2,2,1,1,-,1,2,1,2,1,-,1,-,1,-,1,-,1,-,1,-,3,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,Search engine (e.g. Google),5,3,2,-,-,2,1,1,1,1,3,1,2,-,1,2,-,-,-,-,-,-,1,1,-,1,4,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,Weighted base,141,61*,80*,31**,29**,30**,28**,20**,15**,17**,37*,48*,30**,26**,14**,7**,17**,11**,15**,11**,6**,9**,12**,25**,8**,6**,116*,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,Facebook messenger,3,3,-,-,-,1,2,-,-,-,-,-,3,-,2,-,-,-,1,-,-,-,1,-,-,-,2,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,Direct from UK Government website/ email/ text/ post,3,2,1,1,1,1,-,1,-,-,-,1,1,1,-,-,-,-,1,-,-,1,1,-,-,-,3,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,“Mid-market tabloids” such as MailOnline or Express ( online ),3,1,2,-,-,-,1,1,-,1,1,-,1,1,1,-,-,-,-,1,-,1,-,-,-,-,2,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,“Red-top tabloids” such as The Sun or Mirror ( online ),3,-,3,2,2,*,-,1,-,-,2,-,-,1,1,-,-,-,-,*,-,-,-,2,-,-,2,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,Commercial Radio,3,3,-,-,-,-,3,-,-,-,2,-,1,-,-,-,-,-,-,-,-,-,-,3,-,-,3,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,Official scientists,2,1,1,1,1,1,-,-,-,-,-,-,1,1,-,-,-,-,1,-,-,-,1,-,-,-,2,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,Sky,2,2,-,1,1,1,-,-,-,-,1,-,1,-,-,-,-,-,2,-,-,-,-,-,-,-,2,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,“Red-top tabloids” such as The Sun or Daily Mirror ( printed ),2,-,2,-,-,-,1,-,1,-,1,1,-,-,1,-,-,-,-,1,-,-,-,-,-,-,1,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,Instagram,2,2,-,-,-,-,1,1,-,-,-,-,2,-,-,1,-,-,-,-,-,-,1,-,-,-,2,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,BBC - TV,2,-,2,1,1,-,-,-,1,-,-,2,-,-,1,-,-,-,-,-,-,-,1,-,-,-,1,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,“Broadsheets” such as The Times or Guardian ( online ),2,-,2,2,2,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,2,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,Weighted base,141,61*,80*,31**,29**,30**,28**,20**,15**,17**,37*,48*,30**,26**,14**,7**,17**,11**,15**,11**,6**,9**,12**,25**,8**,6**,116*,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,WhatsApp group(s),2,-,2,-,-,-,1,1,-,-,2,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,Email,1,1,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,BBC - Online/ app,1,*,1,1,1,-,-,-,-,*,-,1,*,-,-,-,-,-,-,-,-,-,1,*,-,-,1,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,BBC - Radio,1,1,*,-,-,-,-,-,1,-,*,-,-,1,-,-,-,-,-,-,-,-,1,-,-,*,1,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,“Mid-market tabloids” such as The Daily Mail or Daily Express ( printed ),1,-,1,-,-,-,-,-,1,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,Celebrity and/or social media influencer,1,-,1,1,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,"Non-mainstream news sources such as Russia Today, Breitbart, Swawkbox, Infowars, Rebel Media etc",1,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,1,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,"Local sources across TV, radio and online",1,-,1,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,Advertising,*,-,*,*,*,-,-,-,-,-,-,-,-,*,-,-,-,-,*,-,-,-,-,-,-,-,*,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,Direct from NHS website/ email/ text/ post,*,-,*,*,*,-,-,-,-,-,-,-,-,*,-,-,-,-,*,-,-,-,-,-,-,-,*,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,Weighted base,141,61*,80*,31**,29**,30**,28**,20**,15**,17**,37*,48*,30**,26**,14**,7**,17**,11**,15**,11**,6**,9**,12**,25**,8**,6**,116*,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,Other,10,6,5,4,4,-,2,1,1,2,3,6,1,1,1,-,1,3,-,1,1,-,1,1,-,3,6,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,NET: Broadcasters,5,3,2,2,2,1,-,-,2,*,1,2,1,1,1,-,-,-,2,-,-,-,1,*,-,*,4,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,NET: Non-BBC broadcasters,2,2,-,1,1,1,-,-,-,-,1,-,1,-,-,-,-,-,2,-,-,-,-,-,-,-,2,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,NET: BBC services,3,1,2,1,1,-,-,-,2,*,*,2,*,1,1,-,-,-,-,-,-,-,1,*,-,*,2,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,NET: Newspapers (printed and online),7,1,6,2,2,*,2,1,1,1,4,1,1,1,2,-,-,-,-,2,-,1,-,2,-,-,5,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,NET: Officials,3,2,2,1,1,1,-,1,-,-,-,1,1,2,-,-,-,-,2,-,-,1,1,-,-,-,3,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,NET: Social Media,89,39,50,15,15,22,17,13,10,12,22,27,20,20,7,7,14,9,9,8,2,6,5,12,7,2,78,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,NET: Facebook (Facebook and Facebook Messenger),59,26,34,9,9,14,11,7,8,10,17,13,14,14,6,2,6,4,7,5,2,5,2,11,7,2,50,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,NET: WhatsApp (WhatsApp and WhatsApp groups),8,3,5,3,3,3,2,1,-,-,2,1,4,2,-,2,-,2,1,-,-,-,2,*,-,1,7,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,NET: Closed groups,5,3,2,-,-,1,3,1,-,-,2,-,3,-,2,-,-,-,1,-,-,-,2,-,-,1,3,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,NET: Other online news sources,13,3,10,5,4,1,1,3,1,2,4,3,4,2,-,-,2,-,-,-,2,1,1,8,*,-,12,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,NET: Family/friends/ local ppl,30,12,18,9,8,9,7,2,2,*,8,14,5,3,5,1,1,2,4,2,3,1,4,6,1,-,22,,,
Table 116,Q10o. Source of claims stating that the flu alone is killing more people than Coronavirus as true,ONLINE Fieldwork: 12th to 14th March 2021,Weighted base,141,61*,80*,31**,29**,30**,28**,20**,15**,17**,37*,48*,30**,26**,14**,7**,17**,11**,15**,11**,6**,9**,12**,25**,8**,6**,116*,,,
